TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,TOTAL DROPPED,AVG GPA
Spring 2021,PHYS,1102,19,24106,General Physics Laboratory II,Maric,Sladjana,3,9,1,0,0,2,1.849
Spring 2021,PHYS,1306,1,24658,Intro Astro-Stel & Gal,Pinsky,Lawrence S,30,26,0,0,0,5,1.869
Spring 2021,POLS,3313,1,18744,Intro Internatl Relatns,Marinov,Nikolay,12,10,4,0,0,0,1.855
Spring 2021,PHLS,6352,1,21118,Assessmnt in Educ Psych,Lee,Jungeun,21,1,0,0,0,0,3.584
Spring 2021,LAW,5387,1,14994,International Tax,Wells,Douglas,2,4,0,0,0,0,2.951
Spring 2021,ACCT,7378,1,24567,Govt & Non-Profit Accounting,Bailey-Rihawi,Esther Elizabeth,14,16,0,0,0,0,3.229
Spring 2021,SCM,4330,1,18218,Bus Modeling and Dec Analysis,Cossick,Kathy L,22,11,2,0,0,2,2.365
Spring 2021,BIOL,4374,7,19690,Cell Biology,Farmer,Lisa M,17,24,6,0,0,4,1.773
Spring 2021,ARLD,3300,1,25363,Intro to Arts Administration,Kellner,Sara,12,8,0,0,0,0,2.801
Spring 2021,HRMA,3341,3,27046,Hospitality Managerial Acct,Ramirez,Arlene D,8,5,0,0,0,0,2.301
Spring 2021,PHAR,5259,4,29090,Module Related Skills Lab II,Davis,Shantera Rayford,13,5,1,0,0,0,3.632
Spring 2021,MATH,3349,1,24812,Inferential Statistics,Poliak,Cathy Dawn,3,4,0,0,0,1,3.083
Spring 2021,INDS,3398,2,31389,Independent Study,Wells,Adam C,2,1,0,0,0,0,3.337
Spring 2021,POLS,3309,1,22424,Democratization,Kennedy,Ryan P,18,15,2,0,0,0,2.78
Spring 2021,DIGM,4373,30,27558,Photo Tone and Color Repro,Waite,Jerry J,6,10,0,0,0,0,2.872
Spring 2021,FINA,   7A33,1,29447,Mergers & Acquisitions I,Yerramilli,Vijay,28,7,0,0,0,0,3.734
Spring 2021,HON,3397,5,27397,Honors Selected Topics,Bland,Laura Elizabeth,22,1,0,0,0,0,3.75
Spring 2021,ENGL,1304,64,29790,First Year Writing II,Sicinski,Michael J,17,0,0,0,0,1,3.704
Spring 2021,FINA,3332,2,14695,Prin of Financial Management,Chisholm,Darla,41,37,9,0,0,2,1.407
Spring 2021,MUSI,2214,2,21543,Techniques of Music Since 1900,Snyder,John L,10,8,0,0,0,0,3.386
Spring 2021,PHLS,6370,1,23480,Intro To Cross-Cultural Cslng,Ashley,Candice R,24,0,0,0,0,0,3.84
Spring 2021,ART,6300,2,28504,Drawing Studio,Hecker,Rachel G,4,1,0,0,0,0,3.866
Spring 2021,KIN,3350,1,14956,Psych Aspects Sport Exercise,Gray,Jon Phillip,40,9,0,0,0,1,3.783
Spring 2021,MUSI,4298,4,30119,Special Problems in Pedagogy,Whittaker,Dennis J,4,0,0,0,0,0,3.2
Spring 2021,LAW,5353,1,14991,Business Planning,Osterberg,Edward,3,5,3,0,0,0,3.12
Spring 2021,CHEM,6399,2,14146,Masters Thesis,Do,Loi H,1,0,0,0,0,0,4
Spring 2021,SOC,3327,1,28351,Racial and Ethnic Relations,Singh,Sheila Kaur,44,4,2,0,0,2,3.305
Spring 2021,PHYS,1121,5,19894,University Phys Laboratory I,Wood,Lowell T,5,4,0,0,0,6,2.121
Spring 2021,MUSA,6400,3,24232,Applied Voice,Sonnenberg,Melanie,3,0,0,0,0,0,4
Spring 2021,ELET,4360,1,28827,Sustainable & Resilient Tech,Yuan,Xiaojing,6,2,0,0,0,1,3.223
Spring 2021,CUIN,8318,10,22782,Issues in Urban Education,Hausmann,Robert Carl,13,0,0,0,0,0,4
Spring 2021,HRMA,3345,1,14879,Wine Appreciation,Taylor,David C,13,2,0,0,0,0,3.451
Spring 2021,MECE,8498,25,31273,Doctoral Research,Wang,Su Su,0,0,0,0,0,0,0
Spring 2021,CHEM,8998,8,17449,Doctoral Research,Jacobson,Allan J,0,0,0,0,0,0,0
Spring 2021,PHYS,8998,25,28994,Doctoral Research,Ratti,Claudia,0,0,0,0,0,0,0
Spring 2021,MUSA,3434,2,21670,Applied Clarinet,Griffin,Randall S,1,0,0,0,0,0,4
Spring 2021,ECE,8298,6,16897,Doctoral Research,Bao,Jiming,0,0,0,0,0,0,0
Spring 2021,MUSI,3300,2,21550,Listening To Music Masterworks,Diehl,Alaina B,1,0,0,0,0,0,1.333
Spring 2021,ECE,8198,38,16890,Doctoral Research,Shireen,Wajiha,0,0,0,0,0,0,0
Spring 2021,MUSA,8320,20,29390,Doctoral Applied Music,Morgulis,Tali,5,0,0,0,0,0,3.934
Spring 2021,PHYS,8998,19,28867,Doctoral Research,Lubchenko,Vassiliy,0,0,0,0,0,0,0
Spring 2021,ARCH,6397,5,27249,Sel Tpcs-Arc/Urbn Desgn,Bell,Larry S,1,0,0,0,0,0,4
Spring 2021,HRMA,6356,2,27258,Hotel Development,Ramirez,Arlene D,4,0,0,0,0,0,3.2
Spring 2021,PHOP,8298,4,30547,Doctoral Research,Richdale,Kathryn L,1,0,0,0,0,0,4
Spring 2021,THEA,7314,2,29461,Graduate Movement IV,Noble,Melissa Lynn,1,0,0,0,0,0,3.67
Spring 2021,MUSI,6198,7,31529,Research in Chamber Music,LeFevre,Suzanne,2,0,0,0,0,0,4
Spring 2021,BIOE,8398,2,18294,Doctoral Research,Mohan,Chandra,0,0,0,0,0,0,0
Spring 2021,PCEU,8698,1,25582,Doctoral Research,Chow,Diana Shu-Lian,0,0,0,0,0,0,0
Spring 2021,HIST,8377,1,18783,Reading for Comps Exams,Clavin,Matthew J,1,0,0,0,0,0,4
Spring 2021,PETR,8598,1,20866,Doctoral Research,Soliman,Mohamed Yousef,0,0,0,0,0,0,0
Spring 2021,MUSA,4189,11,29557,Senior Recital,Wilkins,Blake M,1,0,0,0,0,0,4
Spring 2021,PHOP,8898,3,30541,Doctoral Research,Coates,Daniel R,1,0,0,0,0,0,4
Spring 2021,PHYS,8998,6,28854,Doctoral Research,Cherdack,Daniel David,0,0,0,0,0,0,0
Spring 2021,MUSA,2330,3,29227,Applied Flute,Suhr,Melissa D,2,0,0,0,0,0,4
Spring 2021,MUSA,3410,3,29253,Applied Piano,Morgulis,Tali,0,1,0,0,0,0,3.33
Spring 2021,MATH,7315,2,15169,Masters Tutorial,Ott,William R,1,0,0,0,0,0,4
Spring 2021,ENGL,1304,40,28463,First Year Writing II,Rajkumar,Nidhi,10,4,0,0,0,0,2.584
Spring 2021,LAW,5376,1,21264,Colloquium,Hoffman,Lonny,4,9,0,0,0,0,3.142
Spring 2021,KIN,3350,3,28225,Psych Aspects Sport Exercise,Gray,Jon Phillip,39,10,0,0,0,0,3.722
Spring 2021,ENGL,3341,1,27892,Bus & Prof Writing,Shepley,Nathan,9,6,0,0,0,0,2.79
Spring 2021,ACCT,5335,1,13656,Financial Statement Auditing,Kuruvilla,Mohan,16,8,0,0,0,2,2.75
Spring 2021,CHEM,1112,52,19861,Fundamentals of Chm Lab,Zaitsev,Vladimir G,10,5,0,0,0,0,2.684
Spring 2021,SOC,3355,2,22535,Sociology of India,Singh,Sheila Kaur,28,6,1,0,0,4,2.667
Spring 2021,TLIM,4390,30,24399,Current Issues Ldshp & Innov,Mehring,Brian George,2,3,2,0,0,0,2.708
Spring 2021,ECE,3337,1,23562,Signals and Systems Analysis,Roysam,Badrinath,10,9,2,0,0,1,1.926
Spring 2021,NUTR,2332,6,30300,Intro To Human Nutrition,Svendsen-Sanchez,Ann Carol,9,4,1,0,0,0,1.69
Spring 2021,CHEM,8998,17,17458,Doctoral Research,Comito,Robert Joseph,0,0,0,0,0,0,0
Spring 2021,ENGL,1303,27,23790,First Year Writing I,Bhalla,Prity,3,3,1,0,0,3,1.479
Spring 2021,ENTR,3310,5,22468,Entrepreneurship,Ortega,Carlos Alberto,28,10,3,0,0,3,2.833
Spring 2021,ENGL,1304,8,14636,First Year Writing II,Zachow,Alix V,9,6,1,0,0,1,2.843
Spring 2021,BIOL,8399,2,30190,Doctoral Dissertation,Zhang,Shaun Xiaoliu,1,0,0,0,0,0,4
Spring 2021,LAW,6207,10,19165,Lawyering Skills & Strategy II,Gomez,Alissa R,4,13,0,0,0,0,3.274
Spring 2021,CHEM,2233,1,22444,Inorganic Chemistry I,Zastrow,Melissa L,4,11,4,0,0,0,2.43
Spring 2021,LAW,5488,3,15008,Constitutional Law,Berman,Emily,19,47,4,0,0,2,3.238
Spring 2021,HRMA,6197,1,28029,Selected Topics,Padilla,Magdalena Manzano,14,0,0,0,0,0,3.953
Spring 2021,BIOL,1144,21,22132,Hum Anat Physiol Lab II,Gill,Tejendra,13,6,2,0,0,0,3.001
Spring 2021,ARCH,3397,5,27233,Selected Topics,Kudless,Andrew Justin,11,5,0,0,0,0,2.81
Spring 2021,ARCH,3198,1,29420,Independent Study,Rogers,Susan,19,1,0,0,0,0,3.917
Spring 2021,MUSI,1102,2,21505,Wind Ensemble,Kubos,Cameron Kade,46,1,0,0,0,0,3.896
Spring 2021,MARK,4380,1,28254,Digital Selling,Habel,Johannes,19,1,0,0,0,0,3.746
Spring 2021,PHYS,1121,1,15658,University Phys Laboratory I,Maric,Sladjana,4,12,0,0,0,0,2.304
Spring 2021,INDE,6378,1,27415,Case Study in Applied Inde Erg,Irani,Shahrukh A,8,0,0,0,0,0,4
Spring 2021,IDNS,1142,5,28535,Chemistry II SEP Workshop,Pattison,Donna,8,3,0,0,0,1,1.695
Spring 2021,THEA,1331,2,22646,Introduction To Theatre,Young,Courtney Leigh,38,2,0,0,0,2,2.821
Spring 2021,COSC,4315,1,30239,Programming Languages and Para,Ordonez,Carlos,6,9,2,0,0,5,1.382
Spring 2021,SEDE,7340,1,24825,Reading in Middle and Secondar,Russell IV,Glen Curtis,12,2,0,0,0,0,3.334
Spring 2021,HLT,3325,1,19876,Medical Terminology,Bloom,Joel A,128,15,1,0,0,1,3.717
Spring 2021,OPTO,5112,2,15496,Optics Lab II,Cheng,Han,21,2,0,0,0,0,3.913
Spring 2021,SOCW,7305,2,22597,Evaluation of SW Practice,Ren,Yi,15,4,0,0,0,0,3.073
Spring 2021,TLIM,4378,1,27695,Senior Project,Burns,Maria,15,3,0,0,0,0,3.666
Spring 2021,PHAR,4275,2,28657,FIMMRA,Cuny,Gregory D,12,18,4,0,0,0,3.235
Spring 2021,CIS,2334,3,18346,Information Systems Applicatns,Brown,Houghton Gregory,18,16,2,0,0,2,2.508
Spring 2021,BIOL,3341,1,13880,Human Genetics,Feng,Qin,47,19,0,0,0,0,3.068
Spring 2021,SPAN,1501,15,27392,Elementary Spanish I,Monarrez Martinez,Sendy Patricia,10,1,0,0,0,4,2.889
Spring 2021,ASLI,4489,1,18760,Service Learning - Internship,Hill,Sharon Grigsby,11,0,0,0,0,0,3.82
Spring 2021,ENGL,2361,1,14669,Western World Lit II--Honors,Vollrath,Lesli A,38,25,1,0,0,0,3.054
Spring 2021,ENGL,3322,3,21172,Contemporary Novel,Majumder,Auritro,25,4,0,0,0,1,3.737
Spring 2021,OPTO,6174,3,15523,Contact Lens Lab,Giannoni,Amber Gaume,23,2,0,0,0,0,3.92
Spring 2021,CUIN,7390,1,19831,Instructional Design,Dogan,Bulent,14,3,0,0,0,0,3.648
Spring 2021,ART,4303,1,21395,Senior Painting Major II,Hecker,Rachel G,5,1,0,0,0,0,3.833
Spring 2021,CHEE,8598,14,16657,Doctoral Research,Rimer,Jeffrey,0,0,0,0,0,0,0
Spring 2021,ELED,6335,1,29960,Tchg Math in Elem Grade,Burris,Justin T,1,2,0,0,0,0,3.223
Spring 2021,PETR,3321,1,18277,Petr Pressure Trans Testing,Ehlig-Economides,Christine A.,4,4,0,0,0,0,2.8
Spring 2021,BIOL,1162,30,18400,Intro To Biol Science Lab 2,Medrano,Ana I,17,3,0,0,0,0,3.181
Spring 2021,ART,3316,1,21370,Relief Printmaking,Masterson,Patrick D,7,1,0,0,0,0,3.834
Spring 2021,ENGL,2318,3,23357,Creation and Perform of Lit,Flynn,Nicholas,12,0,0,0,0,1,2.648
Spring 2021,ENGL,1304,13,18463,First Year Writing II,Rolater,Sara C,8,6,0,0,0,2,2.883
Spring 2021,ENGL,1304,139,17695,First Year Writing II,Guinn,Christina,6,7,1,0,0,2,2.519
Spring 2021,OPTO,7120,1,15535,Opt III Rounds/Case Discussn,Marrelli,Danica J,93,2,0,0,0,0,3.979
Spring 2021,COMM,3369,1,14342,Strategic Comm. Writing,Emery II,Philip M,19,3,0,0,0,2,3.514
Spring 2021,ENTR,3310,3,14688,Entrepreneurship,Wilbur,Stephen,160,75,6,0,0,1,3.16
Spring 2021,ELED,4320,3,23721,Social Studies Ele Sch,Ford,Haley Michelle Grimland,33,3,1,0,0,1,3.65
Spring 2021,ELET,3312,1,14599,Plc's & Motor Control Systems,Fan,Lei,17,13,3,0,0,0,2.667
Spring 2021,PHYS,1102,3,16169,General Physics Laboratory II,Wood,Lowell T,3,9,2,0,0,1,2.03
Spring 2021,PHYS,1102,6,16176,General Physics Laboratory II,Wood,Lowell T,4,9,2,0,0,0,2
Spring 2021,ECON,4370,2,27187,International Trade,Yi,Kei-Mu,11,6,1,0,0,2,1.99
Spring 2021,PHAR,5644,1,18663,Amb C-Medication Therapy Mgmt,Tolleson,Shane Russell,8,0,0,0,0,0,4
Spring 2021,IDNS,3131,1,28548,Organic Chem I SEP Workshop,Pattison,Donna,15,6,0,0,0,2,2.448
Spring 2021,ATP,6123,1,19925,Upper Extremity Evaluation Lab,Harrison,Layci,7,2,0,0,0,0,3.778
Spring 2021,CUIN,4332,1,14370,Literacy Assess Rdg Writing,Reis,Nancy,36,2,0,0,0,0,3.838
Spring 2021,SEDE,4311,1,24580,Teaching Social Studie Sec Sch,Brower,Samuel Richard,3,2,0,0,0,0,2.524
Spring 2021,HON,3332,1,27363,Mapping Success,Rayder,Benjamin Taylor,9,0,0,0,0,0,3.567
Spring 2021,MUSA,3442,2,29273,Applied French Horn,Reed,Gavin Davis,2,0,0,0,0,0,4
Spring 2021,SUBS,6360,1,18747,Subsea Materials and Corrosion,De-Abreu,Yolanda,4,3,0,0,0,0,3.043
Spring 2021,CHEM,1301,1,19066,Foundations of Chem,Czernuszewicz,Roman S,16,34,4,0,0,16,1.232
Spring 2021,BCHS,4313,4,24708,Cell Biochemistry,Sirrieh,Rita Evelyn,1,1,1,0,0,0,3.11
Spring 2021,HDCS,4369,1,14810,Entrepreneurship,Patel,Shatun B,7,5,2,0,0,0,2.804
Spring 2021,ENGL,1304,152,21734,First Year Writing II,Alcorn,Charles William,17,1,0,0,0,0,3.336
Spring 2021,MUSI,6397,1,29114,Selected Topics-Music,Bertagnolli,Paul A,2,3,0,0,0,0,3.598
Spring 2021,MECE,6374,1,25349,Nonlinear Control Syst Design,Grigoriadis,Karolos,10,2,0,0,0,0,2.793
Spring 2021,MANA,4330,4,28096,Intro to Strategic HR Mgt,Sebastijanovic,Marina,23,23,4,0,0,0,3.261
Spring 2021,ECON,3332,1,17613,Intermediate Microeconomics,Friedman,Willa H,18,12,6,0,0,0,2.581
Spring 2021,CHEM,6111,1,14122,Graduate Colloquium,Zastrow,Melissa L,0,0,0,0,0,0,0
Spring 2021,PHLS,8699,5,30263,Doctoral Dissertation,Smith,Nathan G,0,0,0,0,0,0,0
Spring 2021,MUSA,8240,8,23069,Doctoral Recital I,Krager,Franz A,1,0,0,0,0,0,4
Spring 2021,AAS,2320,2,13636,Intro To African American Stdy,Boyce,Stephanie,32,1,0,0,0,2,3.96
Spring 2021,FINA,7397,3,28175,Selected Topics in Finance,Winograd,Jerold,4,2,0,0,0,0,2.585
Spring 2021,HRMA,6342,1,24819,Alcoholic Beverage Production,Corsi,Aaron James,11,0,0,0,0,0,4
Spring 2021,MUSA,4422,4,29295,Applied Viola,LeFevre,Suzanne,2,0,0,0,0,0,4
Spring 2021,ARCH,1198,1,30110,Special Problems,Phan,Trang A T,4,0,0,0,0,0,3.2
Spring 2021,CIVE,6382,2,29811,Lidar Systems and Applications,Glennie,Craig Len,4,0,0,0,0,1,3.068
Spring 2021,HIST,3395,1,28357,Sel Top-European Hist,Holt,Frank L,13,5,1,0,0,0,3.467
Spring 2021,COMM,4392,1,22485,Professional Internship,Ashley,Laura B,0,0,0,0,0,0,0
Spring 2021,CHNS,2302,2,24335,Intermediate Chinese II,Wang,Wei,4,4,0,0,0,0,2.361
Spring 2021,SPAN,6397,2,28519,Topics in Span-Amer Lit,De Los Reyes Heredia,Jose Guillermo,4,0,0,0,0,0,4
Spring 2021,ASLI,1302,1,17929,Elementary Amer Sign Lang II,Pott,Scot A,5,5,2,0,0,1,1.851
Spring 2021,COMD,4398,1,30696,Independent Study,Castilla-Earls,Anny,1,0,0,0,0,0,4
Spring 2021,MUSA,2334,2,25508,Applied Clarinet,Griffin,Randall S,2,0,0,0,0,0,4
Spring 2021,MUSA,2330,1,21460,Applied Flute,Russell,Peggy,2,0,0,0,0,0,4
Spring 2021,MUSA,1300,12,29175,Applied Voice,McCormick,Dominique,1,0,0,0,0,0,3.67
Spring 2021,POLS,8699,2,16024,Doctoral Dissertation,Bailey,Jeremy D,0,0,0,0,0,0,0
Spring 2021,SPEC,8395,1,27623,Doctoral Thesis,Hawkins,Jacqueline McLean,0,0,0,0,0,0,0
Spring 2021,LAW,5600,1,20385,Judicial Externship I,Powers,William,0,0,0,0,0,0,0
Spring 2021,SPEC,8395,2,27624,Doctoral Thesis,Kent,Shawn Christopher,1,0,0,0,0,0,2
Spring 2021,MUSI,8296,2,30157,Doctoral Essay,Bertagnolli,Paul A,1,0,0,0,0,0,2
Spring 2021,ART,3336,3,28621,Junior Graphic Design Major,McGettigan,Fiona,0,4,0,0,0,0,3.083
Spring 2021,ITAL,6398,2,31450,Special Problems Ital Culture,Carrera,Alessandro,1,0,0,0,0,0,4
Spring 2021,CNST,6399,1,29959,Thesis,Din,Zia Ud,1,0,0,0,0,0,4
Spring 2021,CIS,6397,2,31024,Selected Topics,Conklin,William A,1,0,0,0,0,0,4
Spring 2021,BIOE,8398,24,31383,Doctoral Research,Kakadiaris,Ioannis A.,0,0,0,0,0,0,0
Spring 2021,PSYC,6393,5,24050,Clinical Research Practicum,Walker-Obasi,Rheeda L,1,0,0,0,0,0,4
Spring 2021,MUSI,4298,8,30120,Special Problems in Pedagogy,Robinson,Daryl Allen,3,0,0,0,0,0,4
Spring 2021,PHYS,8998,34,31218,Doctoral Research,Vilalta,Ricardo,0,0,0,0,0,0,0
Spring 2021,PHYS,8998,12,28860,Doctoral Research,Freelon,Byron Kendall,0,0,0,0,0,0,0
Spring 2021,CHEM,6698,8,17373,Special Problems,Harth,Eva M,0,0,0,0,0,0,0
Spring 2021,LAW,5223,1,24435,Post-Mortem Estate Planning,Borrett,Carmen Christine,0,1,1,0,0,0,1.667
Spring 2021,BIOE,8398,5,19415,Doctoral Research,Yu,Cunjiang,0,0,0,0,0,0,0
Spring 2021,AFSC,2202,2,13676,Evolution of Air Power II,O'Connor,Anthony,3,0,0,0,0,0,3.89
Spring 2021,THEA,7305,2,29460,Acting Creative Project,Young,John M,1,0,0,0,0,0,4
Spring 2021,PETR,8198,8,20980,Doctoral Research,Lee,Kyung Jae,0,0,0,0,0,0,0
Spring 2021,HON,3399,3,23800,Senior Honors Thesis,Contractor,Cyrus Ali,0,0,0,0,0,0,0
Spring 2021,MUSA,1300,13,29176,Applied Voice,Evans,Joseph,1,0,0,0,0,0,4
Spring 2021,CHEM,6698,3,17368,Special Problems,Do,Loi H,0,0,0,0,0,0,0
Spring 2021,MANA,8999,3,15047,Doctoral Dissertation,Vera,Dusya M,0,0,0,0,0,0,0
Spring 2021,CHEE,7399,1,13996,Masters Thesis,Karim,Alamgir,1,0,0,0,0,0,4
Spring 2021,MUSA,8320,4,22737,Doctoral Applied Music,Yon,Kirsten A,1,0,0,0,0,0,4
Spring 2021,BCHS,8998,1,30171,Doctoral Research,Wang,Yuhong,0,0,0,0,0,0,0
Spring 2021,MATH,8399,4,15191,Doctoral Dissertation,Climenhaga,Vaughn,1,0,0,0,0,0,4
Spring 2021,MECE,8598,45,31026,Doctoral Research,Ghasemi,Hadi,0,0,0,0,0,0,0
Spring 2021,COSC,7399,125,31320,Masters Thesis,Shi,Weidong,0,0,0,0,0,0,0
Spring 2021,PSYC,1300,3,20752,Intro To Psychology,Capuozzo,Kristen Irene,7,3,1,0,0,0,2.809
Spring 2021,SPAN,1502,11,16068,Elementary Spanish II,Santos Guevara,Criseida,6,3,2,0,0,0,1.637
Spring 2021,CHEM,1112,40,18636,Fundamentals of Chm Lab,Zaitsev,Vladimir G,10,2,0,0,0,1,2.404
Spring 2021,MUED,3107,1,24995,Basic Vocal Techniques,Hausmann,Charles S,21,4,0,0,0,1,3.482
Spring 2021,PEP,6321,2,17944,Sport in Cont Society,Pearson,Demetrius W,4,9,0,0,0,1,1.812
Spring 2021,MECE,2361,1,15229,Intro Mechanical Design,Chang,Christiana,31,30,3,0,0,0,2.245
Spring 2021,POLS,8999,10,19343,Doctoral Dissertation,Kennedy,Ryan P,0,0,0,0,0,0,0
Spring 2021,PHAR,5690,1,15580,Internal Medicine,Truong,Mabel,30,11,0,0,0,0,3.732
Spring 2021,PHOP,6198,7,23025,Spec Prob-Physio Optics,Raghunathan,Vijaykrishna,1,0,0,0,0,0,4
Spring 2021,HON,2101,21,18502,The Human Situation:Modernity,Lamson,Brandon Dean,14,1,0,0,0,0,3.018
Spring 2021,HON,2101,40,27996,The Human Situation:Modernity,Rainbow,David,5,3,0,0,0,1,2.867
Spring 2021,HON,3397,2,27317,Honors Selected Topics,Garner,Richard A,7,1,0,0,0,1,3.444
Spring 2021,ACCT,2302,18,28820,Prin of Managerial Accounting,Yampuler,Michael,48,16,3,0,0,3,2.992
Spring 2021,HIST,1378,22,22947,The U S Since 1877,Buzzanco,Robert,182,43,6,0,0,7,3.041
Spring 2021,INDS,2355,2,29474,Design History I,Williams,Celeste,15,1,1,0,0,1,3.352
Spring 2021,CUIN,8342,1,28083,Social Justice and Equity,Alarcon,Jeannette Driscoll,18,6,0,0,0,0,3.654
Spring 2021,FINA,7373,2,28158,Petrochem and Refining Econ,Slaughter,Andrew Jeremy,6,2,0,0,0,0,3.75
Spring 2021,MUSA,1336,1,21441,Applied Bassoon,Wagner,Elise L,1,0,0,0,0,0,4
Spring 2021,COMM,2310,13,28249,Writing for Print and Digital,Radcliffe Andre,Jennifer,2,12,0,0,0,0,2.2
Spring 2021,COSC,2306,1,24760,Data Programming,Toti,Giulia,12,4,0,0,0,9,1.283
Spring 2021,TLIM,3345,30,24364,Human Resources in Technology,Malik,Sarah A,9,17,0,0,0,0,2.229
Spring 2021,PHYS,6316,1,19071,Quantum Mechanics II,Ratti,Claudia,7,10,0,0,0,0,3.204
Spring 2021,LAW,5397,1,29002,Selected Topics,Braley,Timothy Shawn,12,34,0,0,0,0,2.626
Spring 2021,MANA,4355,2,20550,Selection and Staffing,Bozeman,Dennis,25,19,1,0,0,0,3.507
Spring 2021,GEOL,3372,1,16160,Petrography,Copeland,Peter,10,14,1,0,0,0,2.778
Spring 2021,PSYC,3325,8,24517,Psychology of Personality,Sutu,Andreea Emanuela,50,8,2,0,0,2,2.869
Spring 2021,PHIL,4399,1,29979,Senior Honors Thesis,Morrison,Iain P D,1,0,0,0,0,0,4
Spring 2021,HRD,3310,3,29736,Talent Management,Shakir,Khalimah,5,12,2,0,0,0,2.155
Spring 2021,CNST,6307,1,28065,Stati and Optimiz Method in CM,Senouci,Ahmed,8,0,0,0,0,0,3.556
Spring 2021,PHYS,1101,6,16159,General Physics Laboratory I,Wood,Lowell T,4,9,1,0,0,1,2.111
Spring 2021,PSYC,3310,3,22332,Indstrl-Orgnztnl Psy,Vanegdom,Drake A,31,13,5,0,0,2,3.034
Spring 2021,MECE,3245,1,15232,Materials Science Laboratory,Chen,Xuemei,27,28,0,0,0,1,2.333
Spring 2021,LAW,6207,3,19158,Lawyering Skills & Strategy II,Brem,Katherine B,3,10,1,0,0,0,3.19
Spring 2021,NURS,4419,1,28752,High Acuity Clinical,Schrader PhD,Patricia K,4,6,0,0,0,0,3.4
Spring 2021,CNST,4381,1,16209,Reinforced Conc & Bldg Codes,Elzafraney,Mohamed,32,15,9,0,0,0,3.11
Spring 2021,TLIM,4371,1,24394,Leading Change in the Wrkplace,Evans,Gerald S,31,5,1,0,0,0,3.476
Spring 2021,EDUC,3101,1,23700,Practicum for Preservice Tchrs,Thompson,Amber M,183,3,1,0,0,2,3.798
Spring 2021,LAW,5322,2,14988,Pretrial Litigation,Buckley,John,6,10,0,0,0,0,3.018
Spring 2021,COSC,2430,3,24763,Programming and Data Structure,Rizk,Nouhad J,8,7,0,0,0,11,0.975
Spring 2021,PSYC,8399,11,24072,Doctoral Dissertation,Eisenberger,Robert W,1,0,0,0,0,0,2
Spring 2021,PHLS,8393,1,22477,Doctoral Practicum in Psy,Gonzalez,Jorge E,0,0,0,0,0,0,0
Spring 2021,HIST,3383,3,24714,World Revolutions,Ryan,John Frederick,11,16,4,0,0,2,2.675
Spring 2021,POLS,1336,5,26338,US and Texas Const/Politics,Wager,Emily,97,64,6,1,0,3,2.663
Spring 2021,HIST,1378,26,30098,The U S Since 1877,Amaral,Lindsay,12,23,3,0,0,3,1.27
Spring 2021,MUSA,8320,12,23737,Doctoral Applied Music,Wagner,Elise L,1,0,0,0,0,0,4
Spring 2021,BUSI,4320,2,28328,Commercial Law,Green,John L.,11,3,0,0,0,0,3.533
Spring 2021,MUED,3100,2,29019,Woodwinds,Bertman,David Garry,9,0,0,0,0,0,3.927
Spring 2021,MTLS,6320,1,19523,Nanomaterials Engineering,Bao,Jiming,6,0,0,0,0,0,4
Spring 2021,ENGL,3331,1,21060,Beg Creative Writing-Poetry,Harris,Francine Julia,9,1,0,0,0,0,3.025
Spring 2021,BIOL,1162,47,22449,Intro To Biol Science Lab 2,Medrano,Ana I,9,5,0,0,0,0,2.111
Spring 2021,CUIN,3347,2,18226,Reading in the Content Area,Dokes,Rosa Mack,31,4,1,0,0,1,3.632
Spring 2021,MANA,3335,7,19748,Intro Org Behavior and Mgmt,Evans,Klavdia Markelova,41,4,0,0,0,0,3.507
Spring 2021,SCM,4330,3,23455,Bus Modeling and Dec Analysis,Chin,Wynne W,20,9,2,0,0,2,2.101
Spring 2021,ARLD,6395,4,29605,Sel Topics in Arts Leadership,Plummer,Sharbreon,18,0,0,0,0,0,4
Spring 2021,AAS,4370,1,13637,Sem. African American Studies,Edwards,Crystal Latanya,4,0,0,0,0,1,1.205
Spring 2021,ENGL,4399,10,25716,Senior Honors Thesis,Stock,Lorraine K,0,0,0,0,0,0,0
Spring 2021,SCM,4362,3,31135,Demand and Supply Integration,Atadeniz,Sukran Nilvana,8,13,1,0,0,0,2.54
Spring 2021,CNST,1330,1,14305,Graphics I,Lyon,Eva Yaneth,14,6,0,0,0,0,3.174
Spring 2021,COMD,2338,2,19096,Phonetics,Townsend,Alayna,20,9,1,0,0,0,3.448
Spring 2021,BIOE,4349,1,21033,Biomedical Microdevices,Majd,Sheereen,16,3,0,0,0,0,3.825
Spring 2021,SOC,3375,1,30069,Religion and Society,Lee,Shayne,32,18,0,0,0,3,3.216
Spring 2021,SOCW,7367,2,18733,Policy Analysis,Boyd,Donte Travon,26,0,0,0,0,1,4
Spring 2021,PHYS,1102,16,24062,General Physics Laboratory II,Maric,Sladjana,4,5,1,0,0,1,1.5
Spring 2021,CIS,2337,1,18348,Fund of Information Security,Greenfield,Brandon Scott,15,40,1,0,0,1,2.115
Spring 2021,DIGM,1350,34,25618,Graphics for Digital Media,Johnson,Kelsey,9,4,1,0,0,3,1.973
