TERM,SUBJECT,CATALOG NBR,CLASS SECTION,CLASS NUMBER,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,TOTAL DROPPED,AVG GPA
Spring 2021,ENGL,1304,37,28460,First Year Writing II,Long,Steven A.,4,5,0,0,0,0,1.632
Spring 2021,ENGL,1304,39,28462,First Year Writing II,Long,Steven A.,13,1,0,0,0,0,2.75
Spring 2021,POLC,6330,1,24345,Philosophy and Public Policy I,Engster,Daniel A,23,7,0,0,0,0,3.275
Spring 2021,THEA,7222,1,21312,Graduate Voice II,Ward,Rebecca Rose,7,0,0,0,0,1,4
Spring 2021,GEOL,1340,1,17937,Earth Systems,Lytwyn,Jennifer N,10,11,1,0,0,1,1.568
Spring 2021,AAMS,2300,3,29384,Intro Asian American Studies,Nguyen,An,8,3,0,0,0,1,3.128
Spring 2021,PHAR,4221,3,28650,Physiology II,Marwaha,Aditi,19,13,3,0,0,0,3.457
Spring 2021,ENGL,1304,31,18550,First Year Writing II,Moore,Kelly L,9,6,0,0,0,0,2.634
Spring 2021,CNST,4331,2,23587,Construction Management II,Obie,Heidi,15,19,2,0,0,0,3.219
Spring 2021,COMM,4368,1,14355,Public Relations Campaigns,Fix,Julie B,23,2,0,0,0,0,3.92
Spring 2021,PHYS,1102,2,16168,General Physics Laboratory II,Wood,Lowell T,7,6,2,0,0,0,2.117
Spring 2021,MUSA,2300,11,29204,Applied Voice,McCormick,Dominique,1,0,0,0,0,0,4
Spring 2021,DIGM,2325,32,27567,Info Tech for Digital Media,Hargrove,Mark Stephen,26,29,6,0,0,7,2.624
Spring 2021,HIST,6383,1,27480,Topics in Public Hist,Neumann,Kristina Marie,8,1,0,0,0,1,3.816
Spring 2021,THEA,1329,1,24957,Voice & Artic for Non-Majors,Kenyatta,Avery Vonn,6,5,0,0,0,0,2.762
Spring 2021,MATH,1312,3,17616,Intro to Math Reasoning,Douglas,Casey,92,51,8,0,0,22,2.24
Spring 2021,ELET,2307,1,14596,Electrical-Electronic Circuits,Pham,Dzung,41,20,0,0,0,0,3.084
Spring 2021,ELCS,8399,1,23665,Doctoral Dissertation,Horn,Catherine Lynn,0,0,0,0,0,0,0
Spring 2021,ENGL,3365,1,23485,Postcolonial Literature,Chatterjee,Sreya,11,3,0,0,0,2,2.908
Spring 2021,MECE,6384,1,21184,Methods of Applied Math I,Sharma,Pradeep,8,6,0,0,0,0,1.581
Spring 2021,PHAR,5169,2,29084,Module Related Skills Lab IV,Surati,Dhara Divyang,34,6,0,0,0,0,3.85
Spring 2021,COMM,4370,1,14356,Social Aspects of Film,Carter,Nestor Gregory,13,8,0,0,0,1,2.923
Spring 2021,WGSS,2360,3,21597,Introduction to GLBT Studies,Stone,Lauren Michelle,16,6,1,0,0,0,3.012
Spring 2021,ECE,6397,2,28707,Selected Topics,Le,Hung Quang,2,2,0,0,0,0,2.333
Spring 2021,MUSA,2320,3,29212,Applied Violin,Torgul,Ertan,2,0,0,0,0,0,4
Spring 2021,TLIM,4342,2,24389,Quality Improvement Methods,O'Kelley,Donna K,18,11,3,0,0,0,2.731
Spring 2021,BZAN,7397,1,28106,Sel Topics in Busn Analytics,Johnson,Norman A.,14,0,0,0,0,0,4
Spring 2021,ARCH,6601,5,29476,Architecture Design Studio II,Logan,Jason,2,4,0,0,0,0,3.113
Spring 2021,PHAR,4331,1,22747,Pharmaceutics II,Ghose,Romi,9,11,2,0,0,0,3.318
Spring 2021,DAN,1212,1,21240,Modern Dance I Part II,Valls,Rebecca B,4,0,0,0,0,0,3.134
Spring 2021,CUIN,3317,4,19027,Kindergarten/Elem Curr & Instr,Tajani,Neelofer A,24,1,0,0,0,0,3.706
Spring 2021,COMD,1333,1,18331,Intro To Communicatn Disorders,Ross,Byron L,6,8,0,0,0,0,2.612
Spring 2021,CHEE,6375,1,28285,Chm Pro-Microelectrncs,Donnelly,Vincent M.,9,5,0,0,0,1,3.4
Spring 2021,COMD,8391,4,28914,COMD Research,Johnson,Kia,0,0,0,0,0,0,0
Spring 2021,TEPM,6308,2,24922,Project Procurement Practices,Conover,Sharon Cecilia,4,1,0,0,0,0,3.866
Spring 2021,PSYC,6498,4,21940,Special Problems,Spitzmuller,Christiane,1,0,0,0,0,0,4
Spring 2021,SPAN,3301,1,16086,Span Oral Comm for Crit Think,Serrano,Paloma A,9,3,0,0,0,2,3.385
Spring 2021,MUSA,8320,38,30347,Doctoral Applied Music,Grabiec,Andrzej,1,0,0,0,0,0,4
Spring 2021,BCHS,8399,4,30424,Doctoral Dissertation,Widger,William R,0,0,0,0,0,0,0
Spring 2021,PHCA,8298,1,25491,Doctoral Dissertation Research,Johnson,Michael L,2,0,0,0,0,0,4
Spring 2021,GENB,7393,1,16407,Business Consulting Lab I,Randazzo,Gary W,2,0,0,0,0,0,3.835
Spring 2021,MUSI,1160,3,29129,Group Piano I,Van Kekerix,Todd Evan,4,1,0,0,0,0,3.167
Spring 2021,PHYS,4360,1,27598,Space and Atmospheric Physics,Bering,Edgar A,4,0,0,0,0,0,4
Spring 2021,MUSA,6204,2,25352,Conducting,Krager,Franz A,2,0,0,0,0,0,4
Spring 2021,PHYS,8998,22,28991,Doctoral Research,Morrison,Gregory C,0,0,0,0,0,0,0
Spring 2021,PSYC,6359,6,25814,Directed Rsch in Clinical Psyc,Vincent,John P,1,0,0,0,0,0,4
Spring 2021,MUSI,6100,2,26006,Chamber Music,Suits,Brian J,1,0,0,0,0,0,3.67
Spring 2021,THEA,3333,2,29423,Directing II,Watt,Sophia M,1,0,0,0,0,0,3.67
Spring 2021,PCEU,6198,4,31210,Special Problems,Chow,Diana Shu-Lian,0,0,0,0,0,0,0
Spring 2021,MUSA,1300,5,21433,Applied Voice,Sonnenberg,Melanie,2,0,0,0,0,0,4
Spring 2021,ECE,8399,1,14466,Doctoral Dissertation,Pei,Shin-Shem Steven,0,0,0,0,0,0,0
Spring 2021,PEP,7398,6,30682,Adv Special Problem Human Perf,LaVoy,Emily Claire-Pyle,0,0,0,0,0,0,0
Spring 2021,PHYS,8998,7,28855,Doctoral Research,Cheung-Wyker,Margaret S,0,0,0,0,0,0,0
Spring 2021,LAW,6372,1,23685,Analytic Methods,Chandler,Seth J,1,2,0,0,0,0,2.5
Spring 2021,CHEE,8398,13,16626,Doctoral Research,Palmer,Jeremy,0,0,0,0,0,0,0
Spring 2021,ENGL,6398,2,30664,Rd&Research in Lang&Lit,Tejada,Roberto Jose,0,0,0,0,0,0,0
Spring 2021,PHOP,6167,3,30527,Research Practicum A,Patel,Nimesh Bhikhu,0,1,0,0,0,0,2.67
Spring 2021,MECE,8198,24,30965,Doctoral Research,Ryou,Jae-Hyun,0,0,0,0,0,0,0
Spring 2021,MUSI,6112,3,31414,Chamber Music - Woodwind,Bertman,David Garry,1,0,0,0,0,0,4
Spring 2021,COSC,8398,113,25074,Doctoral Research,Johnsson,Lennart,0,0,0,0,0,0,0
Spring 2021,PETR,8399,11,22854,Doctoral Dissertation,Thakur,Ganesh Chandra,0,0,0,0,0,0,0
Spring 2021,POLS,8999,22,18841,Doctoral Dissertation,Fumurescu,Alin,1,0,0,0,0,0,4
Spring 2021,COSC,8698,108,25100,Doctoral Research,Gabriel,Edgar,0,0,0,0,0,0,0
Spring 2021,CHEM,8998,20,17461,Doctoral Research,May,Jeremy A,0,0,0,0,0,0,0
Spring 2021,FINA,8398,2,17595,Special Problems,Jacobs,Kris,0,0,0,0,0,0,0
Spring 2021,ANTH,4398,3,20848,Independent Study,Storey,Rebecca,1,0,0,0,0,0,4
Spring 2021,SPAC,6298,1,29696,Special Problems,Bell,Larry S,1,0,0,0,0,0,4
Spring 2021,PHYS,8398,32,15906,Doctoral Research,Renshaw,Andrew,0,0,0,0,0,0,0
Spring 2021,SOC,7399,3,30850,Masters Thesis,Lee,Shayne,0,0,0,0,0,0,0
Spring 2021,MECE,8398,46,31379,Doctoral Research,Yang,Di,0,0,0,0,0,0,0
Spring 2021,CHEE,8598,13,16656,Doctoral Research,Palmer,Jeremy,0,0,0,0,0,0,0
Spring 2021,LAW,5271,1,20376,Advanced Negotiation,Daic,Megan Ashley,3,7,0,0,0,0,2.833
Spring 2021,TEPM,6301,2,20826,Project Management Principles,Lozano Garcia,Miguel Angel,7,2,0,0,0,0,3.091
Spring 2021,MUED,3100,1,24913,Woodwinds,Bertman,David Garry,11,0,0,0,0,0,3.97
Spring 2021,MANA,4330,2,15028,Intro to Strategic HR Mgt,Phillips,James S,26,18,0,0,0,0,3.12
Spring 2021,CHEM,1112,1,14060,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,7,0,0,0,1,1.913
Spring 2021,EDRS,8380,1,24757,Rsch Mthds in Educ,Hawkins,Jacqueline McLean,14,3,0,0,0,0,3.804
Spring 2021,MUSI,4104,2,29050,New Music Ensemble,Smith,Robert Thomas,3,0,0,0,0,0,4
Spring 2021,MUSI,6104,1,21496,New Music Ensemble,Smith,Robert Thomas,2,0,0,0,0,0,4
Spring 2021,HLT,3381,1,14848,Hlt Promotn & Disease Preventn,Hill,Rosenda Murillo,69,14,3,0,0,1,3.548
Spring 2021,COMD,5442,1,20348,SLPA Externship II,Eckert,Janet F,10,3,0,0,0,1,3.795
Spring 2021,PHAR,5266,3,28685,Pharmacy Law,Tolleson,Shane Russell,22,12,1,0,0,0,3.6
Spring 2021,CIVE,6388,1,23686,Hazardous Waste Proceses,Rixey,William G,3,3,0,0,0,1,3
Spring 2021,COSC,4337,1,24765,Data Science II,Vilalta,Ricardo,23,15,3,0,0,1,2.847
Spring 2021,SOC,1300,20,23459,Introduction To Sociology,Singh,Sheila Kaur,15,11,0,0,0,1,2.611
Spring 2021,HDCS,4369,2,21763,Entrepreneurship,Kellough,James David,16,7,0,0,0,1,3.16
Spring 2021,ART,1310,1,21341,Fundamentls-Printmaking,Christlieb,Lauren Nicole,11,3,0,0,0,2,3.079
Spring 2021,MECT,1364,30,28206,Materials & Processes,Rypien,David V,11,7,0,0,0,3,2.6
Spring 2021,MIS,4397,9,28796,Selected Topics in MIS,Eierdam,Richard R,11,1,0,0,0,0,3.133
Spring 2021,PHAR,5367,2,28693,Integrated Heme/Onc Module,Trivedi PhD,Meghana,17,5,0,0,0,0,3.773
Spring 2021,MUSA,8242,1,24029,Doctoral Recital III,Grabiec,Andrzej,0,0,0,0,0,0,0
Spring 2021,ARCH,   6A21,1,20239,Environmental Technology 2,Kyropoulou,Amygdalia,7,4,0,0,0,1,3.026
Spring 2021,SPAN,2301,1,16078,Intermediate Spanish I,Enriquez Burria,Nuria Montserrat,11,5,0,0,0,3,2.376
Spring 2021,LAW,7397,2,29150,Selected Topics,Knake,Renee N,1,6,0,0,0,0,3.379
Spring 2021,PHAR,4340,2,28665,OTC & Self Care,Rosario,Natalie,10,22,1,1,0,0,3.206
Spring 2021,COSC,3340,1,14365,Intro. to Automata and Comp.,Leiss,Ernst L,9,37,6,0,0,9,0.738
Spring 2021,PSYC,6365,4,23943,Dir Rsch in Dev Cog Beh Neuro,Kosten,Therese A,2,0,0,0,0,0,4
Spring 2021,IDNS,1141,2,28514,Chemistry I SEP Workshop,Pattison,Donna,3,5,0,0,0,0,2.425
Spring 2021,HON,2341,2,27538,Classics of Modernity,Rainbow,David,140,52,1,0,0,3,3.141
Spring 2021,PHLS,8393,3,22479,Doctoral Practicum in Psy,de Dios,Marcel A,0,0,0,0,0,0,0
Spring 2021,CHEM,6375,1,24275,Physical Inorganic Chem II,Brgoch,Jakoah,1,2,0,0,0,0,3.333
Spring 2021,COMD,3383,3,24972,Language Disorders in Children,Ivey,Michelle L,27,10,1,0,0,1,3.217
Spring 2021,MATH,3339,3,18197,Statistics for the Sciences,Papadakis,Emanuel Ioannis,6,2,2,0,0,1,1.203
Spring 2021,SPAN,1501,5,23285,Elementary Spanish I,Lumbierres,M Pilar,4,3,1,0,0,0,1.286
Spring 2021,CHEM,3221,10,14093,Fund of Organic Chem. Lab I,Bean,Mary B,9,7,2,0,0,2,2.773
Spring 2021,MATH,5385,1,27667,Statistics,Jun,Mikyoung,8,1,0,0,0,0,3.434
Spring 2021,CIVE,4311,1,20515,Prof Practice in Civil Engr,Herman,Reagan,11,10,1,0,0,0,2.632
Spring 2021,ENGL,1304,26,14643,First Year Writing II,Lagana,Karen E,17,0,0,0,0,0,3.579
Spring 2021,ENGL,1304,29,18467,First Year Writing II,Rizzo,Kaitlin M,18,1,0,0,0,0,3.75
Spring 2021,ARCH,4324,1,13617,High-Rise Structures,Colaco,Joseph P,0,1,0,0,0,0,0.668
Spring 2021,HIST,1379,1,22518,The United States Since 1877,Schafer Jr,James A,89,43,6,0,0,7,2.678
Spring 2021,HRMA,4388,1,28027,Managing Diversity in Hosp Ind,Madera,Juan Manuel,17,4,0,0,0,0,3.347
Spring 2021,MUSI,1122,1,29054,Concert Chorale,Weber,Mary E,13,0,0,0,0,0,3.714
Spring 2021,HDFS,4394,3,16214,Internship in HDFS,Conston,Toya,38,3,0,0,0,0,3.752
Spring 2021,MANA,7373,1,24490,Strat Mgt O & G Industry,Hofmeister,John,4,0,0,0,0,0,4
Spring 2021,POLS,4398,1,16661,Independent Study,Cross,Renee D,9,1,0,0,0,1,3.545
Spring 2021,PHYS,1102,19,24106,General Physics Laboratory II,Wood,Lowell T,3,9,1,0,0,2,1.849
Spring 2021,AFSC,1202,2,13673,Foundations of the USAF II,O'Connor,Anthony,2,3,0,0,0,0,2.523
Spring 2021,MATH,4355,1,27716,Math of Signal Representation,Labate,Demetrio,2,2,1,0,0,4,1.067
Spring 2021,MATH,1431,41,22353,Calculus I,May,Jennifer Ruhnow,34,29,12,0,0,15,1.456
Spring 2021,ECON,6352,2,27516,Quantitative Methods & Apps,Rizvanoghlu,Islam,2,2,0,0,0,0,2.388
Spring 2021,MATH,6383,1,15140,Probability Statistics,Fu,Wenjiang,15,2,0,0,0,0,3.902
Spring 2021,SCLT,2362,33,24814,Intro To Logistics Technology,Cassler,Daniel,51,8,0,0,0,0,3.508
Spring 2021,MANA,7356,1,24497,Diversity Management,Walker,William A,4,1,0,0,0,0,3.222
Spring 2021,IDNS,1101,2,23598,Physics 1301 Workshop,Pattison,Donna,1,2,0,0,0,1,2.5
Spring 2021,ART,4302,2,28498,Senior Painting Major I,Frankfort,Dana M,3,2,0,0,0,0,3.6
Spring 2021,COMM,1301,4,21583,Media and Society,Williams,Alexandria Simone,29,9,1,0,0,4,3.066
Spring 2021,LAW,5397,5,29007,Selected Topics,Shea,Warren Christopher,1,4,0,0,0,0,3.332
Spring 2021,ARCH,3397,12,27241,Selected Topics,Canizares,Galo,7,1,1,0,0,0,3.333
Spring 2021,COMM,6398,3,22029,Special Problems,Vardeman,Jennifer E,5,0,0,0,0,0,4
Spring 2021,CHEM,8998,16,17457,Doctoral Research,Miljanic,Ognjen S,0,0,0,0,0,0,0
Spring 2021,MUSI,4112,2,22187,Chamber Music - Woodwind,Bertman,David Garry,2,0,0,0,0,0,4
Spring 2021,SOCW,7397,2,26818,Selected Topics in Social Work,Pritzker,Suzanne,3,1,0,0,0,0,3.668
Spring 2021,ECE,8498,3,16969,Doctoral Research,Becker,Aaron T,0,0,0,0,0,0,0
Spring 2021,PSYC,6352,3,21972,Directed Rsch in I/O Psyc,Spitzmuller,Christiane,7,0,0,0,0,0,4
Spring 2021,ART,4334,2,28627,Senior Graphic Design Major II,Beckett,Cheryl A,4,3,0,0,0,0,3.477
Spring 2021,PHLS,7393,2,22130,Internship and Practicum,Margulis,Milena A,0,0,0,0,0,0,0
Spring 2021,ECON,6352,1,27204,Quantitative Methods & Apps,Rizvanoghlu,Islam,1,1,0,0,0,0,2.443
Spring 2021,ENGL,2305,6,29818,Intro To Fiction,Robinson,Sarah E,8,4,0,0,0,1,2.281
Spring 2021,BIOE,8398,15,20141,Doctoral Research,Larin,Kirill,0,0,0,0,0,0,0
Spring 2021,MUED,4340,4,29042,Elem/Middle Schl Inst. Admin.,Hansen,Erin Melissa,3,1,0,0,0,0,2.934
Spring 2021,LAW,6207,4,19159,Lawyering Skills & Strategy II,Swift,Kenneth Richard,4,10,1,0,0,0,3.266
Spring 2021,PHOP,6198,17,30536,Spec Prob-Physio Optics,Qin,Guoting,1,0,0,0,0,0,4
Spring 2021,ITAL,6397,1,27091,Selected Topics in Italian Lit,Behr,Francesca D.,2,0,0,0,0,0,4
Spring 2021,EGRP,1151,1,23074,Engineering Applications VII,Henderson,Jerrod A,0,0,0,0,0,0,0
Spring 2021,PHLS,8399,8,31423,Doctoral Dissertation,Liu,Yu,0,0,0,0,0,0,0
Spring 2021,MATH,8399,18,15203,Doctoral Dissertation,Pan,Tsorng-Whay,1,0,0,0,0,0,4
Spring 2021,MUSI,2188,1,21624,Keybd Skills & Collab Technqs,Hester,Timothy E,5,1,0,0,0,1,3.833
Spring 2021,ACCT,7397,3,28326,Selected Topics in Accounting,Bennett,Michael Lee,8,0,0,0,0,0,4
Spring 2021,PHCA,7299,7,29681,Master Thesis,Garey,Kevin W,2,0,0,0,0,0,4
Spring 2021,SPAN,8399,7,16135,Dissertation,De Los Reyes Heredia,Jose Guillermo,0,0,0,0,0,0,0
Spring 2021,ARCH,7601,1,13780,Architecture Design Studio VI,Borden,Gail,8,0,0,0,0,0,3.794
Spring 2021,COMD,7391,14,20625,Clinic in Speech Lang Disorder,Cizek,Laura S,2,0,0,0,0,0,3.835
Spring 2021,MUSA,1348,1,21447,Applied Euphonium,Vinson,Danny S,3,0,0,0,0,0,4
Spring 2021,PHAR,5694,1,15585,Pediatrics,Truong,Mabel,4,1,0,0,0,0,3.8
Spring 2021,PHAR,5664,1,15571,Legal & Regulatory Affairs,Tolleson,Shane Russell,1,0,0,0,0,0,4
Spring 2021,ECE,8398,10,16940,Doctoral Research,Chen,Yuhua,0,0,0,0,0,0,0
Spring 2021,MUSI,8296,3,30817,Doctoral Essay,Pollack,Howard J,1,0,0,0,0,0,2
Spring 2021,LAW,5397,4,29006,Selected Topics,Marquez,Ryan Michael,1,1,0,0,0,0,3.5
Spring 2021,GEOL,7399,6,31171,Masters Thesis,Casey,John F,0,0,0,0,0,0,0
Spring 2021,HIST,8699,2,14834,Doctoral Dissertation,Young,Nancy Beck,0,0,0,0,0,0,0
Spring 2021,CHEE,8298,6,16593,Doctoral Research,Economou,Demetre J,0,0,0,0,0,0,0
Spring 2021,ELET,4198,1,30002,Independent Study,Shi,Jian,1,0,0,0,0,0,4
Spring 2021,CHEE,8398,8,16621,Doctoral Research,Harold,Michael P,0,0,0,0,0,0,0
Spring 2021,GEOL,8999,5,30305,Doctoral Dissertation,Castagna,John P,2,0,0,0,0,0,2.667
Spring 2021,SOCW,8399,1,20722,Dissertation,Robbins,Susan P,1,0,0,0,0,0,4
Spring 2021,BIOL,4198,1,27119,Independent Study,Crawford,Kerri M,1,0,0,0,0,0,4
Spring 2021,MUSI,4298,16,31138,Special Problems in Pedagogy,Wilkins,Blake M,1,0,0,0,0,0,4
Spring 2021,BIOE,6398,3,18569,Research,Yu,Cunjiang,0,0,0,0,0,0,0
Spring 2021,CIVE,8298,7,16427,Doctoral Research,Wang,Keh-Han,0,0,0,0,0,0,0
Spring 2021,HRMA,6599,1,30582,Thesis I,Madera,Juan Manuel,1,0,0,0,0,0,4
Spring 2021,MUSI,6114,3,31417,Chamber Music - Brass,Bertman,David Garry,1,0,0,0,0,0,4
Spring 2021,MUSA,2324,2,29225,Applied Violoncello,Choi,Estelle,1,0,0,0,0,0,4
Spring 2021,ENGL,7699,2,21697,Thesis,Serpas,Martha R,1,0,0,0,0,0,4
Spring 2021,MECE,8699,35,31470,Doctoral Dissertation,Baxevanis,Theocharis,0,0,0,0,0,0,0
Spring 2021,POLS,4399,1,18500,Senior Honors Thesis,Casellas,Jason,1,0,0,0,0,0,4
Spring 2021,MUSA,6440,3,31473,Applied Trumpet,Hughes,Mark Alan,1,0,0,0,0,0,4
Spring 2021,ARTH,7399,3,25419,Master's Thesis,Koontz,Rex A,1,0,0,0,0,0,4
Spring 2021,PETR,8198,11,22836,Doctoral Research,Thakur,Ganesh Chandra,0,0,0,0,0,0,0
Spring 2021,HIST,3308,1,28928,American West Since 1848,Ramos,Raul,23,1,0,0,0,0,3.369
Spring 2021,CHEM,1112,29,18410,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,7,0,0,0,1,2.386
Spring 2021,CHEM,1112,30,18411,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,9,0,0,0,1,2.053
Spring 2021,CHEM,1112,42,18637,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,10,0,0,0,0,2.983
Spring 2021,PUBL,6350,2,27222,Public Management,Thurmond,James H,7,5,0,0,0,0,3.095
Spring 2021,BIOL,3324,2,17636,Human Physiology,Wayne,Chad M,9,38,10,0,0,6,1.363
Spring 2021,PHCA,8698,1,26007,Doctoral Dissertation Research,Johnson,Michael L,3,0,0,0,0,0,4
Spring 2021,GEOL,1130,9,14735,Physical Geology Lab,Hauptvogel,Daniel William,4,3,0,0,0,1,2.434
Spring 2021,COMM,4303,6,28418,Communication Law & Ethics,Dulin,Matt,8,13,1,0,0,0,1.817
Spring 2021,ECE,3318,1,14377,Applied Elec & Magnetism,Jackson,David R,13,14,3,0,0,1,2.303
Spring 2021,MANA,4336,1,21113,Legal Ethical Env of HR Mgt,Krylova,Ksenia O,13,13,2,0,0,0,1.893
Spring 2021,HON,2101,7,21958,The Human Situation:Modernity,Liddell,Robert B,10,7,1,0,0,0,3.316
Spring 2021,HDFS,4393,1,14822,Internship in HDFS,Conston,Toya,39,2,0,0,0,0,3.752
Spring 2021,IDNS,1130,1,28513,Precalculus SEP Workshop,Pattison,Donna,4,2,0,0,0,1,2.791
Spring 2021,OPTO,5135,1,15499,Ocular Anatomy Lab,Ostrin,Lisa,22,2,0,0,0,0,3.917
Spring 2021,MUSI,1102,2,21505,Wind Ensemble,Kollar,Jamey Aaron,46,1,0,0,0,0,3.896
Spring 2021,CUIN,4351,1,21570,Develop Proportional Reasoning,Gallagher,Melissa Ann,6,4,1,0,0,0,1.983
Spring 2021,PHAR,5368,2,28699,Integrated Psychiatric Module,De La Cruz,Austin Isaac,13,8,1,0,0,0,3.545
Spring 2021,PSYC,2301,10,22672,Intro To Methods in Psychology,Harlan,Pamela Kay,44,19,0,0,0,0,3.348
Spring 2021,INDS,2501,1,14939,Industrial Design Studio IV,Kimbrough,Mark S,9,13,0,0,0,0,2.796
Spring 2021,PSYC,7397,4,28271,Selected Topics in Psychology,Derrick,Jaye L,8,1,0,0,0,0,3.816
Spring 2021,POLS,1336,9,17632,US and Texas Const/Politics,Abbott Jr,Kenneth Wayne,30,33,8,0,0,7,1.057
Spring 2021,TMTH,3360,5,19093,Applied Technical Statistics,Schroeder,Susan L,10,14,2,0,0,4,1.992
Spring 2021,HRMA,1320,2,24782,Foodservice Management,Graves,Nancy,13,10,0,0,0,0,2.733
Spring 2021,FINA,4320,6,23796,Investment Management,Pederzoli,Paola,30,13,2,0,0,0,2.946
Spring 2021,ARTH,4399,1,25868,Senior Honors Thesis,Harren,Natilee O,1,0,0,0,0,0,4
Spring 2021,ENTR,4330,1,14692,Entrepreneurial Costs/Budgets,Blair,Edward A,20,8,0,0,0,0,2.728
Spring 2021,INDS,2170,1,24493,Digital Sketch Techniques I,Kimbrough,Mark S,10,2,0,0,0,0,3.833
Spring 2021,OPTO,7130,1,15536,"Laser, Refract & Surg Lab",Patel,Nimesh Bhikhu,27,0,0,0,0,0,4
Spring 2021,POLS,3397,1,27208,Selected Topics in Public Law,Williamson,Jonathan Lyle,5,1,0,0,0,0,2.834
Spring 2021,LAW,5388,1,17076,Storytelling,Perdue Sr,Jim Mac,2,7,0,0,0,0,2.756
Spring 2021,CIS,4339,3,28599,Enterprise Appls Development,Amirpanahi,Fardosht,15,9,0,0,0,0,2.281
Spring 2021,ENGL,7399,4,21786,Essay,Prufer,Kevin D,1,0,0,0,0,0,4
Spring 2021,ELET,6358,1,27806,Optical Brain Imaging,Pollonini,Luca,9,1,0,0,0,1,3.9
Spring 2021,POLS,3335,1,26424,Political Terrorism,Bagashka,Tanya G,9,2,2,0,0,1,2.151
Spring 2021,ELET,2103,1,18110,Digital Systems Laboratory,Gallardo,Victor Jaime,10,5,1,0,0,1,2.561
Spring 2021,BIOL,3132,4,18379,Elementary Microbiology Lab,Knapp,Richard D,9,8,1,0,0,0,2.542
Spring 2021,CLAS,3307,1,24604,Greek & Roman Myths of Heroes,Kidder,Kathleen,12,3,0,0,0,0,2.361
Spring 2021,KIN,3305,3,28219,Sport Sociology,Ogunrinde,Joyce,9,12,1,0,0,2,1.603
Spring 2021,KIN,3305,5,28221,Sport Sociology,Ogunrinde,Joyce,11,19,1,0,0,2,2.199
Spring 2021,PHAR,4340,4,28667,OTC & Self Care,Rosario,Natalie,2,16,8,0,0,0,2.769
Spring 2021,TMTH,3360,8,25060,Applied Technical Statistics,Schroeder,Susan L,7,4,6,2,1,3,2.684
Spring 2021,COMD,6321,1,14308,Swallowing Disorders,Daniels,Stephanie K,20,12,0,0,0,1,3.666
Spring 2021,ENGL,2361,1,14669,Western World Lit II--Honors,Bland,Laura Elizabeth,38,25,1,0,0,0,3.054
Spring 2021,ART,3331,1,21373,Graphic Design Software,Sawhney,Ashita,17,0,0,0,0,1,3.544
Spring 2021,BIOL,1153,1,23338,Pre-Nursing Microbio Lab,Knapp,Richard D,5,6,1,0,0,0,1.758
Spring 2021,MECE,8398,35,30516,Doctoral Research,Liu,Dong,0,0,0,0,0,0,0
Spring 2021,FINA,6387,2,17674,Managerial Analysis,Basu,Swati,41,7,0,0,0,1,3.735
Spring 2021,PETR,2111,1,20358,Petroleum Petrophysics Lab,Myers,Michael Tolbert,4,3,0,0,0,0,3.571
Spring 2021,ECON,3347,1,23241,Capital Market Economics,Rizvanoghlu,Islam,2,4,1,0,0,4,0.618
Spring 2021,SOCW,7318,2,23435,Cognitive Behavioral Interven,Amtsberg,Donna K.,24,2,0,0,0,0,3.86
Spring 2021,COMM,3311,1,14330,Editing Print & Digital Media,Crixell,Charles A,3,12,1,0,0,1,2.444
Spring 2021,MUED,4231,2,29036,Instrumental Conducting II,Pradervand,Dana S,8,1,0,0,0,0,2.889
Spring 2021,ENGL,1304,46,28469,First Year Writing II,Swensen,Russel,4,8,0,0,0,1,2.186
Spring 2021,KIN,4340,1,17681,Sport Governance,Walsh,David W,8,18,1,0,0,0,2.289
Spring 2021,CUIN,3317,3,21002,Kindergarten/Elem Curr & Instr,Tajani,Neelofer A,28,5,0,0,0,0,3.677
Spring 2021,KIN,1352,17,19239,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,31,10,1,0,0,0,3.163
Spring 2021,PHAR,5327,1,24831,Integrated Endocrine Module,Marwaha,Aditi,12,9,1,0,0,0,3.5
Spring 2021,DAN,1212,2,28945,Modern Dance I Part II,Valls,Rebecca B,1,0,0,0,0,0,3.67
Spring 2021,CHEE,8399,18,21898,Doctoral Dissertation,Willson,Richard,3,0,0,0,0,0,4
Spring 2021,AAS,2330,2,28573,Black Liberation Theology,Mitchell,Joshua,4,7,0,0,0,0,1.569
Spring 2021,HIST,1378,6,14824,The U S Since 1877,Rector,Josiah John,20,5,0,0,0,0,2.969
Spring 2021,MECT,3318,1,16234,Fluid Mechanics Applications,Alba,Kamran,12,16,3,0,0,2,1.614
Spring 2021,ACCT,5367,1,18405,Intermediate Accounting I,Noland,Thomas R,5,9,5,0,0,0,2.636
Spring 2021,ARCH,5500,3,20565,Architecture Design Studio IX,Zweig,Peter J,9,7,0,0,0,0,3.583
Spring 2021,ENGL,2307,2,14668,Intro To Drama,Bizzell,Matthew James,2,5,0,0,0,0,1.211
Spring 2021,CIS,3365,2,19195,Database Management,Detillier,Bret James,4,10,0,0,0,0,1.394
