TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,TOTAL DROPPED,AVG GPA,HELPER
Spring 2026,BIOL,2102,06,Anatomy & Physiology II (lab),Gill,Tejendra,2,18,4,0,,,2.903,BIOL2102
Spring 2026,BIOL,2102,07,Anatomy & Physiology II (lab),Gill,Tejendra,6,12,3,2,,1,2.847,BIOL2102
Spring 2026,BIOL,2102,11,Anatomy & Physiology II (lab),Gill,Tejendra,8,10,2,1,,3,2.764,BIOL2102
Spring 2026,BIOL,2102,13,Anatomy & Physiology II (lab),Gill,Tejendra,4,12,4,2,1,1,2.473,BIOL2102
Spring 2026,BIOL,2102,15,Anatomy & Physiology II (lab),Gill,Tejendra,6,13,2,0,1,2,2.819,BIOL2102
Spring 2026,BIOL,2102,16,Anatomy & Physiology II (lab),Gill,Tejendra,7,8,5,2,2,,2.612,BIOL2102
Spring 2026,BIOL,2102,17,Anatomy & Physiology II (lab),Gill,Tejendra,9,4,4,5,,2,2.542,BIOL2102
Spring 2026,BIOL,2102,18,Anatomy & Physiology II (lab),Gill,Tejendra,4,13,1,3,,3,2.431,BIOL2102
Spring 2026,BIOL,2102,19,Anatomy & Physiology II (lab),Gill,Tejendra,2,14,4,2,2,,2.514,BIOL2102
Spring 2026,BIOL,2102,20,Anatomy & Physiology II (lab),Gill,Tejendra,5,14,4,1,,,2.931,BIOL2102
Spring 2026,BIOL,2102,21,Anatomy & Physiology II (lab),Gill,Tejendra,5,12,4,2,,1,2.681,BIOL2102
Spring 2026,BIOL,2102,23,Anatomy & Physiology II (lab),Gill,Tejendra,3,14,4,2,1,,2.625,BIOL2102
Spring 2026,BIOL,2102,24,Anatomy & Physiology II (lab),Gill,Tejendra,11,7,5,0,1,,3.098,BIOL2102
Spring 2026,BIOL,2102,25,Anatomy & Physiology II (lab),Gill,Tejendra,3,18,2,1,,,2.986,BIOL2102
Spring 2026,BIOL,2102,26,Anatomy & Physiology II (lab),Gill,Tejendra,3,11,7,3,,,2.556,BIOL2102
Spring 2026,BIOL,2102,27,Anatomy & Physiology II (lab),Gill,Tejendra,4,13,4,1,,2,2.708,BIOL2102
Spring 2026,BIOL,2102,28,Anatomy & Physiology II (lab),Gill,Tejendra,6,11,2,1,1,3,2.57,BIOL2102
Spring 2026,BIOL,2102,29,Anatomy & Physiology II (lab),Gill,Tejendra,4,12,5,1,1,1,2.625,BIOL2102
Spring 2026,BIOL,2102,30,Anatomy & Physiology II (lab),Gill,Tejendra,4,12,3,3,,2,2.528,BIOL2102
Spring 2026,BIOL,2102,03,Anatomy & Physiology II (lab),Gill,Tejendra,7,7,3,2,,4,2.493,BIOL2102
Spring 2026,BIOL,2102,04,Anatomy & Physiology II (lab),Gill,Tejendra,8,7,4,2,,2,2.639,BIOL2102
Spring 2026,BIOL,2102,09,Anatomy & Physiology II (lab),Gill,Tejendra,3,9,2,3,3,3,1.986,BIOL2102
Spring 2026,BIOL,2102,10,Anatomy & Physiology II (lab),Gill,Tejendra,4,15,2,1,,1,2.855,BIOL2102
Spring 2026,BIOL,2102,12,Anatomy & Physiology II (lab),Gill,Tejendra,7,9,3,3,1,,2.74,BIOL2102
Spring 2026,BIOL,2102,14,Anatomy & Physiology II (lab),Gill,Tejendra,5,8,5,5,,,2.594,BIOL2102
Spring 2026,BIOL,2102,22,Anatomy & Physiology II (lab),Gill,Tejendra,7,7,5,1,2,1,2.566,BIOL2102
Spring 2026,BIOL,2102,08,Anatomy & Physiology II (lab),Gill,Tejendra,2,10,4,3,1,2,2.242,BIOL2102
Spring 2026,BIOL,2302,03,Anatomy & Physiology II (lect),Ziburkus,Jokubas,68,77,80,0,,16,2.669,BIOL2302
Spring 2026,BIOL,2302,01,Anatomy & Physiology II (lect),Gill,Tejendra,33,121,44,14,6,10,2.595,BIOL2302
Spring 2026,BIOL,2302,02,Anatomy & Physiology II (lect),Ogletree-Hughes,Monique L,59,53,49,25,5,25,2.368,BIOL2302
Spring 2026,BIOL,2321,01,Microbiology for Science Major,Knapp,Richard D,93,72,71,19,4,27,2.629,BIOL2321
Spring 2026,BIOL,2321,02,Microbiology for Science Major,Knapp,Richard D,54,53,43,24,10,31,2.234,BIOL2321
Spring 2026,BIOL,3301,03,Genetics,Lekven,Arne,23,63,50,17,6,14,2.301,BIOL3301
Spring 2026,BIOL,3301,02,Genetics,Stuckert,Adam,51,64,34,5,4,8,2.746,BIOL3301
Spring 2026,BIOL,3301,01,Genetics,Lin,Chin-Yo,38,65,35,4,5,14,2.582,BIOL3301
Spring 2026,BIOL,2301,01,Anatomy & Physiology I (lect),Wayne,Chad M,43,83,100,25,38,81,1.733,BIOL2301
Spring 2026,BIOL,3306,01,Evolutionary Biology,Frankino,William A,49,57,60,22,9,6,2.498,BIOL3306
Spring 2026,BIOL,3306,02,Evolutionary Biology,Zufall,Rebecca A,33,41,29,5,3,2,2.823,BIOL3306
Spring 2026,BIOL,2121,01,Microbiol for Science Maj(lab),Knapp,Richard D,11,8,3,1,,1,3.153,BIOL2121
Spring 2026,BIOL,2121,03,Microbiol for Science Maj(lab),Knapp,Richard D,14,7,2,0,,1,3.32,BIOL2121
Spring 2026,BIOL,2121,04,Microbiol for Science Maj(lab),Knapp,Richard D,10,11,2,1,,,3.25,BIOL2121
Spring 2026,BIOL,2121,05,Microbiol for Science Maj(lab),Knapp,Richard D,9,9,2,0,2,2,2.778,BIOL2121
Spring 2026,BIOL,2121,07,Microbiol for Science Maj(lab),Knapp,Richard D,8,10,6,0,,,3.125,BIOL2121
Spring 2026,BIOL,2121,08,Microbiol for Science Maj(lab),Knapp,Richard D,9,13,2,0,,,3.305,BIOL2121
Spring 2026,BIOL,2121,09,Microbiol for Science Maj(lab),Knapp,Richard D,11,7,5,0,,1,3.125,BIOL2121
Spring 2026,BIOL,2121,10,Microbiol for Science Maj(lab),Knapp,Richard D,11,12,1,0,,,3.43,BIOL2121
Spring 2026,BIOL,2121,11,Microbiol for Science Maj(lab),Knapp,Richard D,12,12,0,0,,,3.473,BIOL2121
Spring 2026,BIOL,2121,06,Microbiol for Science Maj(lab),Knapp,Richard D,7,9,6,0,,1,2.856,BIOL2121
Spring 2026,BIOL,2121,12,Microbiol for Science Maj(lab),Knapp,Richard D,7,11,5,0,,,3.116,BIOL2121
Spring 2026,BIOL,2121,02,Microbiol for Science Maj(lab),Knapp,Richard D,4,7,7,1,1,1,2.46,BIOL2121
Spring 2026,BIOL,2121,13,Microbiol for Science Maj(lab),Knapp,Richard D,2,4,4,0,,,2.833,BIOL2121
Spring 2026,BIOL,4374,02,Cell Biology,Rea,Michael A,28,37,44,14,1,4,2.544,BIOL4374
Spring 2026,BIOL,4374,03,Cell Biology,Khurana,Seema,25,38,36,16,,4,2.538,BIOL4374
Spring 2026,BIOL,4374,50,Cell Biology,Sharp,Rita Evelyn,16,13,1,0,,,3.566,BIOL4374
Spring 2026,BIOL,1309,01,Biol for Non-Science Majors II,Jaffery,Roshni Trujillo,40,47,30,9,10,4,2.617,BIOL1309
Spring 2026,BIOL,1309,02,Biol for Non-Science Majors II,Jaffery,Roshni Trujillo,39,50,28,5,7,5,2.69,BIOL1309
Spring 2026,BIOL,4315,02,Neuroscience,Kang,Myoung goo,93,44,6,2,,,3.47,BIOL4315
Spring 2026,BIOL,4315,01,Neuroscience,Ziburkus,Jokubas,47,29,18,0,,6,3.044,BIOL4315
Spring 2026,BIOL,3311,01,Adv Mthds/Writing in Gen Lab,Kramer,Marianne Catherine,59,33,13,1,5,,3.258,BIOL3311
Spring 2026,BIOL,3311,02,Adv Mthds/Writing in Gen Lab,Kramer,Marianne Catherine,64,32,8,0,4,,3.389,BIOL3311
Spring 2026,BIOL,4103,01,Integration Biol Knowledge,Wayne,Chad M,64,25,7,0,,,3.601,BIOL4103
Spring 2026,BIOL,4103,02,Integration Biol Knowledge,Wayne,Chad M,68,23,4,0,,,3.695,BIOL4103
Spring 2026,BIOL,4103,03,Integration Biol Knowledge,Wayne,Chad M,11,5,3,0,1,,3.25,BIOL4103
Spring 2026,BIOL,3324,01,Human Physiology,Ogletree-Hughes,Monique L,47,38,25,12,1,7,2.795,BIOL3324
Spring 2026,BIOL,3324,50,Human Physiology,Dryer,Stuart E,28,14,5,1,,1,3.28,BIOL3324
Spring 2026,BIOL,3368,01,Ecology,Pennings,Steven C,27,27,57,8,7,8,2.281,BIOL3368
Spring 2026,BIOL,3341,01,Human Genetics,Xu,Wangchao,58,55,12,2,,1,3.253,BIOL3341
Spring 2026,BIOL,2120,03,Microbiology for Non-Science,Knapp,Richard D,11,11,1,0,,1,3.237,BIOL2120
Spring 2026,BIOL,2120,04,Microbiology for Non-Science,Knapp,Richard D,4,10,5,2,,2,2.536,BIOL2120
Spring 2026,BIOL,2120,01,Microbiology for Non-Science,Knapp,Richard D,6,10,4,1,1,,2.819,BIOL2120
Spring 2026,BIOL,2120,02,Microbiology for Non-Science,Knapp,Richard D,0,2,2,1,1,,1.778,BIOL2120
Spring 2026,BIOL,1125,02,Survey of Health Professions,Ogletree-Hughes,Monique L,30,3,3,0,2,2,3.317,BIOL1125
Spring 2026,BIOL,1125,01,Survey of Health Professions,Ogletree-Hughes,Monique L,30,2,0,1,1,,3.687,BIOL1125
Spring 2026,BIOL,4206,01,Ecology & Evolution Laboratory,Cheek,Ann Oliver,21,3,0,0,,,3.834,BIOL4206
Spring 2026,BIOL,4206,02,Ecology & Evolution Laboratory,Cheek,Ann Oliver,21,3,0,0,,,3.793,BIOL4206
Spring 2026,BIOL,4206,03,Ecology & Evolution Laboratory,Cheek,Ann Oliver,20,4,0,0,,,3.861,BIOL4206
Spring 2026,BIOL,4323,01,Immunology,Peng,Weiyi,25,33,7,1,,2,3.108,BIOL4323
Spring 2026,BIOL,4384,01,Developmental Biology,Sater,Amy,17,17,10,1,2,1,2.875,BIOL4384
Spring 2026,BIOL,3224,04,Human Physiology Laboratory,Gill,Tejendra,24,21,1,0,,1,3.419,BIOL3224
Spring 2026,BIOL,4354,01,Endocrinology,Gill,Tejendra,8,24,7,0,1,3,2.729,BIOL4354
Spring 2026,BIOL,4397,01,Selected Topics in Biology,Albecker,Molly A,40,0,0,0,,,4,BIOL4397
Spring 2026,BIOL,4326,01,Comparative Anatomy,Wayne,Chad M,39,0,0,0,,,4,BIOL4326
Spring 2026,BIOL,4301,01,Conservation Biology,Crawford,Kerri M,29,5,3,0,,,3.685,BIOL4301
Spring 2026,BIOL,4347,01,Animal Behavior,Cole,Blaine J,10,6,6,0,2,6,2.223,BIOL4347
Spring 2026,BIOL,3350,50,Science Comm Strategies,Sharp,Rita Evelyn,22,3,0,0,,,3.867,BIOL3350
Spring 2026,BIOL,3361,01,BIOL 3361,Nunez,Martin A,21,0,0,0,,3,3.5,BIOL3361
Spring 2026,BIOL,6323,01,Immunology,Peng,Weiyi,15,8,0,0,,,3.566,BIOL6323
Spring 2026,BIOL,6350,01,Biomedical Sciences Practicum,Lin,Chin-Yo,19,0,0,0,,,4,BIOL6350
Spring 2026,BIOL,6222,01,Optical Methods Cell Biology,Rea,Michael A,16,0,0,0,,,4,BIOL6222
Spring 2026,BIOL,4340,1,Research Methods,Ekeoba,Jacqueline Njideka,12,0,0,0,,,4,BIOL4340
Spring 2026,BIOL,6223,01,Animal Models of Human Disease,Chung,Sanghyuk,12,0,0,0,,,4,BIOL6223
Spring 2026,BIOL,6397,03,Selected Topics in Biology,Daane,Jacob,11,0,0,0,,,4,BIOL6397
Spring 2026,BIOL,6397,02,Selected Topics in Biology,Wayne,Chad M,1,0,0,0,,,4,BIOL6397
Spring 2026,BIOL,4396,01,Senior Research Project,Frankino,William A,5,0,0,0,,1,3.333,BIOL4396
Spring 2026,BIOL,4396,06,Senior Research Project,Frankino,William A,2,0,0,0,,,4,BIOL4396
Spring 2026,BIOL,4396,5,Senior Research Project,Yi,Ping,1,0,0,0,,,4,BIOL4396
Spring 2026,BIOL,4398,01,Independent Study,Frankino,William A,3,0,0,0,,,4,BIOL4398
Spring 2026,BIOL,4398,02,Independent Study,Hanke,Marc H,2,0,0,0,,,4,BIOL4398
Spring 2026,BIOL,4398,03,Independent Study,Peng,Weiyi,1,0,0,0,,,4,BIOL4398
Spring 2026,BIOL,4398,04,Independent Study,Nunez,Martin A,1,0,0,0,,,4,BIOL4398
Spring 2026,BIOL,4398,5,Independent Study,Crawford,Kerri M,1,0,0,0,,,4,BIOL4398
Spring 2026,BIOL,6315,01,Neuroscience,Ziburkus,Jokubas,2,4,2,0,,,3.041,BIOL6315
Spring 2026,BIOL,6354,01,Endocrinology,Gill,Tejendra,6,0,0,0,,,4,BIOL6354
Spring 2026,BIOL,6374,02,Cell Biology,Rea,Michael A,2,2,0,0,,,3.5,BIOL6374
Spring 2026,BIOL,6374,03,Cell Biology,Khurana,Seema,1,0,0,0,,,4,BIOL6374
Spring 2026,BIOL,4309,01,Mathematical Biology,Azevedo,Ricardo,3,0,0,0,,1,2.835,BIOL4309
Spring 2026,BIOL,6240,01,Molecular Genetics 1,Dauwalder,Brigitte,4,0,0,0,,,4,BIOL6240
Spring 2026,BIOL,6356,01,Medical Ethics,Gallagher,Colleen Mary,4,0,0,0,,,4,BIOL6356
Spring 2026,BIOL,4399,5,Senior Honors Thesis,Chung,Sanghyuk,1,0,0,0,,,4,BIOL4399
Spring 2026,BIOL,4399,6,Senior Honors Thesis,Liu,Yu,1,0,0,0,,,4,BIOL4399
Spring 2026,BIOL,4399,7,Senior Honors Thesis,Albecker,Molly A,1,0,0,0,,,4,BIOL4399
Spring 2026,BIOL,6241,01,Molecular Genetics 2,Feng,Qin,3,0,0,0,,,4,BIOL6241
Spring 2026,BIOL,6384,01,Developmental Biology,Sater,Amy,3,0,0,0,,,3.89,BIOL6384
Spring 2026,BIOL,8999,06,Doctoral Dissertation,Peng,Weiyi,1,0,0,0,,,4,BIOL8999
Spring 2026,BIOL,8999,11,Doctoral Dissertation,Mohan,Chandra,1,0,0,0,,,4,BIOL8999
Spring 2026,BIOL,8999,12,Doctoral Dissertation,Khan,Abdul Latif,1,0,0,0,,,4,BIOL8999
Spring 2026,BIOL,3396,01,Senior Research Project,Knapp,Richard D,1,0,0,0,,,4,BIOL3396
Spring 2026,BIOL,3396,02,Senior Research Project,Frankino,William A,1,0,0,0,,,4,BIOL3396
Spring 2026,BIOL,8399,08,Doctoral Dissertation,Zufall,Rebecca A,1,0,0,0,,,4,BIOL8399
Spring 2026,BIOL,8399,21,Doctoral Dissertation,Liu,Xinli,1,0,0,0,,,4,BIOL8399
Spring 2026,BIOL,6309,01,Mathematical Biology,Azevedo,Ricardo,1,0,0,0,,,3.67,BIOL6309
Spring 2026,PSYC,2317,06,Intro to Psychology Statistics,Daly,Emily E,61,8,7,0,3,1,3.467,PSYC2317
Spring 2026,PSYC,2317,09,Intro to Psychology Statistics,Vahedi,Meisam,70,7,3,0,,,3.838,PSYC2317
Spring 2026,PSYC,2317,10,Intro to Psychology Statistics,Vahedi,Meisam,66,7,4,1,1,1,3.683,PSYC2317
Spring 2026,PSYC,2317,07,Intro to Psychology Statistics,Kharitonova,Kseniia,26,33,11,4,1,4,2.899,PSYC2317
Spring 2026,PSYC,2317,11,Intro to Psychology Statistics,Vahedi,Meisam,68,6,3,0,,2,3.747,PSYC2317
Spring 2026,PSYC,2317,05,Intro to Psychology Statistics,Pestilos,Cristy Cajeda,48,18,7,1,2,2,3.3,PSYC2317
Spring 2026,PSYC,2317,08,Intro to Psychology Statistics,Nault,Evan Olivia-Arline,20,19,19,5,1,14,2.299,PSYC2317
Spring 2026,PSYC,2317,12,Intro to Psychology Statistics,Saiyed,Amna Shabbir,40,25,5,1,3,3,3.079,PSYC2317
Spring 2026,PSYC,2317,13,Intro to Psychology Statistics,Saiyed,Amna Shabbir,36,22,8,1,8,1,2.956,PSYC2317
Spring 2026,PSYC,2317,01,Intro to Psychology Statistics,Steinberg,Lynne,4,0,8,4,9,19,0.818,PSYC2317
Spring 2026,PSYC,2317,02,Intro to Psychology Statistics,Lai,Keke,2,14,12,2,7,7,1.705,PSYC2317
Spring 2026,PSYC,2317,04,Intro to Psychology Statistics,Lai,Keke,2,7,7,0,7,21,0.97,PSYC2317
Spring 2026,PSYC,2305,28,Intro to Methods in Psychology,Harlan,Pamela Kay,71,5,1,0,3,,3.767,PSYC2305
Spring 2026,PSYC,2305,12,Intro to Methods in Psychology,Senger,Amy,53,8,8,2,4,4,3.257,PSYC2305
Spring 2026,PSYC,2305,18,Intro to Methods in Psychology,Vahedi,Meisam,67,7,4,1,,,3.785,PSYC2305
Spring 2026,PSYC,2305,10,Intro to Methods in Psychology,Laughlin,Haley Marie,34,25,8,4,5,2,2.936,PSYC2305
Spring 2026,PSYC,2305,22,Intro to Methods in Psychology,Saiyed,Amna Shabbir,68,2,2,0,3,2,3.628,PSYC2305
Spring 2026,PSYC,2305,20,Intro to Methods in Psychology,Vahedi,Meisam,60,11,2,0,1,2,3.645,PSYC2305
Spring 2026,PSYC,2305,30,Intro to Methods in Psychology,Harlan,Pamela Kay,61,3,1,4,5,1,3.44,PSYC2305
Spring 2026,PSYC,2305,14,Intro to Methods in Psychology,Anderson,Jill Annette,59,6,1,0,3,3,3.542,PSYC2305
Spring 2026,PSYC,2305,24,Intro to Methods in Psychology,Vahedi,Meisam,47,9,3,3,5,2,3.256,PSYC2305
Spring 2026,PSYC,2305,02,Intro to Methods in Psychology,Foss,Donald J,17,4,2,2,6,8,2.197,PSYC2305
Spring 2026,PSYC,2305,04,Intro to Methods in Psychology,Foss,Donald J,11,7,4,1,3,13,1.94,PSYC2305
Spring 2026,PSYC,2305,26,Intro to Methods in Psychology,Vahedi,Meisam,24,6,4,0,1,,3.457,PSYC2305
Spring 2026,PSYC,2305,06,Intro to Methods in Psychology,Tamber-Rosenau,Benjamin J,12,8,8,1,,1,2.879,PSYC2305
Spring 2026,PSYC,4344,01,Cultural Psychology,Phillips,Morgan,47,21,5,2,5,,3.345,PSYC4344
Spring 2026,PSYC,4344,04,Cultural Psychology,Bautista,Ashley,54,14,6,0,2,4,3.42,PSYC4344
Spring 2026,PSYC,4344,07,Cultural Psychology,Haddad,Sana,70,7,2,0,,1,3.763,PSYC4344
Spring 2026,PSYC,4344,08,Cultural Psychology,Haddad,Sana,63,10,3,1,2,1,3.588,PSYC4344
Spring 2026,PSYC,4344,02,Cultural Psychology,Murphy,Elijah Rayvon,63,12,2,1,1,,3.738,PSYC4344
Spring 2026,PSYC,4344,05,Cultural Psychology,Rodarte,Evelyn Dianne,19,24,10,3,14,8,2.158,PSYC4344
Spring 2026,PSYC,4344,09,Cultural Psychology,Haddad,Sana,46,13,9,4,1,2,3.275,PSYC4344
Spring 2026,PSYC,4344,03,Cultural Psychology,Cotton,Mallory R,54,8,3,4,4,1,3.41,PSYC4344
Spring 2026,PSYC,4344,06,Cultural Psychology,Kilani,Mohamed Hechmi,5,9,3,1,,1,2.79,PSYC4344
Spring 2026,PSYC,2301,01,Intro To Methods in Psychology,Agan,Herb W,94,60,28,4,8,5,3.067,PSYC2301
Spring 2026,PSYC,2301,02,Intro To Methods in Psychology,Agan,Herb W,101,62,25,4,7,,3.268,PSYC2301
Spring 2026,PSYC,2301,05,Intro To Methods in Psychology,Jaramillo,Kristen,63,6,6,0,1,4,3.529,PSYC2301
Spring 2026,PSYC,2301,04,Intro To Methods in Psychology,Ge,Jacqueline L,65,10,2,2,,,3.747,PSYC2301
Spring 2026,PSYC,2301,51,Intro To Methods in Psychology,Saiyed,Amna Shabbir,15,2,1,0,1,,3.544,PSYC2301
Spring 2026,PSYC,2301,50,Intro To Methods in Psychology,Saiyed,Amna Shabbir,10,0,0,1,,,3.667,PSYC2301
Spring 2026,PSYC,2316,03,Psychology of Personality,Shah,Tanya Vikram,34,21,11,5,5,4,2.833,PSYC2316
Spring 2026,PSYC,2316,05,Psychology of Personality,Harlan,Pamela Kay,69,8,1,1,,1,3.75,PSYC2316
Spring 2026,PSYC,2316,01,Psychology of Personality,Inman,Tonya N,48,16,8,1,3,3,3.224,PSYC2316
Spring 2026,PSYC,2316,02,Psychology of Personality,Quadri,Tobiloba,49,18,5,1,3,2,3.253,PSYC2316
Spring 2026,PSYC,2316,06,Psychology of Personality,Harlan,Pamela Kay,67,8,1,1,1,,3.736,PSYC2316
Spring 2026,PSYC,2316,04,Psychology of Personality,Snyder,Anna G,25,33,6,0,4,2,2.986,PSYC2316
Spring 2026,PSYC,2316,07,Psychology of Personality,Damian,Rodica Ioana,33,7,4,0,,,3.569,PSYC2316
Spring 2026,PSYC,3310,02,Indstrl-Orgnztnl Psy,Ortega,Alyssa,53,15,6,1,2,3,3.4,PSYC3310
Spring 2026,PSYC,3310,01,Indstrl-Orgnztnl Psy,Hsu,Chia-Hao,68,2,1,2,2,3,3.624,PSYC3310
Spring 2026,PSYC,3310,06,Indstrl-Orgnztnl Psy,Grossberg,Ivy Rae,44,19,6,5,3,1,3.264,PSYC3310
Spring 2026,PSYC,3310,03,Indstrl-Orgnztnl Psy,Mehta,Nandini M,33,13,14,1,5,3,2.966,PSYC3310
Spring 2026,PSYC,3310,05,Indstrl-Orgnztnl Psy,Reyes,Denise Lucia,28,11,5,0,1,,3.503,PSYC3310
Spring 2026,PSYC,3310,07,Indstrl-Orgnztnl Psy,Sabat,Isaac Emmanuel,27,8,1,0,,4,3.35,PSYC3310
Spring 2026,PSYC,3310,08,Indstrl-Orgnztnl Psy,Sabat,Isaac Emmanuel,28,5,3,0,2,2,3.243,PSYC3310
Spring 2026,PSYC,3310,09,Indstrl-Orgnztnl Psy,Sabat,Isaac Emmanuel,24,5,5,1,4,1,2.992,PSYC3310
Spring 2026,PSYC,3310,10,Indstrl-Orgnztnl Psy,Sabat,Isaac Emmanuel,18,7,4,2,3,4,2.702,PSYC3310
Spring 2026,PSYC,2319,04,Intro to Social Psychology,Ayers,Zachary Scott,65,10,3,0,1,1,3.667,PSYC2319
Spring 2026,PSYC,2319,03,Intro to Social Psychology,Amarneh,Dania Y,66,6,3,1,2,1,3.658,PSYC2319
Spring 2026,PSYC,2319,07,Intro to Social Psychology,Anderson,Jill Annette,71,5,0,1,1,1,3.722,PSYC2319
Spring 2026,PSYC,2319,06,Intro to Social Psychology,Boada,Cristina Elise,60,10,2,0,4,2,3.509,PSYC2319
Spring 2026,PSYC,2319,05,Intro to Social Psychology,Baltes,Hannah G,42,8,7,0,3,,3.384,PSYC2319
Spring 2026,PSYC,2319,01,Intro to Social Psychology,Fetterman,Adam Kent,8,12,12,5,4,8,1.926,PSYC2319
Spring 2026,PSYC,2319,02,Intro to Social Psychology,Fetterman,Adam Kent,7,14,8,7,2,11,1.878,PSYC2319
Spring 2026,PSYC,3350,04,Intro to Cognitive Psychology,Paredes Raquel,Sara Abigail,60,12,5,1,1,1,3.546,PSYC3350
Spring 2026,PSYC,3350,06,Intro to Cognitive Psychology,Racioppo,Keith,67,9,1,0,2,1,3.7,PSYC3350
Spring 2026,PSYC,3350,07,Intro to Cognitive Psychology,Le,Giang Xuan,67,9,3,0,1,,3.75,PSYC3350
Spring 2026,PSYC,3350,09,Intro to Cognitive Psychology,Xu,Yinan,44,14,10,2,7,3,2.959,PSYC3350
Spring 2026,PSYC,3350,01,Intro to Cognitive Psychology,Yoshida,Hanako,43,15,1,1,,,3.683,PSYC3350
Spring 2026,PSYC,3350,08,Intro to Cognitive Psychology,Griffin,Jason,23,11,2,3,1,5,2.882,PSYC3350
Spring 2026,PSYC,3350,02,Intro to Cognitive Psychology,Hernandez,Arturo E,19,11,3,0,1,3,3.028,PSYC3350
Spring 2026,PSYC,3334,03,Psychology & Law,Inman,Tonya N,34,29,6,2,3,4,3.005,PSYC3334
Spring 2026,PSYC,3334,04,Psychology & Law,Inman,Tonya N,36,17,14,1,1,9,2.88,PSYC3334
Spring 2026,PSYC,3334,02,Psychology & Law,Inman,Tonya N,54,10,3,2,4,3,3.303,PSYC3334
Spring 2026,PSYC,3334,05,Psychology & Law,Inman,Tonya N,29,17,9,9,6,6,2.505,PSYC3334
Spring 2026,PSYC,3334,01,Psychology & Law,Capuozzo,Kristen Irene,16,29,7,2,2,2,2.908,PSYC3334
Spring 2026,PSYC,2330,03,Biological Psychology,Franklin,Brooke,38,27,10,1,3,1,3.159,PSYC2330
Spring 2026,PSYC,2330,04,Biological Psychology,Gomez,Elliott Michael,36,25,11,2,3,1,3.06,PSYC2330
Spring 2026,PSYC,2330,02,Biological Psychology,Little,Kaitlyn Marie,34,26,8,3,4,2,3.073,PSYC2330
Spring 2026,PSYC,2330,05,Biological Psychology,Harlan,Pamela Kay,65,7,2,0,1,,3.756,PSYC2330
Spring 2026,PSYC,2330,01,Biological Psychology,Kosten,Therese A,25,9,3,2,2,3,3.023,PSYC2330
Spring 2026,PSYC,3347,01,Problems of Normal Life,Anderson,Jill Annette,63,15,1,0,1,,3.684,PSYC3347
Spring 2026,PSYC,3347,03,Problems of Normal Life,Anderson,Jill Annette,63,16,1,0,,,3.738,PSYC3347
Spring 2026,PSYC,3347,04,Problems of Normal Life,Anderson,Jill Annette,63,14,0,2,1,,3.597,PSYC3347
Spring 2026,PSYC,3347,02,Problems of Normal Life,Anderson,Jill Annette,69,7,2,1,,,3.71,PSYC3347
Spring 2026,PSYC,3331,03,Psychology of Gender,Snead,Alexandra L,55,21,2,1,1,,3.546,PSYC3331
Spring 2026,PSYC,3331,02,Psychology of Gender,Pathak,Neha,20,43,10,3,2,1,3.058,PSYC3331
Spring 2026,PSYC,3331,04,Psychology of Gender,Snead,Alexandra L,57,17,2,0,1,1,3.582,PSYC3331
Spring 2026,PSYC,3331,05,Psychology of Gender,Snead,Alexandra L,54,20,3,0,1,,3.548,PSYC3331
Spring 2026,PSYC,4363,05,Abnormal Child Psych,Salentine,Cassidy,47,19,6,1,3,3,3.237,PSYC4363
Spring 2026,PSYC,4363,02,Abnormal Child Psych,Vieira,Alyssa Marie,37,23,13,0,2,3,3.124,PSYC4363
Spring 2026,PSYC,4363,01,Abnormal Child Psych,Snead,Alexandra L,58,15,3,0,,,3.676,PSYC4363
Spring 2026,PSYC,4363,06,Abnormal Child Psych,Wall,Juliana,59,13,2,0,1,,3.672,PSYC4363
Spring 2026,PSYC,3339,01,Intro To Clinical Psychology,Szafranski,Derek D,31,25,15,2,2,5,2.867,PSYC3339
Spring 2026,PSYC,3339,04,Intro To Clinical Psychology,Szafranski,Derek D,22,10,16,4,9,14,2.036,PSYC3339
Spring 2026,PSYC,3339,02,Intro To Clinical Psychology,Szafranski,Derek D,26,13,13,7,6,9,2.343,PSYC3339
Spring 2026,PSYC,3339,03,Intro To Clinical Psychology,Szafranski,Derek D,24,18,11,7,8,6,2.414,PSYC3339
Spring 2026,PSYC,3335,01,PSYC 3335,Anderson,Jill Annette,67,10,1,1,1,,3.721,PSYC3335
Spring 2026,PSYC,3335,02,PSYC 3335,Anderson,Jill Annette,76,2,0,0,1,1,3.805,PSYC3335
Spring 2026,PSYC,2320,02,Abnormal Psychology,Saiyed,Amna Shabbir,66,9,1,1,,3,3.659,PSYC2320
Spring 2026,PSYC,2320,01,Abnormal Psychology,Babcock,Julia,14,12,2,2,5,4,2.386,PSYC2320
Spring 2026,PSYC,2307,01,Psychology of Adolescence,Martin,Rebecca B,50,18,3,0,4,1,3.399,PSYC2307
Spring 2026,PSYC,4397,01,Selected Topics in Psy,Jou,Yu-wen Aka Cynthia,30,31,10,1,1,3,3.036,PSYC4397
Spring 2026,PSYC,4308,01,Psychopharmacology,Leasure,Jennifer Leigh,6,15,7,6,6,2,2.048,PSYC4308
Spring 2026,PSYC,4371,01,Organizational Psychology,St. Aubin,Allison Danielle,29,7,1,0,,3,3.483,PSYC4371
