TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,TOTAL DROPPED,AVG GPA,HELPER
Fall 2025,BIOL,2101,17,Anatomy & Physiology Lab I,Gill,Tejendra,5,8,5,1,3,1,2.348,BIOL2101
Fall 2025,BIOL,2101,19,Anatomy & Physiology Lab I,Gill,Tejendra,1,7,5,3,5,2,1.652,BIOL2101
Fall 2025,BIOL,2101,20,Anatomy & Physiology Lab I,Gill,Tejendra,1,11,3,4,1,3,2,BIOL2101
Fall 2025,BIOL,2101,24,Anatomy & Physiology Lab I,Gill,Tejendra,4,12,3,1,1,2,2.58,BIOL2101
Fall 2025,BIOL,2101,26,Anatomy & Physiology Lab I,Gill,Tejendra,4,12,3,2,2,,2.537,BIOL2101
Fall 2025,BIOL,2101,28,Anatomy & Physiology Lab I,Gill,Tejendra,3,7,5,3,4,1,1.943,BIOL2101
Fall 2025,BIOL,2101,12,Anatomy & Physiology Lab I,Gill,Tejendra,8,9,1,1,1,2,2.833,BIOL2101
Fall 2025,BIOL,2101,14,Anatomy & Physiology Lab I,Gill,Tejendra,9,7,6,0,,,3.076,BIOL2101
Fall 2025,BIOL,2101,15,Anatomy & Physiology Lab I,Gill,Tejendra,4,9,5,2,1,1,2.425,BIOL2101
Fall 2025,BIOL,2101,27,Anatomy & Physiology Lab I,Gill,Tejendra,6,9,3,0,1,3,2.606,BIOL2101
Fall 2025,BIOL,1308,02,Biology for Non-Science Majors,Gifford,Jenifer,71,94,69,22,19,18,2.456,BIOL1308
Fall 2025,BIOL,1308,01,Biology for Non-Science Majors,Gifford,Jenifer,19,41,23,7,7,7,2.388,BIOL1308
Fall 2025,BIOL,2321,01,Microbiology for Science Major,Knapp,Richard D,109,114,92,44,4,32,2.558,BIOL2321
Fall 2025,BIOL,2320,01,Microbiology for Non-Science,Knapp,Richard D,92,98,66,50,16,19,2.464,BIOL2320
Fall 2025,BIOL,2302,02,Anatomy & Physiology II (lect),Ziburkus,Jokubas,26,65,66,6,,24,2.312,BIOL2302
Fall 2025,BIOL,2302,01,Anatomy & Physiology II (lect),Ogletree-Hughes,Monique L,35,38,32,15,3,12,2.442,BIOL2302
Fall 2025,BIOL,3311,01,Adv Mthds/Writing in Gen Lab,Kramer,Marianne Catherine,95,49,11,3,4,1,3.348,BIOL3311
Fall 2025,BIOL,3311,02,Adv Mthds/Writing in Gen Lab,Kramer,Marianne Catherine,61,45,8,3,3,2,3.246,BIOL3311
Fall 2025,BIOL,4315,01,Neuroscience,Ziburkus,Jokubas,53,30,20,1,,21,2.723,BIOL4315
Fall 2025,BIOL,4315,02,Neuroscience,Ziburkus,Jokubas,42,31,19,0,,9,2.983,BIOL4315
Fall 2025,BIOL,3306,01,Evolutionary Biology,Azevedo,Ricardo,40,54,27,1,1,7,2.897,BIOL3306
Fall 2025,BIOL,3306,02,Evolutionary Biology,Azevedo,Ricardo,20,43,18,0,,4,2.878,BIOL3306
Fall 2025,BIOL,4374,01,Cell Biology,Rea,Michael A,28,29,39,25,3,7,2.303,BIOL4374
Fall 2025,BIOL,4374,02,Cell Biology,Rea,Michael A,16,23,19,4,1,2,2.687,BIOL4374
Fall 2025,BIOL,2120,01,Microbiology for Non-Science,Knapp,Richard D,9,7,6,0,1,1,2.889,BIOL2120
Fall 2025,BIOL,2120,02,Microbiology for Non-Science,Knapp,Richard D,11,8,5,0,,,3.264,BIOL2120
Fall 2025,BIOL,2120,03,Microbiology for Non-Science,Knapp,Richard D,8,6,5,4,1,,2.612,BIOL2120
Fall 2025,BIOL,2120,05,Microbiology for Non-Science,Knapp,Richard D,9,2,9,1,,3,2.542,BIOL2120
Fall 2025,BIOL,2120,06,Microbiology for Non-Science,Knapp,Richard D,13,6,3,2,,,3.168,BIOL2120
Fall 2025,BIOL,2120,07,Microbiology for Non-Science,Knapp,Richard D,10,12,2,0,,,3.278,BIOL2120
Fall 2025,BIOL,2120,08,Microbiology for Non-Science,Knapp,Richard D,9,6,6,2,,1,2.806,BIOL2120
Fall 2025,BIOL,2120,04,Microbiology for Non-Science,Knapp,Richard D,12,8,2,0,1,,3.319,BIOL2120
Fall 2025,BIOL,2121,02,Microbiol for Science Maj(lab),Knapp,Richard D,14,7,3,0,,,3.458,BIOL2121
Fall 2025,BIOL,2121,03,Microbiol for Science Maj(lab),Knapp,Richard D,7,12,5,0,,,3.207,BIOL2121
Fall 2025,BIOL,2121,04,Microbiol for Science Maj(lab),Knapp,Richard D,7,8,4,5,,,2.695,BIOL2121
Fall 2025,BIOL,2121,05,Microbiol for Science Maj(lab),Knapp,Richard D,11,7,6,0,,,3.263,BIOL2121
Fall 2025,BIOL,2121,01,Microbiol for Science Maj(lab),Knapp,Richard D,14,7,1,0,,1,3.377,BIOL2121
Fall 2025,BIOL,2121,06,Microbiol for Science Maj(lab),Knapp,Richard D,13,8,2,0,,,3.478,BIOL2121
Fall 2025,BIOL,2121,07,Microbiol for Science Maj(lab),Knapp,Richard D,14,5,4,0,,,3.507,BIOL2121
Fall 2025,BIOL,2121,08,Microbiol for Science Maj(lab),Knapp,Richard D,6,13,2,1,,1,2.899,BIOL2121
Fall 2025,BIOL,3324,01,Human Physiology,Wayne,Chad M,30,51,76,1,3,25,2.312,BIOL3324
Fall 2025,BIOL,4103,02,Integration Biol Knowledge,Wayne,Chad M,71,12,9,0,,1,3.652,BIOL4103
Fall 2025,BIOL,4103,01,Integration Biol Knowledge,Wayne,Chad M,58,17,2,0,,,3.762,BIOL4103
Fall 2025,BIOL,3341,01,Human Genetics,Feng,Qin,96,61,7,2,,1,3.446,BIOL3341
Fall 2025,BIOL,4354,01,Endocrinology,Gill,Tejendra,17,81,7,1,1,5,2.893,BIOL4354
Fall 2025,BIOL,2315,01,Biology of Food,Zufall,Rebecca A,55,26,12,0,1,2,3.32,BIOL2315
Fall 2025,BIOL,1125,01,Survey of Health Professions,Ogletree-Hughes,Monique L,30,7,3,2,3,3,3.056,BIOL1125
Fall 2025,BIOL,1125,02,Survey of Health Professions,Ogletree-Hughes,Monique L,22,5,1,2,1,,3.441,BIOL1125
Fall 2025,BIOL,3340,01,Invertebrate Zoology,Pennings,Steven C,9,11,19,2,3,12,1.917,BIOL3340
Fall 2025,BIOL,3304,01,The Biology of Social Behavior,Cole,Blaine J,18,16,10,3,2,6,2.486,BIOL3304
Fall 2025,BIOL,4320,01,Molecular Biology,Chung,Sanghyuk,13,20,19,0,,3,2.697,BIOL4320
Fall 2025,BIOL,4384,1,Developmental Biology,Lekven,Arne,32,9,4,0,2,1,3.396,BIOL4384
Fall 2025,BIOL,3345,01,Plant Physiology,Kramer,Marianne Catherine,18,25,2,1,1,,3.241,BIOL3345
Fall 2025,BIOL,4272,02,Cell and Develop Biol Lab,Gifford,Jenifer,19,4,1,0,,,3.723,BIOL4272
Fall 2025,BIOL,4272,01,Cell and Develop Biol Lab,Gifford,Jenifer,21,2,0,0,,,3.913,BIOL4272
Fall 2025,BIOL,6120,01,Responsible Conduct Bio Rsrch,Sater,Amy,35,0,0,0,,,3.991,BIOL6120
Fall 2025,BIOL,4342,50,Introduction to Marine Biology,Hanke,Marc H,16,10,6,1,,,3.212,BIOL4342
Fall 2025,BIOL,2397,01,Selected Topics in Biology,Nunez,Martin A,23,2,0,0,,,3.907,BIOL2397
Fall 2025,BIOL,3350,01,Science Comm Strategies,Sharp,Rita Evelyn,21,4,0,0,,,3.84,BIOL3350
Fall 2025,BIOL,6410,01,Applied Biostatistics,Kelleher Meisel,Erin S,23,1,0,0,,,3.89,BIOL6410
Fall 2025,BIOL,6350,01,Biomedical Sciences Practicum,Gifford,Jenifer,19,0,0,0,,,4,BIOL6350
Fall 2025,BIOL,6351,01,Integrative Anatomy & Physiol,Ogletree-Hughes,Monique L,10,9,0,0,,,3.544,BIOL6351
Fall 2025,BIOL,6356,01,Medical Ethics,Gallagher,Colleen Mary,16,0,0,0,,,4,BIOL6356
Fall 2025,BIOL,4366,01,Molecular and Genome Evolution,Graur,Dan,8,0,1,1,2,1,2.642,BIOL4366
Fall 2025,BIOL,4340,01,Research Methods,Ekeoba,Jacqueline Njideka,4,2,1,0,,,3.381,BIOL4340
Fall 2025,BIOL,4340,03,Research Methods,Ekeoba,Jacqueline Njideka,4,0,0,0,,,4,BIOL4340
Fall 2025,BIOL,6204,01,Advanced Ecology & Evolution I,Crawford,Kerri M,10,0,0,0,,,4,BIOL6204
Fall 2025,BIOL,6315,02,Neuroscience,Ziburkus,Jokubas,7,3,0,0,,,3.568,BIOL6315
Fall 2025,BIOL,6230,01,Advanced Cell Biology I,Dryer,Stuart E,9,0,0,0,,,4,BIOL6230
Fall 2025,BIOL,6335,01,BIOL 6335,Xu,Wangchao,8,0,0,0,,,3.918,BIOL6335
Fall 2025,BIOL,3396,02,Senior Research Project,Frankino,William A,5,0,0,0,,,4,BIOL3396
Fall 2025,BIOL,3396,05,Senior Research Project,Frankino,William A,2,0,0,0,,,4,BIOL3396
Fall 2025,BIOL,6384,01,Developmental Biology,Lekven,Arne,7,0,0,0,,,3.953,BIOL6384
Fall 2025,BIOL,6231,01,Advanced Cell Biology II,Khurana,Seema,3,3,0,0,,,3.225,BIOL6231
Fall 2025,BIOL,6374,01,Cell Biology,Rea,Michael A,2,2,1,0,,,3.2,BIOL6374
Fall 2025,BIOL,6374,02,Cell Biology,Rea,Michael A,1,0,0,0,,,4,BIOL6374
Fall 2025,BIOL,4396,04,Senior Research Project,Meisel,Richard P,1,0,0,0,,,4,BIOL4396
Fall 2025,BIOL,4396,4,Senior Research Project,Daane,Jacob,1,0,0,0,,,4,BIOL4396
Fall 2025,BIOL,4396,5,Senior Research Project,Gill,Tejendra,1,0,0,0,,,4,BIOL4396
Fall 2025,BIOL,4396,6,Senior Research Project,Chung,Sanghyuk,1,0,0,0,,,4,BIOL4396
Fall 2025,BIOL,4396,7,Senior Research Project,Lekven,Arne,1,0,0,0,,,4,BIOL4396
Fall 2025,BIOL,4398,01,Independent Study,Crawford,Kerri M,1,0,0,0,,,4,BIOL4398
Fall 2025,BIOL,4398,02,Independent Study,Peng,Weiyi,1,0,0,0,,,4,BIOL4398
Fall 2025,BIOL,4398,03,Independent Study,Frankino,William A,1,0,0,0,,,4,BIOL4398
Fall 2025,BIOL,4398,04,Independent Study,Nunez,Martin A,1,0,0,0,,,4,BIOL4398
Fall 2025,BIOL,4398,5,Independent Study,Chung,Sanghyuk,1,0,0,0,,,3.67,BIOL4398
Fall 2025,BIOL,6354,01,Endocrinology,Gill,Tejendra,0,3,0,0,,,3.22,BIOL6354
Fall 2025,BIOL,3399,06,Senior Honors Thesis,Liu,Yu,1,0,0,0,,,4,BIOL3399
Fall 2025,BIOL,3399,07,Senior Honors Thesis,Albecker,Molly A,1,0,0,0,,,4,BIOL3399
Fall 2025,BIOL,8399,09,Doctoral Dissertation,Lin,Chin-Yo,1,0,0,0,,,4,BIOL8399
Fall 2025,BIOL,8399,10,Doctoral Dissertation,Graur,Dan,1,0,0,0,,,4,BIOL8399
Fall 2025,BIOL,6320,01,Molecular Biology,Chung,Sanghyuk,0,1,0,0,,,3.33,BIOL6320
Fall 2025,BIOL,8999,03,Doctoral Dissertation,Mohan,Chandra,1,0,0,0,,,4,BIOL8999
Fall 2025,PSYC,2301,01,Intro To Methods in Psychology,Agan,Herb W,150,70,15,4,4,3,3.381,PSYC2301
Fall 2025,PSYC,2301,02,Intro To Methods in Psychology,Agan,Herb W,173,37,7,0,7,2,3.58,PSYC2301
Fall 2025,PSYC,2301,04,Intro To Methods in Psychology,Grossberg,Ivy Rae,71,6,2,0,1,,3.813,PSYC2301
Fall 2025,PSYC,2301,09,Intro To Methods in Psychology,Babalola,Olusegun,40,24,11,3,,2,3.171,PSYC2301
Fall 2025,PSYC,2301,10,Intro To Methods in Psychology,Armenti,Nicholas Anthony,58,12,5,0,4,1,3.454,PSYC2301
Fall 2025,PSYC,2301,06,Intro To Methods in Psychology,Saiyed,Amna Shabbir,67,9,2,0,1,,3.772,PSYC2301
Fall 2025,PSYC,2301,08,Intro To Methods in Psychology,Babalola,Olusegun,48,15,5,6,4,1,3.207,PSYC2301
Fall 2025,PSYC,2301,12,Intro To Methods in Psychology,Armenti,Nicholas Anthony,58,9,7,2,2,1,3.46,PSYC2301
Fall 2025,PSYC,2301,05,Intro To Methods in Psychology,Ayers,Zachary Scott,70,6,1,0,,1,3.812,PSYC2301
Fall 2025,PSYC,2301,03,Intro To Methods in Psychology,Jaramillo,Kristen,52,14,8,2,,1,3.472,PSYC2301
Fall 2025,PSYC,2301,11,Intro To Methods in Psychology,Armenti,Nicholas Anthony,63,8,1,2,2,1,3.606,PSYC2301
Fall 2025,PSYC,2301,50,Intro To Methods in Psychology,Saiyed,Amna Shabbir,26,1,0,0,1,,3.774,PSYC2301
Fall 2025,PSYC,2301,51,Intro To Methods in Psychology,Saiyed,Amna Shabbir,27,1,0,0,,,3.882,PSYC2301
Fall 2025,PSYC,2317,07,Intro to Psychology Statistics,Le,Giang Xuan,64,12,4,0,,,3.734,PSYC2317
Fall 2025,PSYC,2317,12,Intro to Psychology Statistics,Vahedi,Meisam,62,12,2,2,1,1,3.625,PSYC2317
Fall 2025,PSYC,2317,13,Intro to Psychology Statistics,Vahedi,Meisam,61,9,5,1,2,2,3.529,PSYC2317
Fall 2025,PSYC,2317,14,Intro to Psychology Statistics,Saiyed,Amna Shabbir,56,17,4,1,1,1,3.501,PSYC2317
Fall 2025,PSYC,2317,08,Intro to Psychology Statistics,Daly,Emily E,58,7,9,0,2,3,3.43,PSYC2317
Fall 2025,PSYC,2317,06,Intro to Psychology Statistics,Pestilos,Cristy Cajeda,47,21,8,1,,1,3.432,PSYC2317
Fall 2025,PSYC,2317,09,Intro to Psychology Statistics,Nault,Evan Olivia-Arline,37,23,5,3,1,9,2.902,PSYC2317
Fall 2025,PSYC,2317,11,Intro to Psychology Statistics,Vahedi,Meisam,67,6,4,0,,1,3.773,PSYC2317
Fall 2025,PSYC,2317,10,Intro to Psychology Statistics,Vahedi,Meisam,71,2,1,0,2,1,3.801,PSYC2317
Fall 2025,PSYC,2317,02,Intro to Psychology Statistics,Steinberg,Lynne,10,7,4,6,3,14,1.705,PSYC2317
Fall 2025,PSYC,2317,01,Intro to Psychology Statistics,Steinberg,Lynne,3,8,8,2,5,17,1.256,PSYC2317
Fall 2025,PSYC,2317,04,Intro to Psychology Statistics,Mehta,Paras D,5,6,8,7,1,3,2,PSYC2317
Fall 2025,PSYC,2317,03,Intro to Psychology Statistics,Mehta,Paras D,2,4,5,6,10,2,1.219,PSYC2317
Fall 2025,PSYC,2317,05,Intro to Psychology Statistics,Mehta,Paras D,6,8,8,1,4,2,2.219,PSYC2317
Fall 2025,PSYC,2305,13,Intro to Methods in Psychology,Vahedi,Meisam,58,13,4,2,1,2,3.513,PSYC2305
Fall 2025,PSYC,2305,19,Intro to Methods in Psychology,Harlan,Pamela Kay,75,4,0,0,1,,3.863,PSYC2305
Fall 2025,PSYC,2305,21,Intro to Methods in Psychology,Harlan,Pamela Kay,65,4,5,2,4,,3.538,PSYC2305
Fall 2025,PSYC,2305,05,Intro to Methods in Psychology,Senger,Amy,54,9,7,1,1,7,3.262,PSYC2305
Fall 2025,PSYC,2305,08,Intro to Methods in Psychology,Laughlin,Haley Marie,52,15,5,1,4,2,3.317,PSYC2305
Fall 2025,PSYC,2305,11,Intro to Methods in Psychology,Baltes,Hannah G,63,4,1,0,4,7,3.342,PSYC2305
Fall 2025,PSYC,2305,15,Intro to Methods in Psychology,Vahedi,Meisam,62,11,4,0,,,3.71,PSYC2305
Fall 2025,PSYC,2305,23,Intro to Methods in Psychology,Avci,Gunes,34,28,6,4,3,2,3.048,PSYC2305
Fall 2025,PSYC,2305,17,Intro to Methods in Psychology,Vahedi,Meisam,58,11,4,2,,1,3.592,PSYC2305
Fall 2025,PSYC,2316,01,Psychology of Personality,Inman,Tonya N,38,20,11,4,2,3,3.013,PSYC2316
Fall 2025,PSYC,2316,02,Psychology of Personality,Shah,Tanya Vikram,41,23,8,0,2,3,3.212,PSYC2316
Fall 2025,PSYC,2316,05,Psychology of Personality,Quadri,Tobiloba,38,27,8,2,,2,3.213,PSYC2316
Fall 2025,PSYC,2316,04,Psychology of Personality,Ge,Jacqueline L,60,13,2,0,,,3.76,PSYC2316
Fall 2025,PSYC,2316,09,Psychology of Personality,Snead,Alexandra L,61,9,2,1,,,3.745,PSYC2316
Fall 2025,PSYC,2316,10,Psychology of Personality,Snead,Alexandra L,58,9,3,0,2,1,3.58,PSYC2316
Fall 2025,PSYC,2316,03,Psychology of Personality,Snyder,Anna G,54,10,3,0,2,,3.623,PSYC2316
Fall 2025,PSYC,2316,08,Psychology of Personality,Harlan,Pamela Kay,37,15,3,0,2,2,3.345,PSYC2316
Fall 2025,PSYC,2316,06,Psychology of Personality,Damian,Rodica Ioana,32,8,6,2,,2,3.294,PSYC2316
Fall 2025,PSYC,2316,07,Psychology of Personality,Damian,Rodica Ioana,24,17,5,2,1,1,3.14,PSYC2316
Fall 2025,PSYC,4344,01,Cultural Psychology,Cotton,Mallory R,61,14,0,0,2,3,3.612,PSYC4344
Fall 2025,PSYC,4344,02,Cultural Psychology,Phillips,Morgan,68,8,0,1,1,2,3.729,PSYC4344
Fall 2025,PSYC,4344,03,Cultural Psychology,Murphy,Elijah Rayvon,78,0,1,0,1,,3.929,PSYC4344
Fall 2025,PSYC,4344,05,Cultural Psychology,Haddad,Sana,38,24,11,4,3,,3.104,PSYC4344
Fall 2025,PSYC,4344,04,Cultural Psychology,Rodarte,Evelyn Dianne,5,45,19,4,3,3,2.473,PSYC4344
Fall 2025,PSYC,4344,06,Cultural Psychology,Haddad,Sana,41,22,5,7,4,,3.106,PSYC4344
Fall 2025,PSYC,4344,07,Cultural Psychology,Haddad,Sana,46,18,10,2,2,1,3.283,PSYC4344
Fall 2025,PSYC,4344,08,Cultural Psychology,Haddad,Sana,31,17,6,2,2,2,3.123,PSYC4344
Fall 2025,PSYC,4344,09,Cultural Psychology,Kilani,Mohamed Hechmi,17,1,1,0,1,,3.65,PSYC4344
Fall 2025,PSYC,2330,04,Biological Psychology,Lopez,Mariana Selene,59,16,1,3,,1,3.567,PSYC2330
Fall 2025,PSYC,2330,02,Biological Psychology,Little,Kaitlyn Marie,42,27,3,1,1,5,3.224,PSYC2330
Fall 2025,PSYC,2330,03,Biological Psychology,Jackson,Lillian Reed,47,24,5,0,2,1,3.355,PSYC2330
Fall 2025,PSYC,2330,08,Biological Psychology,Khafizova,Galina,62,9,2,0,4,2,3.49,PSYC2330
Fall 2025,PSYC,2330,01,Biological Psychology,Leasure,Jennifer Leigh,14,46,9,1,6,1,2.762,PSYC2330
Fall 2025,PSYC,2330,06,Biological Psychology,Franklin,Brooke,43,19,6,3,3,2,3.111,PSYC2330
Fall 2025,PSYC,2330,05,Biological Psychology,Gomez,Elliott Michael,35,23,10,3,4,,3.01,PSYC2330
Fall 2025,PSYC,2330,07,Biological Psychology,Khafizova,Galina,27,7,1,1,4,,3.275,PSYC2330
Fall 2025,PSYC,3310,06,Indstrl-Orgnztnl Psy,Thomas,Kalifa Nailah,55,16,3,2,1,3,3.5,PSYC3310
Fall 2025,PSYC,3310,08,Indstrl-Orgnztnl Psy,Babalola,Olusegun,54,14,5,2,3,2,3.321,PSYC3310
Fall 2025,PSYC,3310,09,Indstrl-Orgnztnl Psy,Babalola,Olusegun,35,17,9,5,6,5,2.745,PSYC3310
Fall 2025,PSYC,3310,03,Indstrl-Orgnztnl Psy,Hsu,Chia-Hao,60,6,1,1,3,5,3.439,PSYC3310
Fall 2025,PSYC,3310,04,Indstrl-Orgnztnl Psy,Ortega,Alyssa,33,21,12,5,1,4,3.017,PSYC3310
Fall 2025,PSYC,3310,05,Indstrl-Orgnztnl Psy,Mehta,Nandini M,52,15,6,0,1,,3.612,PSYC3310
Fall 2025,PSYC,3310,07,Indstrl-Orgnztnl Psy,Reyes,Denise Lucia,40,14,2,2,,1,3.598,PSYC3310
Fall 2025,PSYC,3310,01,Indstrl-Orgnztnl Psy,Babalola,Olusegun,42,10,1,0,1,3,3.474,PSYC3310
Fall 2025,PSYC,2319,04,Intro to Social Psychology,Boada,Cristina Elise,64,8,3,2,1,2,3.592,PSYC2319
Fall 2025,PSYC,2319,05,Intro to Social Psychology,Harlan,Pamela Kay,58,13,3,0,2,2,3.488,PSYC2319
Fall 2025,PSYC,2319,07,Intro to Social Psychology,Saiyed,Amna Shabbir,61,13,2,1,1,,3.671,PSYC2319
Fall 2025,PSYC,2319,08,Intro to Social Psychology,Armenti,Nicholas Anthony,54,14,7,1,2,,3.453,PSYC2319
Fall 2025,PSYC,2319,09,Intro to Social Psychology,Armenti,Nicholas Anthony,49,12,5,6,5,1,3.146,PSYC2319
Fall 2025,PSYC,2319,03,Intro to Social Psychology,Amarneh,Dania Y,62,11,4,0,,,3.719,PSYC2319
Fall 2025,PSYC,2319,02,Intro to Social Psychology,Fetterman,Adam Kent,14,19,10,5,,3,2.667,PSYC2319
Fall 2025,PSYC,2319,01,Intro to Social Psychology,Fetterman,Adam Kent,4,20,12,1,1,2,2.525,PSYC2319
Fall 2025,PSYC,3350,03,Intro to Cognitive Psychology,Racioppo,Keith,52,22,3,1,,1,3.515,PSYC3350
Fall 2025,PSYC,3350,04,Intro to Cognitive Psychology,Paredes Raquel,Sara Abigail,67,10,1,0,,,3.791,PSYC3350
Fall 2025,PSYC,3350,05,Intro to Cognitive Psychology,Harlan,Pamela Kay,54,15,5,0,,,3.591,PSYC3350
Fall 2025,PSYC,3350,06,Intro to Cognitive Psychology,Harlan,Pamela Kay,50,18,5,1,,,3.528,PSYC3350
Fall 2025,PSYC,3350,07,Intro to Cognitive Psychology,Xu,Yinan,40,13,5,0,5,1,3.235,PSYC3350
Fall 2025,PSYC,3350,01,Intro to Cognitive Psychology,Yoshida,Hanako,43,15,1,1,,,3.639,PSYC3350
Fall 2025,PSYC,3350,08,Intro to Cognitive Psychology,Saiyed,Amna Shabbir,37,18,2,1,1,,3.497,PSYC3350
Fall 2025,PSYC,3350,02,Intro to Cognitive Psychology,Yoshida,Hanako,46,9,2,0,,1,3.667,PSYC3350
Fall 2025,PSYC,4363,01,Abnormal Child Psych,Vieira,Alyssa Marie,38,29,9,0,2,2,3.192,PSYC4363
Fall 2025,PSYC,4363,02,Abnormal Child Psych,Wall,Juliana,66,10,3,0,,,3.718,PSYC4363
Fall 2025,PSYC,4363,03,Abnormal Child Psych,Bautista,Ashley,63,11,4,0,,1,3.638,PSYC4363
Fall 2025,PSYC,4363,06,Abnormal Child Psych,Salentine,Cassidy,49,18,7,0,1,3,3.351,PSYC4363
Fall 2025,PSYC,3331,01,Psychology of Gender,Pathak,Neha,31,34,5,4,4,1,3.101,PSYC3331
Fall 2025,PSYC,3331,02,Psychology of Gender,Snead,Alexandra L,51,20,4,0,1,,3.527,PSYC3331
Fall 2025,PSYC,3331,03,Psychology of Gender,Snead,Alexandra L,47,20,6,2,1,,3.404,PSYC3331
Fall 2025,PSYC,3339,01,Intro To Clinical Psychology,Szafranski,Derek D,32,24,10,4,2,5,2.879,PSYC3339
Fall 2025,PSYC,3339,02,Intro To Clinical Psychology,Szafranski,Derek D,26,27,16,1,5,2,2.81,PSYC3339
Fall 2025,PSYC,3339,03,Intro To Clinical Psychology,Szafranski,Derek D,31,16,15,2,5,8,2.581,PSYC3339
Fall 2025,PSYC,3335,01,PSYC 3335,Anderson,Jill Annette,59,10,0,0,1,,3.758,PSYC3335
Fall 2025,PSYC,3335,02,PSYC 3335,Anderson,Jill Annette,63,7,0,0,,,3.829,PSYC3335
Fall 2025,PSYC,3335,03,PSYC 3335,Anderson,Jill Annette,53,17,0,0,,,3.682,PSYC3335
Fall 2025,PSYC,3347,01,Problems of Normal Life,Anderson,Jill Annette,50,17,0,0,1,2,3.539,PSYC3347
Fall 2025,PSYC,3347,03,Problems of Normal Life,Anderson,Jill Annette,46,23,1,0,,,3.544,PSYC3347
Fall 2025,PSYC,3347,02,Problems of Normal Life,Anderson,Jill Annette,46,19,3,0,,,3.579,PSYC3347
Fall 2025,PSYC,2308,02,Child Development,Miller,Brittany Maleia,40,24,5,2,4,4,3.059,PSYC2308
Fall 2025,PSYC,2308,01,Child Development,Perkovich,Elizabeth Susan,65,4,7,1,1,,3.696,PSYC2308
Fall 2025,PSYC,4354,02,Brain and Behavior,Dobrynin,Pavel,34,18,5,5,8,6,2.697,PSYC4354
Fall 2025,PSYC,4354,01,Brain and Behavior,Leasure,Jennifer Leigh,8,20,11,1,1,2,2.69,PSYC4354
Fall 2025,PSYC,4354,03,Brain and Behavior,Dobrynin,Pavel,3,8,2,1,1,2,2.392,PSYC4354
Fall 2025,PSYC,4397,03,Selected Topics in Psy,Jou,Yu-wen Aka Cynthia,20,24,21,2,2,,2.788,PSYC4397
Fall 2025,PSYC,4397,01,Selected Topics in Psy,Hernandez,Arturo E,28,0,1,0,,3,3.563,PSYC4397
Fall 2025,PSYC,4343,02,Perception,Tamber-Rosenau,Benjamin J,11,22,8,0,2,4,2.611,PSYC4343
Fall 2025,PSYC,4343,01,Perception,Tamber-Rosenau,Benjamin J,11,18,10,1,1,4,2.659,PSYC4343
Fall 2025,PSYC,3338,01,Psychology of Older Adults,Snead,Alexandra L,66,7,1,3,,1,3.667,PSYC3338
Fall 2025,PSYC,2320,01,Abnormal Psychology,Harlan,Pamela Kay,54,14,2,2,,3,3.432,PSYC2320
Fall 2025,PSYC,2307,01,Psychology of Adolescence,Martin,Rebecca B,39,23,7,2,,2,3.306,PSYC2307
Fall 2025,PSYC,3334,01,Psychology & Law,Capuozzo,Kristen Irene,19,19,8,1,1,,3.166,PSYC3334
Fall 2025,PSYC,4371,01,Organizational Psychology,Brummel,Bradley James,28,4,0,0,,1,3.728,PSYC4371
Fall 2025,PSYC,4355,01,Psychology of PM&R,Williams,Michael W,18,8,1,1,1,,3.402,PSYC4355
Fall 2025,PSYC,6338,01,Fndtns of Social Psyc,Knee,Clifford R,27,0,0,0,,,3.792,PSYC6338
Fall 2025,PSYC,6300,01,Stat for Psy,Lai,Keke,18,7,1,0,,,3.654,PSYC6300
Fall 2025,PSYC,7342,01,Bio Bases of Behav,Williams,Michael W,16,3,0,0,,,3.877,PSYC7342
Fall 2025,PSYC,4398,02,Independent Study,Zvolensky,Michael J,5,0,0,0,,,4,PSYC4398
Fall 2025,PSYC,4398,06,Independent Study,Borjon,Jeremy Isaac,3,0,0,0,,,4,PSYC4398
Fall 2025,PSYC,4398,03,Independent Study,Derrick,Jaye L,2,0,0,0,,,4,PSYC4398
Fall 2025,PSYC,4398,01,Independent Study,Bick,Johanna R,1,0,0,0,,,4,PSYC4398
Fall 2025,PSYC,4398,04,Independent Study,Neighbors,Clayton T,1,0,0,0,,,4,PSYC4398
Fall 2025,PSYC,4398,05,Independent Study,Knee,Clifford R,1,0,0,0,,,4,PSYC4398
Fall 2025,PSYC,4398,07,Independent Study,Hernandez,Arturo E,1,0,0,0,,,4,PSYC4398
Fall 2025,PSYC,4398,08,Independent Study,Sabat,Isaac Emmanuel,1,0,0,0,,,4,PSYC4398
Fall 2025,PSYC,4398,09,Independent Study,Fetterman,Adam Kent,1,0,0,0,,,4,PSYC4398
Fall 2025,PSYC,4398,10,Independent Study,Kieffer,Suzanne C,1,0,0,0,,,4,PSYC4398
Fall 2025,PSYC,8399,01,Doctoral Dissertation,Sharp,Carla,3,0,0,0,,,4,PSYC8399
Fall 2025,PSYC,8399,16,Doctoral Dissertation,Gallagher,Matthew Ward,3,0,0,0,,,4,PSYC8399
Fall 2025,PSYC,8399,07,Doctoral Dissertation,Walker,Rheeda L,2,0,0,0,,,4,PSYC8399
