TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,UNSATISFACTORY,NOT REPORTED,TOTAL DROPPED,AVG GPA
Fall 2021,BIOL,8698,1,Doctoral Research,Lin,Chin-Yo,0,0,0,0,0,1,0,0,0,0
Fall 2021,CHEM,8998,15,Doctoral Research,Daugulis,Olafs,0,0,0,0,0,1,0,0,0,0
Fall 2021,COMM,4368,1,Public Relations Campaigns,Paisley,Kimberly A,17,1,0,0,0,0,0,0,0,3.834
Fall 2021,PHIL,3395,2,Selected Topics in Phil,Morrison,Iain P D,2,0,0,0,0,0,0,0,0,3.835
Fall 2021,PHLS,8241,1,Prof Seminar in School Psych,Mire,Sarah Stanford,1,3,0,0,0,0,0,0,0,3.25
Fall 2021,PHLS,8699,2,Doctoral Dissertation,Gonzalez,Jorge E,0,0,0,0,0,1,0,0,0,0
Fall 2021,COMM,6399,3,Masters Thesis,Olson,Beth M,1,0,0,0,0,1,0,0,0,2
Fall 2021,MUSA,8240,2,Doctoral Recital I,Robinson,Daryl Allen,1,0,0,0,0,0,0,0,0,4
Fall 2021,PHOP,8998,1,Doctoral Research,Das,Vallabh E,2,0,0,0,0,0,0,0,0,4
Fall 2021,ACCT,4330,2,Advanced Accounting,Ramaswamy,Vinita,2,0,0,0,0,0,0,0,0,4
Fall 2021,ECE,8398,7,Doctoral Research,Chen,Yuhua,0,0,0,0,0,1,0,0,0,0
Fall 2021,HRMA,8398,3,Research Proposal in Hosp Adm,Koh,Yoon,0,0,0,0,0,1,0,0,0,0
Fall 2021,SOCW,7397,1,Selected Topics in Social Work,Cheung,Monit,1,0,0,0,0,0,0,0,0,4
Fall 2021,ECE,8198,26,Doctoral Research,Wolfe,John C,0,0,0,0,0,1,0,0,0,0
Fall 2021,SOCW,8395,4,Pre-Dissertation Research,Gearing,Robin Edward,0,0,0,0,0,2,0,0,0,0
Fall 2021,ENGL,7398,2,Special Problems,Turchi,Peter D,1,0,0,0,0,0,0,0,0,4
Fall 2021,CIVE,8399,3,Doctoral Dissertation,Wang,Keh-Han,0,0,0,0,0,1,0,0,0,0
Fall 2021,PHCA,6298,2,Special Problems,Aparasu,Rajender R,0,0,0,0,0,1,0,0,0,0
Fall 2021,CHEM,3369,1,Analytical Chemistry 1,Czader,Arkadiusz,5,28,27,3,9,0,0,0,7,2.25
Fall 2021,SOCI,1301,11,Introduction To Sociology,Dorsey,Patricia Lynne,53,13,4,5,4,0,0,0,0,3.296
Fall 2021,SPAN,1501,7,Elementary Spanish I,Miranda Moreno,Sujaila Abigail,8,8,0,1,5,0,0,0,5,2.651
Fall 2021,GOVT,2306,14,US and Texas Const/Politics,Abbott Jr,Kenneth Wayne,19,46,36,18,21,0,0,0,11,2.15
Fall 2021,EDUC,1301,2,Intro to Teaching Profession,Ronduen,Lionnel Ganir,24,5,3,3,3,0,0,0,2,3.167
Fall 2021,COSC,4355,1,Intro to Ubiquitous Computing,Pavlidis,Ioannis T,16,12,2,0,2,0,0,0,4,3.26
Fall 2021,COSC,1336,5,Computer Science & Program,Yun,Changhoon,27,20,13,6,12,0,0,0,8,2.543
Fall 2021,MATH,1342,4,Elementary Statistical Methods,Caputo,Matthew G,29,25,27,20,22,0,0,0,8,2.136
Fall 2021,MARK,7333,1,Search Engine Marketing,Zahn,William J,16,16,0,0,0,0,0,0,1,3.5
Fall 2021,ELCS,6350,2,School Leadership-Principalshp,Klussmann,Duncan Foster,8,0,0,0,0,0,0,0,1,4
Fall 2021,TEPM,6391,2,Project Management Seminar,Hopkins,Ronald K.,3,1,0,0,0,0,0,0,0,3.585
Fall 2021,PHOP,6160,2,Gen Sem Visual Sciences,Coates,Daniel R,27,2,0,0,0,0,0,0,0,3.874
Fall 2021,FINA,6387,1,Managerial Analysis,Basu,Swati,16,1,0,0,0,0,0,0,0,3.844
Fall 2021,MATH,6350,1,Stat. Learning and Data Mining,Azencott,Robert Guy,17,20,0,0,0,0,0,0,3,3.433
Fall 2021,COSC,6360,2,Operating Systems,Paris,Jehan-Francois,13,14,3,2,0,0,0,0,0,3.177
Fall 2021,CUIN,7303,2,Professional Seminar I,Gist,Conra D.,26,3,0,0,0,0,0,0,1,3.862
Fall 2021,CUIN,7386,1,Trends & Issues K12 Scien Educ,Rodriguez,Alberto J,8,0,0,0,0,0,0,0,0,3.835
Fall 2021,ECE,8399,13,Doctoral Dissertation,Jackson,David R,1,0,0,0,0,1,0,0,0,2
Fall 2021,ECE,8598,27,Doctoral Research,Wolfe,John C,0,0,0,0,0,1,0,0,0,0
Fall 2021,FORE,6311,20,Introduction to Foresight,Schultz,Wendy L,17,0,0,0,0,0,0,0,4,3.961
Fall 2021,MECT,6397,31,Selected Topics,Zhu,Weihang,5,0,0,0,0,0,0,0,0,4
Fall 2021,COSC,7199,124,Thesis,Shah,Shishir,1,0,0,0,0,0,0,0,0,4
Fall 2021,IDNS,3132,1,Organic Chem II SEP Workshop,Pattison,Donna,6,16,2,2,1,0,0,0,3,2.889
Fall 2021,CHEM,4272,2,Physical Chemistry Lab II,Czader,Arkadiusz,2,9,1,1,1,0,0,0,1,2.738
Fall 2021,LAW,7397,3,Selected Topics,Gilchrist,Gregory,6,4,2,0,0,0,0,0,0,3.333
Fall 2021,ENGL,1301,122,First Year Writing I,Flakus,Christopher Miguel,20,5,0,0,3,0,0,0,0,3.369
Fall 2021,ACCT,2302,6,Prin of Managerial Accounting,Weber,Catherine K,29,26,14,1,1,0,0,0,4,3.201
Fall 2021,COSC,3360,2,Operating Systems,Rincon Castro,Carlos Alberto,23,35,23,6,17,0,0,0,36,2.382
Fall 2021,PSYC,3310,1,Indstrl-Orgnztnl Psy,Vanegdom,Drake A,39,15,7,3,6,0,0,0,0,3.166
Fall 2021,FINA,4325,1,Retirement and Estate Planning,Lopez,John C,3,7,12,3,4,0,0,0,0,2.183
Fall 2021,BIOL,2120,1,Microbiology for Non-Science,Knapp,Richard D,8,4,5,3,0,0,0,0,2,2.817
Fall 2021,ARCH,4355,1,Houston Architecture,Fox,Stephen,10,5,0,1,0,0,0,0,0,3.397
Fall 2021,BIOE,4348,1,Tissue Engineering,Horton,Renita Elillian,4,5,0,0,2,0,0,0,0,2.818
Fall 2021,SPAN,1502,3,Elementary Spanish II,Gonzalez,Viviannette,17,2,4,0,2,0,0,0,1,3.227
Fall 2021,PSYC,2319,8,Intro to Social Psychology,Snead,Alexandra L.,47,18,1,4,4,0,0,0,4,3.293
Fall 2021,ARTH,3379,1,History-20th & 21th Cent Photo,Tipton,Cammie J,10,4,3,1,2,0,0,0,1,2.851
Fall 2021,MECE,8399,38,Doctoral Dissertation,Wang,Su Su,1,0,0,0,0,0,0,0,0,3.67
Fall 2021,HIST,6395,1,Topics European History,Takriti,Abdel Razzaq,8,0,0,0,0,0,0,0,0,3.918
Fall 2021,ECE,8399,25,Doctoral Dissertation,Roysam,Badrinath,0,0,0,0,0,1,0,0,0,0
Fall 2021,ARCH,6603,11,Architecture Design Studio III,Mantz,Ophelia,5,3,0,0,0,0,0,0,0,3.46
Fall 2021,PETR,5350,1,Natural Gas Engineering,Farouq-Ali,Syed,4,2,0,0,0,0,0,0,0,3.667
Fall 2021,ARCH,3500,43,Architecture Design Studio V,Story,Jon Kevin,1,9,1,0,0,0,0,0,0,2.97
Fall 2021,ENGL,1301,94,First Year Writing I,Mitchell,Josephine Margaret,17,5,1,2,0,0,0,0,1,3.414
Fall 2021,EGRP,1170,2,Engineering Applications IX,Henderson,Jerrod A,0,0,0,0,0,2,0,0,0,0
Fall 2021,IDNS,4397,2,Sel Tops-Natural Scien & Math,Ogletree-Hughes,Monique L,3,3,0,0,0,0,0,0,0,3.61
Fall 2021,PHOP,8798,2,Doctoral Research,Ostrin,Lisa,1,0,0,0,0,0,0,0,0,4
Fall 2021,CHEE,8398,13,Doctoral Research,Orman,Mehmet,0,0,0,0,0,2,0,0,0,0
Fall 2021,THEA,6294,3,Design and Production Studio,Willson,Paige A,1,0,0,0,0,0,0,0,0,4
Fall 2021,PHCA,7305,1,Theory in PHOP,Sansgiry,Sujit Sharad,6,0,0,0,0,0,0,0,0,4
Fall 2021,ARAB,3301,1,Adv Modern Standard Arabic I,Fares,Michael James,1,2,0,0,0,0,0,0,0,3.333
Fall 2021,ENGL,1301,148,First Year Writing I,Brown,Erika J,3,2,1,0,1,0,0,0,0,2.857
Fall 2021,MUSA,4410,3,Applied Piano,Morgulis,Tali,2,0,0,0,0,0,0,0,0,4
Fall 2021,ARTS,4398,3,Independent Study,Parazette,Aaron,2,0,0,0,0,0,0,0,0,4
Fall 2021,MUSA,8242,1,Doctoral Recital III,Mueller,Jebediah Lee,1,0,0,0,0,0,0,0,0,4
Fall 2021,CHEE,8399,1,Doctoral Dissertation,Balakotaiah,Vemuri,1,0,0,0,0,0,0,0,0,4
Fall 2021,CUIN,8398,10,Independent Study,Li,Miao,1,0,0,0,0,0,0,0,0,4
Fall 2021,HIST,3399,7,Senior Honors Thesis,Gharala,Norah Linda Andrews,0,0,0,0,0,0,0,0,0,0
Fall 2021,BIOE,8399,20,Doctoral Dissertation,Das,Mini,0,0,0,0,0,1,0,0,0,0
Fall 2021,CUIN,3321,1,Intro to Teaching Middle Grade,Cooper,Jane McIntosh,12,9,2,0,1,0,0,0,0,3.154
Fall 2021,MARK,4374,1,Sales Management,Webb,James R,25,0,0,0,0,0,0,0,0,4
Fall 2021,KIN,1304,3,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,155,24,11,2,6,0,0,0,1,3.644
Fall 2021,KIN,4315,2,Motor Learning and Control,Parikh,Pranav J,30,46,42,3,0,0,0,0,0,2.829
Fall 2021,ENGL,1370,2,Composition II-Honors,Lyke,Larry,61,47,4,0,4,0,0,0,2,3.357
Fall 2021,MARK,4376,2,Sales CRM,Herman,Carl,26,3,0,0,0,0,0,0,1,3.862
Fall 2021,PSYC,2307,1,Psychology of Adolescence,Martin,Rebecca B,78,6,10,2,3,0,0,0,1,3.542
Fall 2021,CUIN,4332,2,Literacy Assess Rdg Writing,Jerasa,Sarah E,25,3,0,0,0,0,0,0,0,3.881
Fall 2021,MECT,4341,1,Materials Select & Management,Robles Hernandez,Francisco C,2,4,3,3,0,0,0,0,1,2.417
Fall 2021,RELS,1301,2,Intro To Religious Studies,Langton,Karen J,35,6,7,1,1,0,0,0,1,3.46
Fall 2021,HRMA,1345,1,"Safety, Sanitation in Hosp Ind",Sirsat,Sujata Ashok,18,15,3,0,2,0,0,0,0,3.107
Fall 2021,GOVT,2305,19,"US Govt: Congress,Pres & Crts",Davis,Sharon M,25,46,38,14,38,0,0,0,33,2.023
Fall 2021,MANA,7332,1,Effective Negotiating,Miller,Carl Chet,24,10,0,0,0,0,0,0,0,3.589
Fall 2021,POLS,6302,1,Research Design,Jenke,Elizabeth,14,8,0,0,0,0,0,0,4,3.546
Fall 2021,SOCW,7304,2,Brief Targeted Interventions,Walton,Quenette,28,0,0,0,0,0,0,0,0,4
Fall 2021,SOCW,7385,1,Field Practicum IV- Clinical,Parker,Jamie Lynne,0,0,0,0,0,12,0,0,0,0
Fall 2021,PSYC,6352,2,Directed Rsch in I/O Psyc,Hoff,Kevin,0,0,0,0,0,3,0,0,0,0
Fall 2021,ARLD,6360,1,Arts & Community Engagement,Richardo,Nicole D,11,0,1,0,0,0,0,0,0,3.833
Fall 2021,CHEM,6698,13,Special Problems,Zastrow,Melissa L,0,0,0,0,0,1,0,0,0,0
Fall 2021,MUSA,6324,1,Applied Violoncello,Kitai,Anthony T,1,0,0,0,0,0,0,0,0,4
Fall 2021,BZAN,7397,2,Sel Topics in Busn Analytics,Aron,Ravi,10,4,0,0,0,0,0,0,0,3.714
Fall 2021,GEOL,6396,1,Graduate Seminar,Rappenglueck,Bernhard,7,0,0,0,0,0,0,0,0,4
Fall 2021,ACCT,7337,1,Oil & Gas Taxation,Wright,Denney L,27,5,0,0,0,0,0,0,1,3.823
Fall 2021,ECE,8298,11,Doctoral Research,Han,Zhu,0,0,0,0,0,5,0,0,0,0
Fall 2021,MATH,2131,1,Linear Alg Labs w/MATLAB,Duvall,Jason R.,30,2,0,2,1,0,0,0,12,3.676
Fall 2021,COMM,4365,2,Digital PR and Advertising,Huang,Yan,11,8,2,0,0,0,0,0,0,3.444
Fall 2021,BIOE,4335,1,Capstone Design I,Chen,Ting,42,6,0,0,1,0,0,0,0,3.621
Fall 2021,NUTR,3330,1,Mgmt in Food & Nutr Systems,Haubrick,Kevin,13,22,9,0,0,0,0,0,0,2.971
Fall 2021,HRMA,3358,1,Hospitality Industry Law,Abbott,Jeanna L,35,8,1,2,3,0,0,0,1,3.449
Fall 2021,PSYC,4321,1,Abnormal Psychology,Venta,Amanda Cristina,15,20,5,2,1,0,0,0,0,3.024
Fall 2021,MIS,4397,7,Selected Topics in MIS,Eierdam,Richard R,15,5,1,1,0,0,0,0,1,3.545
Fall 2021,KIN,3305,2,Sport Sociology,Graham,Marilynn Hadassah,64,10,1,0,0,0,0,0,0,3.796
Fall 2021,POLS,3313,1,Intro Internatl Relatns,Chatagnier,John Tyson,24,11,3,1,4,0,0,0,2,3.094
Fall 2021,BIOL,2120,6,Microbiology for Non-Science,Knapp,Richard D,11,9,3,0,0,0,0,0,1,3.305
Fall 2021,LAW,5322,1,Pretrial Litigation,Hawk,Amy Elizabeth,7,10,0,0,0,1,0,1,0,3.222
Fall 2021,BIOE,4115,2,Intro Bioinstrumentation Lab,Ince,Nuri Firat,18,3,0,0,0,0,0,0,0,3.857
Fall 2021,HLT,3304,1,Adolescent Health Issues,Proctor,Robin Ann,30,14,2,2,0,0,0,0,2,3.438
Fall 2021,COMD,3381,2,Audiology,Andrews,Chereece N,33,10,2,0,0,0,0,0,2,3.66
Fall 2021,THEA,3283,1,Stage Management III,Bush,Rachel R,4,0,0,0,0,0,0,0,0,3.835
Fall 2021,COSC,4397,1,Sel Top-Computer Science,Rizk,Nouhad J,13,7,0,0,0,0,0,0,0,3.667
Fall 2021,ARCH,3500,31,Architecture Design Studio V,Beneytez-Duran,Rafael,4,6,1,0,0,0,0,0,0,3.303
Fall 2021,CHEM,1105,4,Foundations of Chem Lab,Zaitsev,Vladimir G,12,4,2,0,0,0,0,0,0,3.427
Fall 2021,PSYC,2301,10,Introduction to Psychology,Manning,Kara F,30,7,7,0,1,0,0,0,0,3.4
Fall 2021,GEOL,1147,2,Introductory Meteorology Lab,Sisson,Virginia B,7,4,2,0,0,0,0,0,1,3.385
Fall 2021,BIOL,1106,18,Biology for Science Majors I,Medrano,Ana I,7,11,2,1,1,0,0,0,2,3.045
Fall 2021,GEOL,1147,4,Introductory Meteorology Lab,Sisson,Virginia B,6,4,1,0,1,0,0,0,2,3.002
Fall 2021,CHEM,1111,35,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,12,2,0,1,0,0,0,0,2.93
Fall 2021,ENGL,1302,34,First Year Writing II,Krajniak,Matthew J,7,10,1,0,6,0,0,0,3,2.5
Fall 2021,ENGL,1370,2,Composition II-Honors,Sisman,Cengiz,61,47,4,0,4,0,0,0,2,3.357
Fall 2021,CORE,1101,3,College Success,Smith,Donna Odle,17,2,0,0,0,0,0,0,0,3.912
Fall 2021,ENGR,2301,4,Mechanics I,Safa,Mahdi,5,1,0,0,0,0,0,0,0,3.833
Fall 2021,HRMA,3352,2,Human Resource Management,Kim,Jaewook,17,3,3,5,3,0,0,0,2,2.775
Fall 2021,MUSI,2210,2,Theory III,Koozin,Timothy,5,6,7,0,1,0,0,0,1,2.719
Fall 2021,WCL,4356,1,World Film and Film Theory,Carrera,Alessandro,21,1,0,0,1,0,0,0,0,3.697
Fall 2021,RELS,3381,2,Global Hinduism,Menon-Chembottil,Sarath Kumar,11,3,0,4,2,0,0,0,3,2.834
Fall 2021,POLS,3394,1,Sel Topics Pol Theory Method,Contractor,Cyrus Ali,12,4,4,0,3,0,0,0,0,2.928
Fall 2021,PHYS,3309,1,Intermediate Mechanics,Meier,Mark Albert,5,10,6,4,2,0,0,0,1,2.457
Fall 2021,MECE,7399,17,Masters Thesis,Sharma,Pradeep,1,0,0,0,0,0,0,0,0,4
Fall 2021,PHIL,6395,3,Seminar Philos Problems,Coates,Daniel J,12,0,0,0,0,0,0,0,0,4
Fall 2021,CUIN,8398,9,Independent Study,Zhang,Jie,3,0,0,0,0,0,0,0,0,4
Fall 2021,LAW,5297,3,Selected Topics,Martin,Jennifer Lee,3,2,0,0,0,0,0,0,0,3.402
Fall 2021,PHYS,8698,26,Doctoral Research,Ren,Zhifeng,0,0,0,0,0,3,0,0,0,0
Fall 2021,SOCW,8995,4,Pre-Dissertation Research,Leung,Yuk-Hi Patrick,0,0,0,0,0,1,0,0,0,0
Fall 2021,CHEE,8598,8,Doctoral Research,Harold,Michael P,0,0,0,0,0,4,0,0,0,0
Fall 2021,ARCH,6600,5,Architecture Design Studio I,Logan,Jason,2,4,0,2,0,0,0,0,0,2.585
Fall 2021,SPAN,8699,8,Dissertation,Goodin-Mayeda,Carrie Elizabeth,0,0,0,0,0,1,0,0,0,0
Fall 2021,ECE,8298,10,Doctoral Research,Fu,Xin,0,0,0,0,0,2,0,0,0,0
Fall 2021,ENGI,1101,2,Engineering Success,Kota,Venkata Krishna Tulasi,1,3,0,0,0,0,0,0,0,3.25
Fall 2021,INDS,4500,5,Industrial Design Studio VII,Kang,Chul Min,2,1,0,0,0,0,0,0,0,3.557
Fall 2021,BIOE,8598,14,Doctoral Research,Romero Ortega,Mario Ignacio,0,0,0,0,0,3,0,0,0,0
Fall 2021,PETR,8598,5,Doctoral Research,Hathon,Lori A,0,0,0,0,0,3,0,0,0,0
Fall 2021,AFSC,2201,2,Evolution of Air Power I,Williams,Randi,1,1,0,0,0,0,0,0,0,3.5
Fall 2021,POLS,8699,11,Doctoral Dissertation,Clark,Jennifer H,0,0,0,0,0,1,0,0,0,0
Fall 2021,SOCW,7397,2,Selected Topics in Social Work,Dettlaff,Alan J,1,0,0,0,0,0,0,0,0,4
Fall 2021,MUSA,6304,1,Conducting,Krager,Franz A,2,0,0,0,0,0,0,0,0,4
Fall 2021,ENGI,4198,1,Independent Study,Kowal,Marsha Christine,0,0,0,0,0,2,0,0,0,0
Fall 2021,MUSA,3426,1,Applied Double Bass,Conley,Shawn,1,0,0,0,0,0,0,0,0,4
Fall 2021,CHEM,8998,13,Doctoral Research,Guloy,Arnold M,0,0,0,0,0,1,0,0,0,0
Fall 2021,ARCH,6397,1,Sel Tpcs-Arc/Urbn Desgn,Kudless,Andrew Justin,0,2,0,0,0,0,0,0,0,3.165
Fall 2021,PHAR,5646,1,Medication Safety,Truong,Mabel,2,0,0,0,0,0,0,0,0,4
Fall 2021,COSC,8398,116,Doctoral Research,Leiss,Ernst L,0,0,0,0,0,1,0,0,0,0
Fall 2021,HIST,6380,2,Public History Internship,Young,Nancy Beck,1,0,0,0,0,0,0,0,0,4
Fall 2021,HDFS,4398,1,Independent Study,Allan,Blake A,1,0,0,0,0,0,0,0,0,4
Fall 2021,COSC,8698,109,Doctoral Research,Gnawali,Omprakash D,0,0,0,0,0,1,0,0,0,0
Fall 2021,MECE,8598,37,Doctoral Research,Cescon,Marzia,0,0,0,0,0,1,0,0,0,0
Fall 2021,GEOL,8399,4,Doctoral Dissertation,Mann,Paul,1,0,0,0,0,0,0,0,0,4
Fall 2021,WCL,3397,2,Selected Topics in WCL,Zaretsky,Robert D,2,0,0,0,0,0,0,0,0,3.835
Fall 2021,BIOL,3301,2,Genetics,Dauwalder,Brigitte,54,100,61,15,12,0,0,0,7,2.674
Fall 2021,HRMA,2160,1,Professional Development,Doudna,Simone P,102,2,0,3,2,0,0,0,1,3.808
Fall 2021,MATH,1314,3,College Algebra,Caputo,Matthew G,58,50,44,30,85,0,0,0,59,1.859
Fall 2021,ECE,4437,2,Embedded Microcomputer Systems,Le,Hung Quang,44,15,3,0,1,0,0,0,1,3.525
Fall 2021,DIGM,4372,20,Costing in Digital Media,Snyder,Karen Yvonne,21,32,6,3,4,0,0,0,2,2.91
Fall 2021,NUTR,2133,3,Comm Food Prod I Lab,Svendsen-Sanchez,Ann Carol,7,6,2,1,0,0,0,0,0,3.105
Fall 2021,HDCS,2301,1,Consumer Science,Stewart,Juliana Floriene,25,13,4,3,3,0,0,0,1,3.07
Fall 2021,MECE,4343,1,Thermal Design,Chen,Xuemei,16,24,28,3,0,0,0,0,3,2.728
Fall 2021,HON,3331,1,Intro to Civic Engagement,Williamson,Jonathan Lyle,14,3,1,0,0,0,0,0,1,3.741
Fall 2021,BIOL,6110,1,Biology Seminar,Sater,Amy,0,0,0,0,0,46,0,0,0,0
Fall 2021,SOCW,6306,4,Social Work Practice Skills,Gonzales,Shelley A,29,0,0,0,0,0,0,0,0,3.92
Fall 2021,GENB,   7A97,3,Selected Topics,Williams,John M,15,0,0,0,0,0,0,0,0,3.802
Fall 2021,ELCS,6350,3,School Leadership-Principalshp,Ude PhD,Audra Diane,6,2,0,0,0,0,0,0,2,3.668
Fall 2021,MECT,6317,1,Application in Stress Analysis,Al-Jamal,Helmi,1,1,1,0,0,0,0,0,0,3.22
Fall 2021,ELCS,6302,3,Decision Making School Ldrs,Butcher,Keith,19,0,0,0,0,0,0,0,1,4
Fall 2021,HRD,6352,1,Inst Design for Training Envir,Waight,Consuelo L,20,0,0,0,0,0,0,0,0,4
Fall 2021,ELCS,7354,1,Leadership for Change,Davis,Tiffany J,14,2,0,0,0,0,0,0,0,3.896
Fall 2021,SOCW,6294,1,Field Practicum II,Parker,Jamie Lynne,0,0,0,0,0,5,0,0,0,0
Fall 2021,COSC,6353,1,Software Design,Subramaniam,Venkat,5,2,0,0,0,0,0,0,1,3.62
Fall 2021,FINA,8398,3,Special Problems,Yerramilli,Vijay,1,0,0,0,0,0,0,0,0,4
Fall 2021,SPEC,8395,1,Doctoral Thesis,Hawkins,Jacqueline McLean,0,0,0,0,0,6,0,0,0,0
Fall 2021,LAW,5307,1,How to Reason,Crump,David L,11,8,1,0,0,0,0,0,0,3.368
Fall 2021,LAW,5348,1,Texas Consumer Law,Marquez,Ryan Michael,3,6,0,0,0,3,0,0,0,2.528
Fall 2021,OPTO,7494,1,General Clinic IIIb,Herring,Ralph Jay,0,0,0,0,0,89,1,0,1,0
Fall 2021,HDCS,4386,1,Communication Strategies,Hitchman Sr,Cal M,25,10,8,2,2,0,0,0,2,3.121
Fall 2021,COMD,4489,3,Clinical Procedures,Cizek,Laura S,12,10,2,0,0,0,0,0,0,3.307
Fall 2021,COMM,3377,2,Strategic PR Planning,Tinsley,Priscilla T,16,10,0,0,0,0,0,0,0,3.488
Fall 2021,BIOL,1197,2,Selected Topics in Biology,Ogletree-Hughes,Monique L,7,6,2,1,2,0,0,0,1,2.778
Fall 2021,MANA,4338,1,Performance Management Systems,Sullivan,David Walter,14,21,9,4,1,0,0,0,1,2.878
Fall 2021,ARTS,3304,2,Intermediate Painting,Frankfort,Dana M,18,1,0,0,0,0,0,0,1,3.947
Fall 2021,CHEM,1111,16,Fundamentals of Chm Lab,Zaitsev,Vladimir G,3,11,3,0,0,0,0,0,1,3.058
Fall 2021,CIVE,4311,1,Prof Practice in Civil Engr,Herman,Reagan,27,19,2,0,0,0,0,0,0,3.493
Fall 2021,EGRP,1151,1,Engineering Applications VII,Henderson,Jerrod A,0,0,0,0,0,5,0,0,0,0
Fall 2021,HRMA,3341,2,Hospitality Managerial Acct,Johnson,Tucker A,12,8,2,2,0,0,0,0,0,3.209
Fall 2021,MUSI,1220,2,Class Piano I,Van Kekerix,Todd Evan,7,2,0,0,1,0,0,0,1,3.334
Fall 2021,NUTR,4348,2,Intro to NUTR Counseling,Honig,Caryn A,16,12,1,2,1,0,0,0,1,3.157
Fall 2021,GEOL,1102,6,Intro to Climate Change Lab,Choi,Yunsoo,13,2,3,0,2,0,0,0,2,3.134
Fall 2021,TLIM,3300,20,Leadership & Innovation Fund,Evans,Gerald S,43,2,1,0,1,0,0,0,0,3.767
Fall 2021,SPAN,3312,1,English/Spanish Translation,Arboleda,Paola,16,4,1,2,0,0,0,0,1,3.507
Fall 2021,MUED,2342,2,Music for Children,McGinnis,Emily Jane,17,2,0,0,0,0,0,0,1,3.912
Fall 2021,SPAN,2308,2,Span for Heritage Learners II,Munuera Pulido,Kevin,7,6,1,0,3,0,0,0,2,2.824
Fall 2021,ANTH,3316,1,Society and Culture of India,Borkataky-Varma,Sravana,18,2,0,0,1,0,0,0,1,3.62
Fall 2021,CIS,2334,4,Information Systems Applicatns,Barnett,Jeffrey Vernon,28,24,5,0,5,0,0,0,5,3.081
Fall 2021,THEA,1111,1,Production,Jackson,Nicholas Fredrick,20,1,0,0,0,0,0,0,1,3.937
Fall 2021,MATH,1100,2,Developmental Math,Chang,James A,0,0,0,0,0,53,20,0,2,0
Fall 2021,HRD,3310,20,Talent Management,Shakir,Khalimah,30,19,7,6,7,0,0,0,1,2.807
Fall 2021,ENGL,1301,56,First Year Writing I,Brandt,Rhianna,5,13,4,0,3,0,0,0,1,2.667
Fall 2021,ARCH,1500,27,Design Studio I,Handanovic,Dijana,4,6,3,0,1,0,0,0,2,2.716
Fall 2021,MUSA,1336,1,Applied Bassoon,Wagner,Elise L,3,0,0,0,0,0,0,0,0,4
Fall 2021,MUSI,1181,2,Group Piano I,Van Kekerix,Todd Evan,6,6,0,0,4,0,0,0,0,2.522
Fall 2021,DIGM,4396,30,Internship in Digital Media,Waite,Jerry J,1,0,0,0,0,0,0,0,1,4
Fall 2021,DIGM,4351,30,Portfolio Development for DIGM,Hargrove,Mark Stephen,11,4,1,1,0,0,0,0,0,3.315
Fall 2021,THEA,4306,1,Edu Thea & Prg Mngt in Schools,Cooper,Charles G,1,2,1,0,0,0,0,0,0,2.835
Fall 2021,MUSA,2378,1,Applied Jazz Guitar,Wheeler,Mike,2,0,0,0,0,0,0,0,0,4
Fall 2021,CORE,1101,14,College Success,Hentges,Caroline Janet,13,0,0,1,0,0,0,0,2,3.762
Fall 2021,MUSI,4397,4,Selected Topics in Music,Miller,Thornton,4,3,0,0,1,0,0,0,1,3.125
Fall 2021,COMM,2311,3,Writing for Print and Digital,Butler,Bryan C,3,11,2,0,1,0,0,0,0,2.805
Fall 2021,ELET,4350,1,Computation Health Informatics,Pollonini,Luca,7,0,0,0,1,0,0,0,0,3.459
Fall 2021,GERM,1501,3,Beginning German I,Bandmann,Tanya,3,1,3,0,0,0,0,0,4,2.859
Fall 2021,INDS,2355,3,Design History I,Williams,Celeste,12,0,0,0,0,0,0,0,1,3.835
Fall 2021,PSYC,6399,13,Masters Thesis,Alfano,Candice A,0,0,0,0,0,2,0,0,0,0
Fall 2021,ECE,8498,24,Doctoral Research,Shan,Xiaonan,0,0,0,0,0,1,0,0,0,0
Fall 2021,BIOL,6498,10,Special Problems,Peng,Weiyi,0,0,0,0,0,1,0,0,0,0
Fall 2021,ARCH,6397,7,Sel Tpcs-Arc/Urbn Desgn,Smith,Joshua S,1,0,0,0,0,0,0,0,0,4
Fall 2021,PSYC,6398,13,Independent Studies,Gallagher,Matthew Ward,3,0,0,0,0,0,0,0,0,4
Fall 2021,DANC,2304,1,Dance Kinesiology,Chapman,Teresa Lynn,1,9,1,0,0,0,0,0,0,3.09
Fall 2021,SOCW,7389,1,Field Practicum IV Macro,Parker,Jamie Lynne,0,0,0,0,0,1,0,0,0,0
Fall 2021,SPAN,2312,7,Intermediate Spanish II,Rozo,Juan Carlos,5,4,2,1,1,0,0,0,5,2.77
Fall 2021,MUSA,1324,2,Applied Violoncello,Cho,Eunghee,2,0,0,0,0,0,0,0,0,4
Fall 2021,PSYC,8399,3,Doctoral Dissertation,Zvolensky,Michael J,0,0,0,0,0,0,0,0,0,0
