TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,NOT REPORTED,TOTAL DROPPED,AVG GPA
Summer 2020,COSC,8399,110,Doctoral Dissertation,Gurkan,Deniz,0,0,0,0,0,0,0,0,0
Summer 2020,LAW,5110,1,Law Review,Sanders,Joseph,0,0,0,0,0,1,0,0,0
Summer 2020,SOCW,7397,8,Selected Topics in Social Work,Pritzker,Suzanne,0,0,0,0,0,0,0,0,0
Summer 2020,CHEM,8399,14,Doctoral Dissertation,Lubchenko,Vassiliy,0,0,0,0,0,0,0,0,0
Summer 2020,PHYS,1102,2,General Physics Laboratory II,Wood,Lowell T,5,11,1,0,0,10,0,1,2
Summer 2020,OPTO,7150,1,Developmental Optometry,Currie,Debra C,67,20,0,0,0,9,0,0,3.365
Summer 2020,PHAR,4280,1,Med/Pt Safety & Informatics,Varkey,Divya A,124,0,0,0,0,0,0,0,4
Summer 2020,MECE,7399,5,Masters Thesis,Sharma,Pradeep,0,0,0,0,0,0,0,0,0
Summer 2020,CHEM,3221,3,Fund of Organic Chem. Lab I,Zaitsev,Vladimir G,6,11,0,0,0,6,0,0,2.444
Summer 2020,ENGI,2304,8,Technical Communications,Wilson,Chad A,18,5,0,0,0,1,0,2,3.295
Summer 2020,PSYC,6336,3,Directed Rsch in Social Psyc,Neighbors,Clayton T,4,0,0,0,0,0,0,0,4
Summer 2020,WGSS,2350,1,Intro To Women's Studies,Fernandes,Bridget Yvonne Diggs,26,1,0,0,0,0,0,0,3.81
Summer 2020,DIGM,3353,30,Visual Communications Tech,Dozier,Devin K,16,5,1,0,0,6,0,1,2.538
Summer 2020,CUIN,7356,2,Issues in Distance Education,Gronseth,Susie L B,19,0,0,0,0,0,0,0,3.965
Summer 2020,BIOL,1153,2,Pre-Nursng Microbio Lab,Knapp,Richard D,5,3,0,0,0,7,0,0,1.889
Summer 2020,SPAN,2302,2,Intermediate Spanish II,Balestra,Alejandra,17,1,3,0,0,3,0,1,3.067
Summer 2020,CHEE,6298,16,Research,Rimer,Jeffrey,0,0,0,0,0,1,0,0,0
Summer 2020,MIS,4477,1,Network & Security Infrastruct,Messinger,Jacob Nelson,18,7,0,0,0,5,0,1,3.111
Summer 2020,PSYC,3341,4,Physiological Psychology,Claussenius-Kalman,Hannah,8,3,0,0,0,3,0,2,2.929
Summer 2020,PHLS,8399,1,Doctoral Dissertation,de Dios,Marcel A,0,0,0,0,0,0,1,0,0
Summer 2020,BIOL,8298,17,Doctoral Research,Sater,Amy,0,0,0,0,0,1,0,0,0
Summer 2020,COSC,8698,113,Doctoral Research,Johnsson,Lennart,0,0,0,0,0,2,0,0,0
Summer 2020,PSYC,4498,2,Independent Study,Kieffer,Suzanne C,1,0,0,0,0,0,0,0,4
Summer 2020,COMD,7391,2,Clinic in Speech Lang Disorder,Schaff,Carrie Allyson,2,0,0,0,0,0,0,0,4
Summer 2020,PCOL,6498,3,Special Problems,Hussain,Tahir,0,0,0,0,0,0,1,0,0
Summer 2020,SOCW,6293,1,Field Practicum I - Foundation,Griffin,Jacqueline,0,0,0,0,0,3,0,0,0
Summer 2020,PHAR,5297,2,Selected Topics in Pharmacy,Trivedi PhD,Meghana,0,0,0,0,0,2,0,0,0
Summer 2020,BIOE,8198,8,Doctoral Research,May,Elebeoba E,0,0,0,0,0,1,0,0,0
Summer 2020,PHAR,5681,1,Infectious Diseases,Beyda,Nicholas D,0,0,0,0,0,0,0,0,0
Summer 2020,PSYC,8399,9,Doctoral Dissertation,Sharp,Carla,0,0,0,0,0,0,0,0,0
Summer 2020,ANTH,6399,6,Masters Thesis,Gordon,Andrew J,0,0,0,0,0,0,0,0,0
Summer 2020,HON,4198,1,Independent Study,Lunstroth,John,1,0,0,0,0,0,0,0,4
Summer 2020,CHEE,6389,2,Chm Engr Project,Orman,Mehmet,2,0,0,0,0,0,0,0,3.835
Summer 2020,ENGL,8399,9,Doctoral Dissertation,Hogue,W Lawrence,0,0,0,0,0,0,0,0,0
Summer 2020,BIOL,8298,24,Doctoral Research,Cole,Blaine J,0,0,0,0,0,0,1,0,0
Summer 2020,SPAN,7198,4,Reading & Research,Kanellos,Nicolas,0,0,0,0,0,1,0,0,0
Summer 2020,MECT,6396,1,Master's Project,Basaran,Burak,1,0,0,0,0,0,0,0,4
Summer 2020,ECON,4390,2,Economics Internship,Boul,Ruxandra,4,1,0,0,0,0,0,0,3.734
Summer 2020,GENB,4320,1,Commercial Law,Hopkins,Troy D,8,0,0,0,0,0,0,0,3.959
Summer 2020,POLS,1337,9,"US Govt: Congress,Pres & Crts",Littlepage,Kelley G,14,38,5,0,0,17,0,2,2.346
Summer 2020,ITEC,1301,2,Intro To Computer Appl Tech,Golovko,Anastasia,23,7,0,0,0,4,0,1,2.864
Summer 2020,COMM,2310,3,Writing for Print and Digital,Andre,Jennifer A,15,7,0,0,0,1,0,1,3.306
Summer 2020,HLT,4310,1,Program Planning for Health,Nicholson,Vanessa Janel,30,11,0,0,0,0,0,0,3.643
Summer 2020,LAW,5328,2,Judicial Externship I,Van Arsdel,Kristina G,0,0,0,0,0,6,0,0,0
Summer 2020,PHYS,1101,5,General Physics Laboratory I,Maric,Sladjana,6,12,3,0,0,8,0,0,2.31
Summer 2020,ENGL,1303,2,First Year Writing I,Cardamone,Thomas John,4,5,2,0,0,4,0,2,1.734
Summer 2020,PHYS,1322,1,University Physics II,Varghese,Oomman K,37,34,9,0,0,31,0,0,2.369
Summer 2020,CHEE,8298,1,Doctoral Research,Donnelly,Vincent M.,0,0,0,0,0,3,0,0,0
Summer 2020,COMM,2310,7,Writing for Print and Digital,Andre,Jennifer A,11,6,0,0,0,7,0,0,2.401
Summer 2020,COSC,8698,112,Doctoral Research,Huang,Shou-Hsuan Stephen,0,0,0,0,0,2,0,0,0
Summer 2020,COMM,6398,3,Special Problems,Madrid-Morales,Daniel,2,0,0,0,0,0,0,0,4
Summer 2020,THEA,6284,1,Program Management,Springfield,Travis,12,0,0,0,0,0,0,0,4
Summer 2020,BIOE,8198,17,Doctoral Research,Willson,Richard,0,0,0,0,0,1,0,0,0
Summer 2020,PEP,8399,4,Doctoral Dissertation,O'Connor,Daniel Patrick,3,0,0,0,0,0,0,0,4
Summer 2020,MATH,6398,4,Special Problems,Ru,Min,0,0,0,0,0,1,0,0,0
Summer 2020,PHCA,8398,3,Doctoral Dissertation Research,Johnson,Michael L,0,0,0,0,0,0,0,0,0
Summer 2020,CIVE,8699,11,Doctoral Dissertation,Nakshatrala,Kalyana,0,0,0,0,0,0,0,0,0
Summer 2020,GEOL,7330,1,Potntl Fld Mtds-Geophys,Bird,Dale E,1,2,0,0,0,0,0,0,3.333
Summer 2020,COSC,8699,122,Doctoral Dissertation,Pavlidis,Ioannis T,1,0,0,0,0,0,0,0,4
Summer 2020,CHEM,8399,23,Doctoral Dissertation,Baldelli,Steve,1,0,0,0,0,0,0,0,4
Summer 2020,CIVE,8398,5,Doctoral Research,Hu,Yandi,0,0,0,0,0,2,0,0,0
Summer 2020,PETR,8198,9,Doctoral Research,Wong,George K,0,0,0,0,0,2,0,0,0
Summer 2020,ENGL,7396,1,Topics in Language & Literatre,Wingard,Jennifer L,2,0,0,0,0,0,0,0,4
Summer 2020,BIOL,8398,14,Doctoral Research,Sater,Amy,0,0,0,0,0,1,0,0,0
Summer 2020,CHEM,8699,13,Doctoral Dissertation,Lee,T Randall,1,0,0,0,0,0,0,0,4
Summer 2020,ECE,8699,33,Doctoral Dissertation,Krishnamoorthy,Harish Sarma,0,0,0,0,0,0,0,0,0
Summer 2020,BIOE,8598,7,Doctoral Research,Ince,Nuri Firat,0,0,0,0,0,1,0,0,0
Summer 2020,PSYC,6398,21,Independent Studies,Bick,Johanna R,1,0,0,0,0,0,0,0,4
Summer 2020,SPAN,2301,1,Intermediate Spanish I,Milner,Allison L,8,5,1,0,0,7,0,0,1.973
Summer 2020,ACCT,5367,1,Intermediate Accounting I,Kuruvilla,Mohan,6,3,0,0,0,5,0,5,2.134
Summer 2020,CHEM,3221,1,Fund of Organic Chem. Lab I,Zaitsev,Vladimir G,7,13,0,0,0,2,0,1,3.105
Summer 2020,SAER,8388,1,Sem-Res Ed Ldshp Pol St,Davis,Tiffany J,21,0,0,0,0,0,0,0,4
Summer 2020,SPAN,3384,1,Intro To Hispanic Literature,Cuesta,Mabel,18,2,0,0,0,1,0,0,3.62
Summer 2020,SPAN,3308,1,Written Com-Hisp Herit Learner,Rozo,Juan Carlos,18,5,0,0,0,0,0,0,3.725
Summer 2020,POLS,3313,2,Intro Internatl Relatns,Pu,Yuyang,23,8,1,0,0,3,0,0,3.334
Summer 2020,PSYC,3341,1,Physiological Psychology,Bodet,Jean Philippe,6,2,0,0,0,9,0,0,1.579
Summer 2020,MUSI,1311,1,Theory II,Garza,Paul Victor,3,2,1,0,0,5,0,1,1.271
Summer 2020,HRMA,3352,1,Human Resource Management,Madera,Juan Manuel,39,3,0,0,0,5,0,1,3.28
Summer 2020,THEA,6297,3,Selected Topics,Ferrarone,Jessica,12,0,0,0,0,0,0,0,4
Summer 2020,TLIM,3363,6,Technical Communications,Piercy,Penelope Junker,17,2,0,0,0,3,0,0,3.174
Summer 2020,TLIM,4372,1,Proposal and Project Writing,Barnwell,Tracy,17,2,0,0,0,4,0,1,3.16
Summer 2020,ENGL,1303,5,First Year Writing I,Chatham,Donna Marie,10,5,1,0,0,1,0,2,2.516
Summer 2020,ARCH,3397,11,Selected Topics,Kudless,Andrew Justin,6,4,0,0,0,0,0,0,3.501
Summer 2020,GENB,5303,1,Prof Acct Communication,Newman,Michael Ray,2,4,0,0,0,1,0,0,2.951
Summer 2020,SOCW,6293,1,Field Practicum I - Foundation,Parker,Jamie Lynne,0,0,0,0,0,3,0,0,0
Summer 2020,CNST,3155,1,Const Materials & Testing,Ahsan,Ahmed Nawal,3,22,1,0,0,16,0,0,1.905
Summer 2020,POLS,1337,1,"US Govt: Congress,Pres & Crts",Littlepage,Kelley G,13,30,3,0,0,23,0,2,1.93
Summer 2020,MANA,4347,1,Ethics and Corp Soc Respon.,Carlin,Barbara A,24,12,0,0,0,7,0,1,3.031
Summer 2020,ACCT,4335,3,Financial Statement Auditing,Kuruvilla,Mohan,5,6,1,0,0,6,0,3,2.157
Summer 2020,ELCS,8350,1,Resource Management,Ledford,Alice Talbert,31,0,0,0,0,0,0,0,3.957
Summer 2020,BIOL,1161,2,Intro To Biol Science Lab 1,Medrano,Ana I,15,6,1,0,0,2,0,0,3.278
Summer 2020,PSYC,6359,3,Directed Rsch in Clinical Psyc,Sharp,Carla,1,0,0,0,0,0,0,0,4
Summer 2020,PHOP,6567,6,Research Practicum A,Ostrin,Lisa,1,0,0,0,0,0,0,0,4
Summer 2020,COMM,6398,16,Special Problems,Vardeman,Jennifer E,0,0,0,0,0,0,0,0,0
Summer 2020,HRMA,6397,1,Selected Topics,Goodell,Erin Oeser,9,0,0,0,0,1,0,0,3.567
Summer 2020,MATH,6398,90,Special Problems,Perepelitsa,Mikhail Antolyevic,0,0,0,0,0,2,0,0,0
Summer 2020,MUSA,8243,1,Doctoral Lecture Recital,Bertman,David Garry,1,0,0,0,0,0,0,0,4
Summer 2020,FINA,8699,2,Doctoral Dissertation,Kumar,Praveen,0,0,0,0,0,0,0,0,0
Summer 2020,PSYC,8121,1,Clinical Psychology Internship,Sharp,Carla,0,0,0,0,0,0,0,0,0
Summer 2020,CHEE,8298,21,Doctoral Research,Economou,Demetre J,0,0,0,0,0,0,2,0,0
Summer 2020,CUIN,8390,10,Doctoral Thesis,Hutchison,Laveria F,3,0,0,0,0,0,0,0,4
Summer 2020,BCHS,6698,15,Special Problems,Weihua,Zhang,0,0,0,0,0,1,0,0,0
Summer 2020,COMD,7391,6,Clinic in Speech Lang Disorder,Schaff,Carrie Allyson,2,0,0,0,0,0,0,0,4
Summer 2020,CHEM,6399,15,Masters Thesis,May,Jeremy A,1,0,0,0,0,0,0,0,4
Summer 2020,CUST,6370,1,Cultural Found Amer Edu,Carales,Vincent D,2,2,0,0,0,0,0,0,3.418
Summer 2020,COMD,6399,4,Masters Thesis,Johnson,Kia,1,0,0,0,0,0,0,0,4
Summer 2020,BCHS,6698,3,Special Problems,McKeon,Frank D,0,0,0,0,0,1,0,0,0
Summer 2020,MATH,8698,18,Doctoral Research,Climenhaga,Vaughn,0,0,0,0,0,3,0,0,0
Summer 2020,PHAR,5675,5,Disease State Management,Asias-Dinh,Bernadette De Leon,0,0,0,0,0,0,0,0,0
Summer 2020,ECE,8598,8,Doctoral Research,Fu,Xin,0,0,0,0,0,2,0,0,0
Summer 2020,COSC,8698,128,Doctoral Research,Tsekos,Nikolaos V,0,0,0,0,0,5,0,0,0
Summer 2020,BCHS,6698,10,Special Problems,Umetani,Michihisa,0,0,0,0,0,1,0,0,0
Summer 2020,BIOL,6698,10,Special Problems,Dryer,Stuart E,0,0,0,0,0,1,0,0,0
Summer 2020,HIST,8677,2,Reading for Comps Exams,Vaughn,Sally N,0,0,0,0,0,0,0,0,0
Summer 2020,GEOL,8699,18,Doctoral Dissertation,Castagna,John P,0,0,0,0,0,0,1,0,0
Summer 2020,MECE,8598,28,Doctoral Research,Prosperetti,Andrea,0,0,0,0,0,1,0,0,0
Summer 2020,PCOL,6298,4,Special Problems,Cuny,Gregory D,0,0,0,0,0,1,0,0,0
Summer 2020,CIVE,8699,6,Doctoral Dissertation,Krakowiak,Konrad,2,0,0,0,0,0,0,0,4
Summer 2020,COMD,7391,20,Clinic in Speech Lang Disorder,Sims,Frankie B,1,0,0,0,0,0,0,0,3.67
Summer 2020,MECE,8198,19,Doctoral Research,Cescon,Marzia,0,0,0,0,0,1,0,0,0
Summer 2020,ENGL,1303,1,First Year Writing I,Downey,Carlton M,14,1,0,0,0,4,0,2,2.58
Summer 2020,HDCS,1300,1,Human Ecosystems & Tech Change,Rifai,Rana Ihsan,51,10,0,0,0,3,0,4,3.509
Summer 2020,INDE,2333,1,Egr Statistics I,Wang,Yaping,12,17,1,0,0,13,0,3,2.303
Summer 2020,ELCS,8332,1,Student Dev in Post Sec. Inst,Messa,Emily Alice,15,0,0,0,0,0,0,0,4
Summer 2020,MAS,2340,1,Intro Mexican American Studies,Rodriguez,Andre,25,7,0,0,0,0,0,1,3.567
Summer 2020,BIOL,1134,4,Hum Anat Physiol Lab I,Gill,Tejendra,17,5,1,0,0,0,0,0,3.638
Summer 2020,PHLS,8364,1,"Prof Prac Psy: Eth,Law,& Iss",Smith,Bradley,22,0,0,0,0,0,0,0,3.895
Summer 2020,PSYC,2344,1,Cultural Psychology,Madubata,Ijeoma J,19,20,0,0,0,7,0,2,2.515
Summer 2020,CIVE,2330,1,Mechanics I (Statics),Herman,Reagan,10,7,2,0,0,5,0,0,2.653
Summer 2020,KIN,3305,3,Sport Sociology,Ogunrinde,Joyce,40,6,2,0,0,7,0,2,3.268
Summer 2020,SOCW,7371,1,Trauma & SW,Donohue-Dioh,Jessica James,23,3,0,0,0,2,0,0,3.501
Summer 2020,MATH,8698,17,Doctoral Research,Mamonov,Alexander V,0,0,0,0,0,1,0,0,0
Summer 2020,PHLS,7193,2,Internship and Practicum,Whitaker,Rachael Gwin,1,0,0,0,0,0,0,0,4
Summer 2020,MECE,3336,1,Mechanics II,Chang,Christiana,12,10,1,0,0,12,0,2,1.943
Summer 2020,MECE,8198,20,Doctoral Research,Joshi,Shailendra Pramod,0,0,0,0,0,4,0,0,0
Summer 2020,PHLS,8699,7,Doctoral Dissertation,Smith,Nathan G,0,0,0,0,0,0,0,0,0
Summer 2020,BIOE,5319,1,Intro to Global Healthcare,Akay PhD,Metin,8,2,0,0,0,0,0,0,3.635
Summer 2020,COMM,3317,1,Multimedia Journalism,Smith,Camilo Hannibal,14,11,0,0,0,0,0,0,3.56
Summer 2020,ECE,8198,36,Doctoral Research,Reddy,Rohith Krishna,0,0,0,0,0,3,0,0,0
Summer 2020,PCOL,6498,1,Special Problems,McConnell,Bradley K,0,0,0,0,0,1,0,0,0
Summer 2020,HON,4398,7,Independent Study,Valier,Helen K,7,0,0,0,0,0,0,0,4
Summer 2020,ELED,6301,2,Tch Soc Studies/Ele Sch,Brower,Samuel Richard,0,1,0,0,0,0,0,0,3.33
Summer 2020,PCOL,8698,1,Doctoral Research,Lokhandwala,Mustafa F,0,0,0,0,0,0,0,0,0
Summer 2020,PCOL,6498,6,Special Problems,Statsyuk,Alexander V,1,0,0,0,0,0,0,0,4
Summer 2020,ENGL,6398,1,Rd&Research in Lang&Lit,Turchi,Peter D,0,0,0,0,0,1,0,0,0
Summer 2020,COSC,8698,103,Doctoral Research,Cheng,Albert M K,0,0,0,0,0,1,0,0,0
Summer 2020,ENGL,8399,8,Doctoral Dissertation,Shepley,Nathan,1,0,0,0,0,0,0,0,4
Summer 2020,COSC,8699,129,Doctoral Dissertation,Verma,Rakesh M,0,0,0,0,0,0,0,0,0
Summer 2020,COSC,4198,401,Independent Study,Rizk,Nouhad J,0,0,0,0,0,1,0,0,0
Summer 2020,PSYC,6398,15,Independent Studies,Alfano,Candice A,1,0,0,0,0,0,0,0,4
Summer 2020,MECE,8398,21,Doctoral Research,Franchek,Matthew,0,0,0,0,0,1,0,0,0
Summer 2020,ECE,8598,13,Doctoral Research,Mayerich,David Matthew,0,0,0,0,0,1,0,0,0
Summer 2020,HIST,4198,1,Independent Study,Klieman,Kairn,1,0,0,0,0,0,0,0,4
Summer 2020,HDCS,2301,1,Consumer Science,Stewart,Juliana Floriene,6,8,1,0,0,3,0,1,2.566
Summer 2020,CHEM,1112,1,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,7,0,0,0,1,0,0,2.55
Summer 2020,PHYS,1102,2,General Physics Laboratory II,Maric,Sladjana,5,11,1,0,0,10,0,1,2
Summer 2020,BIOE,8398,24,Doctoral Research,Raghunathan,Vijaykrishna,0,0,0,0,0,1,0,0,0
Summer 2020,ENGL,8398,1,Graduate English Resrch,Connolly,Sally,0,0,0,0,0,0,1,0,0
Summer 2020,OPTO,7375,1,Contact Lens II,Gostovic,Anita Ticak,74,17,0,0,0,4,0,0,3.653
Summer 2020,MECE,8699,15,Doctoral Dissertation,Yu,Cunjiang,0,0,0,0,0,2,0,0,0
Summer 2020,NURS,6316,1,Healthcare Organizatn Behavior,Brohard,Cheryl L,7,3,0,0,0,0,0,0,3.7
Summer 2020,HRMA,3361,1,Hospitality Marketing,Johnson,Tucker A,35,7,0,0,0,2,0,2,3.57
Summer 2020,ELED,4320,1,Social Studies Ele Sch,Brower,Samuel Richard,31,2,1,0,0,4,0,0,3.43
Summer 2020,TLIM,4397,2,Selected Topics Org Leadership,Burns,Maria,10,0,0,0,0,0,0,0,3.546
Summer 2020,KIN,4370,4,Exercise Testing,Breslin,Whitney L,6,12,1,0,0,2,0,1,2.724
Summer 2020,COMD,7391,4,Clinic in Speech Lang Disorder,Schaff,Carrie Allyson,2,0,0,0,0,0,0,0,4
Summer 2020,ECE,8398,23,Doctoral Research,Mayerich,David Matthew,0,0,0,0,0,1,0,0,0
Summer 2020,ART,1371,1,Fundamentals of Photo/DM,Chen,Mark,22,2,0,0,0,2,0,1,3.42
Summer 2020,GEOL,6358,1,Terrigenous Depositional Systm,Dupre,William Roark,1,5,0,0,0,0,0,0,3.057
Summer 2020,MECE,8699,16,Doctoral Dissertation,Yang,Di,1,0,0,0,0,2,0,0,1.333
Summer 2020,BCHS,8698,24,Doctoral Research,Wang,Yuhong,0,0,0,0,0,2,0,0,0
Summer 2020,COMD,7391,11,Clinic in Speech Lang Disorder,Bolling,Kenyetta,2,0,0,0,0,0,0,0,3.67
Summer 2020,CIVE,8198,8,Doctoral Research,Louie,Stacey M,0,0,0,0,0,2,0,0,0
Summer 2020,GEOL,8698,6,Doctoral Research,Jiang,Xun,0,0,0,0,0,1,0,0,0
Summer 2020,GEOL,8698,27,Doctoral Research,Murphy,Michael,0,0,0,0,0,0,1,0,0
Summer 2020,POLS,8399,12,Doctoral Dissertation,Cantu,Francisco,0,0,0,0,0,0,0,0,0
Summer 2020,PHAR,5681,5,Infectious Diseases,Sofjan,Amelia Kartikasari,0,0,0,0,0,0,0,0,0
Summer 2020,HIST,8699,1,Doctoral Dissertation,Takriti,Abdel Razzaq,0,0,0,0,0,0,0,0,0
Summer 2020,CHEM,8699,21,Doctoral Dissertation,Teets,Thomas,1,0,0,0,0,0,0,0,4
Summer 2020,MIS,8398,2,Special Problems in MIS,Cooper,Randolph B,5,0,0,0,0,0,0,0,4
Summer 2020,BIOL,6355,1,Introduction to Health Systems,Valier,Helen K,27,0,0,0,0,1,0,0,3.857
Summer 2020,ENGL,1304,7,First Year Writing II,Long,Steven A.,8,6,0,0,0,6,0,1,2.174
Summer 2020,CIS,4375,1,Project Management & Practice,Gibbs,Thomas Garfield,0,9,0,0,0,1,0,0,2.766
Summer 2020,HLT,4307,1,Research and Eval in Health,Nicholson,Vanessa Janel,27,7,0,0,0,5,0,0,3.143
Summer 2020,GEOL,1340,2,Earth Systems,Lytwyn,Jennifer N,69,33,5,0,0,33,0,5,2.601
Summer 2020,THEA,6381,1,Scenic Des for H.S. Director,Rigdon,Kevin L,13,0,0,0,0,0,0,0,4
Summer 2020,HON,3397,1,Honors Selected Topics,Price,Daniel M,11,0,0,0,0,0,0,0,3.385
Summer 2020,ELCS,6342,1,Critical Issues in Higher Educ,Davis,Tiffany J,8,1,0,0,0,1,0,0,3.5
Summer 2020,BIOE,8198,2,Doctoral Research,Larin,Kirill,0,0,0,0,0,1,0,0,0
Summer 2020,FINA,7397,3,Selected Topics in Finance,Stewart,Marcus,6,7,0,0,0,1,0,0,2.976
Summer 2020,POLS,3311,2,Intro Compar Politics,Vardy,Ronald V,13,9,2,0,0,4,0,2,2.645
Summer 2020,PHLS,6310,1,Intro To Educ Research,Lee,Jungeun,25,4,0,0,0,1,0,0,3.667
Summer 2020,HRMA,1337,1,Intro To Hospitality Industry,Doudna,Simone P,10,5,1,0,0,2,0,0,3.052
Summer 2020,PHLS,8366,1,"Assmt Child/Adol Aff, Beh, Per",Kahn,David Andrew,3,0,0,0,0,0,0,0,4
Summer 2020,THEA,6281,1,The teaching of Voice,Ward,Rebecca Rose,12,1,0,0,0,0,0,0,3.948
Summer 2020,PHOP,8598,6,Doctoral Research,Rump,Rachel,1,0,0,0,0,0,0,0,4
Summer 2020,BIOL,6698,11,Special Problems,Meisel,Richard P,0,0,0,0,0,2,0,0,0
Summer 2020,NUTR,4353,2,Cultural Comp for Nutr Prof,Hatem,Cherine,23,1,0,0,0,2,0,0,3.482
Summer 2020,COMD,7391,15,Clinic in Speech Lang Disorder,Ivey,Michelle L,3,0,0,0,0,0,0,0,3.78
Summer 2020,ECON,8699,2,Doctoral Dissertation,Szabo,Andrea,0,0,0,0,0,0,0,0,0
Summer 2020,CIVE,8399,1,Doctoral Dissertation,Ballarini,Roberto,2,0,0,0,0,0,0,0,4
Summer 2020,COSC,8398,122,Doctoral Research,Pavlidis,Ioannis T,0,0,0,0,0,3,0,0,0
Summer 2020,GEOL,8698,10,Doctoral Research,Suppe,John,0,0,0,0,0,1,0,0,0
Summer 2020,LAW,6355,2,Govt Nonprofit Extshp II,Hancock,Amy Sladczyk,0,0,0,0,0,5,0,0,0
Summer 2020,PSYC,6393,5,Clinical Research Practicum,Gallagher,Matthew Ward,0,0,0,0,0,1,0,0,0
Summer 2020,CHEM,8698,32,Doctoral Research,Cuny,Gregory D,0,0,0,0,0,1,0,0,0
Summer 2020,PHOP,6167,2,Research Practicum A,Marsack,Jason,1,0,0,0,0,0,0,0,4
Summer 2020,HIST,7399,1,Masters Thesis,Boyd,Sarah Fishman,1,0,0,0,0,0,0,0,4
Summer 2020,PCEU,6698,1,Special Problems,Liu,Xinli,0,0,0,0,0,0,1,0,0
Summer 2020,CHEM,8698,6,Doctoral Research,Gilbertson,Scott R,0,0,0,0,0,4,0,0,0
Summer 2020,SOC,6399,3,Masters Thesis,Kwan,Samantha S,0,0,0,0,0,0,0,0,0
Summer 2020,MATH,4377,1,Advanced Linear Algebra I,Torok,Andrei S,4,4,1,0,0,15,0,2,1.25
Summer 2020,COMM,1301,1,Media and Society,Olson,Beth M,8,18,3,0,0,14,0,0,2.076
Summer 2020,PSYC,3325,7,Psychology of Personality,Olson,Michael Edward,19,8,0,0,0,0,0,1,3.679
Summer 2020,CHEM,1112,15,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,7,1,0,0,4,0,1,2.317
Summer 2020,PHCA,8298,2,Doctoral Dissertation Research,Aparasu,Rajender R,0,0,0,0,0,2,0,0,0
Summer 2020,POLS,3310,1,Intro to Political Theory,Li,Haimo,13,14,1,0,0,3,0,1,2.879
Summer 2020,BIOL,1134,3,Hum Anat Physiol Lab I,Gill,Tejendra,14,6,0,0,0,0,0,2,3.304
Summer 2020,HRD,4344,1,Designing E-Learning,Bennett,LaTasha,36,1,0,0,0,1,0,2,3.825
Summer 2020,HDCS,3304,1,Visual Merchandising,Stewart,Barbara L,6,8,2,0,0,1,0,0,2.719
Summer 2020,MATH,2311,1,Intro To Prob & Statistics,Wang,Wenshuang,30,36,3,0,0,10,0,4,2.917
Summer 2020,MATH,8698,4,Doctoral Research,Ru,Min,0,0,0,0,0,1,0,0,0
Summer 2020,COMM,1301,3,Media and Society,Leydon,Joseph P,23,5,0,0,0,0,0,0,3.821
Summer 2020,HRD,6359,30,Trends in Org Development,Waight,Consuelo L,10,0,0,0,0,0,0,0,4
Summer 2020,MATH,2311,3,Intro To Prob & Statistics,Hafeez,Shahinda,28,30,4,0,0,16,0,7,2.56
Summer 2020,HON,3301,2,Readings in Medicine & Society,Reynolds,Aaron E,24,0,0,0,0,1,0,0,3.774
Summer 2020,PHAR,5642,1,Emergency Medicine,Ordonez,Nancy D,5,0,0,0,0,0,0,0,4
Summer 2020,LAW,5297,4,Selected Topics,Braley,Timothy Shawn,0,0,0,0,0,38,0,1,0
Summer 2020,CIS,6324,1,Information Sys Sec Risk,Conklin,William A,2,0,0,0,0,0,0,0,3.835
Summer 2020,PSYC,7399,14,Masters Thesis,Derrick,Jaye L,1,0,0,0,0,0,0,0,4
Summer 2020,GEOL,7399,11,Masters Thesis,Wang,Guoquan,0,0,0,0,0,0,0,0,0
Summer 2020,LAW,5400,2,Govt Nonprofit Extshp I,Van Arsdel,Kristina G,0,0,0,0,0,1,0,0,0
Summer 2020,PHOP,6567,7,Research Practicum A,Harrison,Wendy W,1,0,0,0,0,0,0,0,4
Summer 2020,CUIN,7392,1,Internship,Andrews,Nicole M,1,0,0,0,0,0,0,0,4
Summer 2020,COSC,8398,103,Doctoral Research,Cheng,Albert M K,0,0,0,0,0,0,0,0,0
Summer 2020,MATH,8398,60,Doctoral Research,Perepelitsa,Mikhail Antolyevic,0,0,0,0,0,2,0,0,0
Summer 2020,BIOE,8399,9,Doctoral Dissertation,Abidian,Mohammad Reza,0,0,0,0,0,0,1,0,0
Summer 2020,LAW,5103,2,Health Law Journal,Chandler,Seth J,0,0,0,0,0,1,0,0,0
Summer 2020,CHEE,6498,5,Research,Rimer,Jeffrey,0,0,0,0,0,1,0,0,0
Summer 2020,PCOL,6298,6,Special Problems,Statsyuk,Alexander V,1,0,0,0,0,0,0,0,4
Summer 2020,LAW,5111,2,Advocates-Blakely Moot Court,Lawrence,Jim E,0,0,0,0,0,1,0,0,0
Summer 2020,PHOP,6160,1,Gen Sem Visual Sciences,Porter,Jason,27,0,0,0,0,0,0,0,4
Summer 2020,SOCW,7388,15,Field Practicum III Macro,Parker,Jamie Lynne,0,0,0,0,0,2,0,0,0
Summer 2020,PHAR,5206,2,Pharmacy and Geriatrics,Ordonez,Nancy D,19,7,0,0,0,0,0,0,3.731
