TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,TOTAL DROPPED,AVG GPA
Spring 2020,HON,2101,1,The Human Situation:Modernity,Bland,Laura Elizabeth,13,2,0,0,0,1,0,3.604
Spring 2020,HON,2101,2,The Human Situation:Modernity,Bland,Laura Elizabeth,13,2,0,0,0,0,0,3.431
Spring 2020,HON,2101,28,The Human Situation:Modernity,Lyke,Larry,13,2,0,0,0,2,0,3.392
Spring 2020,HON,2101,22,The Human Situation:Modernity,Cremins,Robert Paul,14,1,0,0,0,2,0,3.451
Spring 2020,HON,2101,34,The Human Situation:Modernity,Vollrath,Lesli A,14,2,0,0,0,0,0,3.751
Spring 2020,HON,2101,6,The Human Situation:Modernity,Garner,Richard A,14,2,0,0,0,0,0,3.854
Spring 2020,HON,2101,19,The Human Situation:Modernity,Barnes,Michael,15,0,0,0,0,2,0,3.529
Spring 2020,HON,2101,16,The Human Situation:Modernity,Trninic,Marina,15,0,0,0,0,1,0,3.606
Spring 2020,HON,3397,4,Honors Selected Topics,Cremins,Robert Paul,15,0,0,0,0,0,0,4
Spring 2020,HON,3304,1,Objects of Medicine,Lunstroth,John,15,8,0,0,0,0,1,3.667
Spring 2020,HON,2101,15,The Human Situation:Modernity,Trninic,Marina,16,0,0,0,0,1,0,3.687
Spring 2020,HON,3397,2,Honors Selected Topics,Nash,Michael W,16,0,0,0,0,3,0,3.167
Spring 2020,HON,2101,35,The Human Situation:Modernity,Vollrath,Lesli A,17,0,0,0,0,0,0,3.922
Spring 2020,HON,3305,1,Medicine in Performance,Lambeth,Laurie Regine Clements,17,2,0,0,0,1,0,3.7
Spring 2020,HON,3302,1,Readings in Public Health,Lunstroth,John,17,5,0,0,0,0,0,3.728
Spring 2020,HON,4301,1,"Ancient Med, Sci & Tech",Bland,Laura Elizabeth,18,0,0,0,0,2,0,3.567
Spring 2020,HON,3301,3,Readings in Medicine & Society,Valier,Helen K,19,0,0,0,0,3,0,3.365
Spring 2020,HON,4397,1,Honors Selected Topics,Reynolds,Aaron E,20,0,0,0,0,0,0,3.984
Spring 2020,HON,3306,1,Health and Human Rights,Valier,Helen K,22,0,0,0,0,1,0,3.812
Spring 2020,HON,3301,2,Readings in Medicine & Society,Valier,Helen K,22,0,0,0,0,0,0,3.925
Spring 2020,HON,3301,4,Readings in Medicine & Society,Brown,Erika J,23,0,0,0,0,1,0,3.601
Spring 2020,HRD,4396,30,Internship in HRD,Polesello,Daiane,9,5,0,0,0,2,0,2.922
Spring 2020,HRD,6302,1,Design & Management E-Learning,Nair,Maya,14,1,0,0,0,0,0,3.889
Spring 2020,HRD,6301,1,Leadership Development in HRD,Hutchins,Holly M.,14,2,0,0,0,1,0,3.569
Spring 2020,HRD,3346,30,Needs Assessment in HRD,Polesello,Daiane,15,1,0,0,0,0,0,3.609
Spring 2020,HRD,4396,1,Internship in HRD,Owens-Shepard,Toya,21,6,0,0,0,0,0,3.778
Spring 2020,HRD,4352,30,Facilitation Strategies,Polesello,Daiane,22,5,0,0,0,5,0,3.061
Spring 2020,HRD,3351,1,Instructional Design for HRD,Pereira-Leon,Maura Josefina,25,13,0,0,0,1,0,3.513
Spring 2020,HRD,3340,1,Intro to Training & Developmen,Gillette,Estella,27,8,0,0,0,2,1,3.335
Spring 2020,HRD,3351,30,Instructional Design for HRD,Bennett,LaTasha,29,4,0,0,0,5,1,3.257
Spring 2020,HRD,3350,30,Global Human Resource Devel,Polesello,Daiane,32,1,0,0,0,5,0,3.325
Spring 2020,HRD,3310,1,Intro Career Devel & Planning,Greer,Tomika,33,6,1,0,0,0,1,3.8
Spring 2020,HRD,4352,1,Facilitation Strategies,Del Grande,Lisa,34,7,0,0,0,1,0,3.628
Spring 2020,HRD,4303,1,Measuring Performance Outcomes,Gillette,Estella,35,4,0,0,0,1,0,3.792
Spring 2020,HRD,3346,1,Needs Assessment in HRD,Del Grande,Lisa,36,4,0,0,0,1,1,3.789
Spring 2020,HRD,4344,1,Designing E-Learning,Bennett,LaTasha,41,3,0,0,0,2,0,3.675
Spring 2020,HRD,3340,2,Intro to Training & Developmen,Chakraborty,Misha,56,5,0,0,0,1,1,3.844
Spring 2020,HRMA,1301,2,Hospitality Technology,Gunden,Nefike,5,8,0,0,0,1,0,2.955
Spring 2020,HRMA,3336,2,Beverage Management,Jarvis,Nathan Alexander,7,4,0,0,0,1,0,3.416
Spring 2020,HRMA,6396,1,Selected Topics in Hosp Mgt,Smith,Dirk Jon,9,2,0,0,0,0,0,3.758
Spring 2020,HRMA,3348,3,Principles of Hosp Revenue Mgt,Johnson,Tucker A,9,3,0,0,0,0,0,3.695
Spring 2020,HRMA,3361,4,Hospitality Marketing,Johnson,Tucker A,9,3,0,0,0,1,0,3.191
Spring 2020,HRMA,3349,1,Hospitality Purchasing,Graves,Nancy,9,4,0,0,0,0,0,3.692
Spring 2020,HRMA,4361,1,Marketing Strategies,Kwon,Woo Seok,10,7,2,0,0,6,0,2.613
Spring 2020,HRMA,7369,1,Hospitality Financial Assets,Koh,Yoon,11,0,0,0,0,0,0,3.94
Spring 2020,HRMA,6330,1,Statistical Analysis in Hosp.,Draper,Jason A,11,1,0,0,0,1,1,3.615
Spring 2020,HRMA,1345,2,"Safety, Sanitation in Hosp Ind",Sirsat,Sujata Ashok,11,20,0,0,0,5,0,2.779
Spring 2020,HRMA,6360,1,Graduate Directed Practicum,Back,KiJoon,12,0,0,0,0,0,1,4
Spring 2020,HRMA,6397,1,Selected Topics,Lee,Minwoo,12,0,0,0,0,0,0,4
Spring 2020,HRMA,3197,1,Selected Topics in Hospitality,Taylor,David C,13,0,0,0,0,0,1,4
Spring 2020,HRMA,4343,3,Financial Admin for Hosp.Ind.,Johnson,Tucker A,13,7,1,0,0,2,0,3.203
Spring 2020,HRMA,7341,1,Food and Beverage Management,Legendre,Jungyoung Shin,14,0,0,0,0,1,0,3.667
Spring 2020,HRMA,4310,1,Entrepreneurship in Hosp Ind,Smith,Dirk Jon,14,4,0,0,0,2,0,3.4
Spring 2020,HRMA,6397,4,Selected Topics,McCaslin,Glynn Randle,16,0,0,0,0,0,0,4
Spring 2020,HRMA,6197,1,Selected Topics,Padilla,Magdalena Manzano,17,0,0,0,0,1,0,3.778
Spring 2020,HRMA,3361,3,Hospitality Marketing,Bowen,John T,17,17,0,0,0,3,0,3.009
Spring 2020,HRMA,7353,2,Services Management in Hosp.,Boger Jr,Carl A,18,0,0,0,0,0,0,4
Spring 2020,HRMA,6380,1,Business Analytics,Lee,Minwoo,18,0,0,0,0,0,0,3.963
Spring 2020,HRMA,3358,1,Hospitality Industry Law,Powell,Pamela E,18,21,2,0,0,3,1,3.144
Spring 2020,HRMA,3364,1,Hotel Sales,Ritter,Marisa,19,10,1,0,0,0,0,3.523
Spring 2020,HRMA,1320,2,Foodservice Management,Graves,Nancy,19,20,0,0,0,21,2,2.23
Spring 2020,HRMA,4367,1,Advanced Lodging Management,Cheatham,Cathy A,20,5,1,0,0,4,0,3.266
Spring 2020,HRMA,4343,1,Financial Admin for Hosp.Ind.,DeFranco,Agnes L,21,8,0,0,0,6,0,3.01
Spring 2020,HRMA,4353,1,Leadership in Hospitality Ind,Goodell,Erin Oeser,21,28,2,0,0,11,1,2.689
Spring 2020,HRMA,2340,2,System of Accts in Hospitality,Ramirez,Arlene D,22,10,4,0,0,17,1,2.333
Spring 2020,HRMA,3361,2,Hospitality Marketing,Bowen,John T,22,21,1,0,0,7,0,2.862
Spring 2020,HRMA,4355,1,Event Administration,Goodell,Erin Oeser,24,5,0,0,0,1,0,3.667
Spring 2020,HRMA,4336,1,Beverage Marketing,Taylor,David C,26,5,1,0,0,5,1,3.27
Spring 2020,HRMA,3341,1,Hospitality Managerial Acct,Ramirez,Arlene D,26,18,4,0,0,4,0,3.086
Spring 2020,HRMA,2340,1,System of Accts in Hospitality,DeFranco,Agnes L,27,16,5,0,0,5,2,3.086
Spring 2020,HRMA,2343,1,Hospitality Cost Controls,Taylor Jr,Scott T,27,17,0,0,0,7,1,3.021
Spring 2020,HRMA,3335,1,Alcoholic Beverage Production,Corsi,Aaron James,28,5,0,0,0,2,0,3.365
Spring 2020,HRMA,4343,2,Financial Admin for Hosp.Ind.,Koh,Yoon,28,8,2,0,0,4,0,3.278
Spring 2020,HRMA,3352,1,Human Resource Management,Guchait,Priyanko,28,13,0,0,0,6,1,3.111
Spring 2020,HRMA,4338,1,Hotel Development,Ramirez,Arlene D,29,0,0,0,0,0,0,3.977
Spring 2020,HRMA,3341,2,Hospitality Managerial Acct,Ramirez,Arlene D,29,21,2,0,0,10,2,2.803
Spring 2020,HRMA,2356,1,Comm Strategies for Hospitalty,Pede,Michael Lawrence,30,0,0,0,0,0,0,3.989
Spring 2020,HRMA,6101,1,Colloquium,Back,KiJoon,30,0,0,0,0,0,0,4
Spring 2020,HRMA,3345,1,Wine Appreciation,Taylor,David C,30,4,0,0,0,6,1,3.127
Spring 2020,HRMA,1301,1,Hospitality Technology,Morosan,Cristian,30,9,1,0,0,5,1,3.238
Spring 2020,HRMA,3348,2,Principles of Hosp Revenue Mgt,Fernandes Guzzo,Renata,30,18,0,0,0,4,0,3.252
Spring 2020,HRMA,3358,2,Hospitality Industry Law,Abbott,Jeanna L,31,5,0,0,0,5,2,3.163
Spring 2020,HRMA,3366,1,Social Media in the Hosp Ind,Lee,Minwoo,31,10,2,0,0,4,0,3.348
Spring 2020,HRMA,1345,1,"Safety, Sanitation in Hosp Ind",Acosta,Karla Michelle,32,3,0,0,0,0,1,3.64
Spring 2020,HRMA,3357,1,Gaming and Casino Managment,Kim,Jaewook,32,8,1,0,0,8,0,3.026
Spring 2020,HRMA,4354,1,Adv Hospitality Operation Mgmt,Doudna,Simone P,32,21,1,0,0,12,0,2.879
Spring 2020,HRMA,4352,1,Hosp Organizational Behavior,Goodell,Erin Oeser,35,10,1,0,0,2,0,3.583
Spring 2020,HRMA,1422,1,Food Service Productn & Ops I,Manske,Melissa Kay,35,12,0,0,0,4,2,3.347
Spring 2020,HRMA,2350,2,Mgmt Principles in Hospitality,Boger Jr,Carl A,36,8,0,0,0,6,2,3.268
Spring 2020,HRMA,2356,2,Comm Strategies for Hospitalty,Haskell,Rebecca Erin,39,1,0,0,0,3,0,3.698
Spring 2020,HRMA,3361,1,Hospitality Marketing,Shin,Min Jung,40,5,0,0,0,1,0,3.804
Spring 2020,HRMA,3346,1,Beer Appreciation,Corsi,Aaron James,40,11,0,0,0,3,0,3.372
Spring 2020,HRMA,4350,1,Strategy&Innovation Hosp Ind,Morosan,Cristian,41,0,0,0,0,0,0,4
Spring 2020,HRMA,2350,1,Mgmt Principles in Hospitality,Boger Jr,Carl A,41,8,0,0,0,2,3,3.533
Spring 2020,HRMA,3336,1,Beverage Management,Simon,Kevin S,42,10,0,0,0,3,1,3.606
Spring 2020,HRMA,2343,2,Hospitality Cost Controls,Taylor Jr,Scott T,42,19,0,0,0,12,0,2.916
Spring 2020,HRMA,3345,3,Wine Appreciation,Simon,Kevin S,44,9,0,0,0,1,1,3.778
Spring 2020,HRMA,1337,1,Intro To Hospitality Industry,Doudna,Simone P,44,12,1,0,0,4,2,3.356
Spring 2020,HRMA,1367,2,Lodging Management,Goodell,Erin Oeser,46,19,1,0,0,6,0,3.329
Spring 2020,HRMA,1367,1,Lodging Management,Goodell,Erin Oeser,48,7,4,0,0,6,0,3.239
Spring 2020,HRMA,4353,2,Leadership in Hospitality Ind,Guchait,Priyanko,49,11,1,0,0,7,1,3.314
Spring 2020,HRMA,2365,1,Tourism,Liu,Yi,50,7,0,0,0,1,0,3.782
Spring 2020,HRMA,3348,1,Principles of Hosp Revenue Mgt,Cheatham,Cathy A,54,15,1,0,0,12,0,3.157
Spring 2020,HRMA,3352,2,Human Resource Management,Madera,Juan Manuel,55,5,0,0,0,4,0,3.6
Spring 2020,HRMA,1320,1,Foodservice Management,Legendre,Jungyoung Shin,59,8,2,0,0,2,0,3.527
Spring 2020,HRMA,2160,1,Professional Development,Doudna,Simone P,85,0,0,0,0,8,4,3.38
Spring 2020,HRMA,3160,1,Hospitality Practicum II,Doudna,Simone P,90,4,1,0,0,2,2,3.815
Spring 2020,HRMA,2220,1,Food Service Productn & Ops II,Haskell,Rebecca Erin,97,4,0,0,0,8,1,3.461
Spring 2020,IDNS,2197,26,Top-Natrl Sci & Mth,Cerna,Eduardo,8,4,1,0,0,3,0,2.896
Spring 2020,IDNS,2197,26,Top-Natrl Sci & Mth,Pattison,Donna,8,4,1,0,0,3,0,2.896
Spring 2020,IDNS,2197,23,Top-Natrl Sci & Mth,Cerna,Eduardo,8,4,0,0,0,1,0,3.143
Spring 2020,IDNS,2197,23,Top-Natrl Sci & Mth,Pattison,Donna,8,4,0,0,0,1,0,3.143
Spring 2020,IDNS,2297,2,Top-Natrl Sci & Mth,Stokes,Donna,9,8,1,0,0,8,1,2.191
Spring 2020,IDNS,2197,32,Top-Natrl Sci & Mth,Pattison,Donna,10,2,0,0,0,2,0,3.309
Spring 2020,IDNS,2197,32,Top-Natrl Sci & Mth,Cerna,Eduardo,10,2,0,0,0,2,0,3.309
Spring 2020,IDNS,2197,38,Top-Natrl Sci & Mth,Ogletree-Hughes,Monique L,11,2,0,0,0,0,0,3.846
Spring 2020,IDNS,2197,31,Top-Natrl Sci & Mth,Cerna,Eduardo,11,2,0,0,0,2,0,3.333
Spring 2020,IDNS,2197,31,Top-Natrl Sci & Mth,Pattison,Donna,11,2,0,0,0,2,0,3.333
Spring 2020,IDNS,1112,1,Physics 1322 Workshop,Cerna,Eduardo,12,0,0,0,0,0,0,3.945
Spring 2020,IDNS,2197,30,Top-Natrl Sci & Mth,Pattison,Donna,12,0,0,0,0,2,0,3.358
Spring 2020,IDNS,2197,30,Top-Natrl Sci & Mth,Cerna,Eduardo,12,0,0,0,0,2,0,3.358
Spring 2020,IDNS,1112,1,Physics 1322 Workshop,Pattison,Donna,12,0,0,0,0,0,0,3.945
Spring 2020,IDNS,2297,1,Top-Natrl Sci & Mth,Stokes,Donna,12,6,0,0,0,6,2,2.276
Spring 2020,IDNS,2197,25,Top-Natrl Sci & Mth,Cerna,Eduardo,13,2,0,0,0,2,0,3.186
Spring 2020,IDNS,1112,2,Physics 1322 Workshop,Cerna,Eduardo,13,2,0,0,0,1,0,3.604
Spring 2020,IDNS,1112,2,Physics 1322 Workshop,Pattison,Donna,13,2,0,0,0,1,0,3.604
Spring 2020,IDNS,2197,3,Top-Natrl Sci & Mth,Cerna,Eduardo,13,2,1,0,0,1,0,3.51
Spring 2020,IDNS,2197,3,Top-Natrl Sci & Mth,Pattison,Donna,13,2,1,0,0,1,0,3.51
Spring 2020,IDNS,2197,25,Top-Natrl Sci & Mth,Pattison,Donna,13,2,0,0,0,2,0,3.186
Spring 2020,IDNS,1101,2,Physics 1301 Workshop,Cerna,Eduardo,13,5,0,0,0,2,0,3.367
Spring 2020,IDNS,2197,35,Top-Natrl Sci & Mth,Cerna,Eduardo,13,5,0,0,0,12,0,2.233
Spring 2020,IDNS,1101,2,Physics 1301 Workshop,Pattison,Donna,13,5,0,0,0,2,0,3.367
Spring 2020,IDNS,2197,35,Top-Natrl Sci & Mth,Pattison,Donna,13,5,0,0,0,12,0,2.233
Spring 2020,IDNS,2197,14,Top-Natrl Sci & Mth,Pattison,Donna,13,7,0,0,0,11,0,2.355
Spring 2020,IDNS,2197,14,Top-Natrl Sci & Mth,Cerna,Eduardo,13,7,0,0,0,11,0,2.355
Spring 2020,IDNS,2197,8,Top-Natrl Sci & Mth,Pattison,Donna,14,3,0,0,0,7,1,2.722
Spring 2020,IDNS,2197,8,Top-Natrl Sci & Mth,Cerna,Eduardo,14,3,0,0,0,7,1,2.722
Spring 2020,IDNS,2197,19,Top-Natrl Sci & Mth,Pattison,Donna,14,5,1,0,0,12,0,2.261
Spring 2020,IDNS,2197,19,Top-Natrl Sci & Mth,Cerna,Eduardo,14,5,1,0,0,12,0,2.261
Spring 2020,IDNS,1101,1,Physics 1301 Workshop,Cerna,Eduardo,15,7,0,0,0,3,1,3.214
Spring 2020,IDNS,1101,1,Physics 1301 Workshop,Pattison,Donna,15,7,0,0,0,3,1,3.214
Spring 2020,IDNS,2197,20,Top-Natrl Sci & Mth,Pattison,Donna,15,12,0,0,0,4,1,3.044
Spring 2020,IDNS,2197,20,Top-Natrl Sci & Mth,Cerna,Eduardo,15,12,0,0,0,4,1,3.044
Spring 2020,IDNS,2197,33,Top-Natrl Sci & Mth,Cerna,Eduardo,16,2,0,0,0,4,2,3.152
Spring 2020,IDNS,2197,33,Top-Natrl Sci & Mth,Pattison,Donna,16,2,0,0,0,4,2,3.152
Spring 2020,IDNS,2197,15,Top-Natrl Sci & Mth,Cerna,Eduardo,16,7,2,0,0,10,0,2.552
Spring 2020,IDNS,2197,15,Top-Natrl Sci & Mth,Pattison,Donna,16,7,2,0,0,10,0,2.552
Spring 2020,IDNS,2197,2,Top-Natrl Sci & Mth,Pattison,Donna,17,4,1,0,0,6,2,2.917
Spring 2020,IDNS,2197,2,Top-Natrl Sci & Mth,Cerna,Eduardo,17,4,1,0,0,6,2,2.917
Spring 2020,IDNS,2197,17,Top-Natrl Sci & Mth,Cerna,Eduardo,17,6,0,0,0,6,0,2.92
Spring 2020,IDNS,2197,17,Top-Natrl Sci & Mth,Pattison,Donna,17,6,0,0,0,6,0,2.92
Spring 2020,IDNS,2197,34,Top-Natrl Sci & Mth,Cerna,Eduardo,17,7,0,0,0,10,1,2.569
Spring 2020,IDNS,2197,34,Top-Natrl Sci & Mth,Pattison,Donna,17,7,0,0,0,10,1,2.569
Spring 2020,IDNS,2197,28,Top-Natrl Sci & Mth,Cerna,Eduardo,18,0,2,0,0,5,0,3.053
Spring 2020,IDNS,2197,28,Top-Natrl Sci & Mth,Pattison,Donna,18,0,2,0,0,5,0,3.053
Spring 2020,IDNS,1102,1,Physics 1302 Workshop,Cerna,Eduardo,18,3,0,0,0,2,0,3.522
Spring 2020,IDNS,1102,1,Physics 1302 Workshop,Pattison,Donna,18,3,0,0,0,2,0,3.522
Spring 2020,IDNS,2197,18,Top-Natrl Sci & Mth,Cerna,Eduardo,19,6,0,0,0,7,1,2.917
Spring 2020,IDNS,2197,18,Top-Natrl Sci & Mth,Pattison,Donna,19,6,0,0,0,7,1,2.917
Spring 2020,IDNS,2197,13,Top-Natrl Sci & Mth,Cerna,Eduardo,19,8,0,0,0,7,0,2.941
Spring 2020,IDNS,2197,13,Top-Natrl Sci & Mth,Pattison,Donna,19,8,0,0,0,7,0,2.941
Spring 2020,IDNS,2197,22,Top-Natrl Sci & Mth,Cerna,Eduardo,20,6,0,0,0,8,0,2.863
Spring 2020,IDNS,2197,22,Top-Natrl Sci & Mth,Pattison,Donna,20,6,0,0,0,8,0,2.863
Spring 2020,IDNS,2197,27,Top-Natrl Sci & Mth,Cerna,Eduardo,21,1,0,0,0,2,1,3.611
Spring 2020,IDNS,2197,27,Top-Natrl Sci & Mth,Pattison,Donna,21,1,0,0,0,2,1,3.611
Spring 2020,IDNS,2197,24,Top-Natrl Sci & Mth,Pattison,Donna,21,7,2,0,0,2,1,3.468
Spring 2020,IDNS,2197,24,Top-Natrl Sci & Mth,Cerna,Eduardo,21,7,2,0,0,2,1,3.468
Spring 2020,IDNS,2197,29,Top-Natrl Sci & Mth,Pattison,Donna,22,1,0,0,0,2,1,3.614
Spring 2020,IDNS,2197,29,Top-Natrl Sci & Mth,Cerna,Eduardo,22,1,0,0,0,2,1,3.614
Spring 2020,IDNS,2197,6,Top-Natrl Sci & Mth,Cerna,Eduardo,22,3,0,0,0,1,1,3.731
Spring 2020,IDNS,2197,6,Top-Natrl Sci & Mth,Pattison,Donna,22,3,0,0,0,1,1,3.731
Spring 2020,IDNS,2197,5,Top-Natrl Sci & Mth,Pattison,Donna,22,5,0,0,0,6,2,3.091
Spring 2020,IDNS,2197,5,Top-Natrl Sci & Mth,Cerna,Eduardo,22,5,0,0,0,6,2,3.091
Spring 2020,IDNS,2197,4,Top-Natrl Sci & Mth,Cerna,Eduardo,23,4,0,0,0,7,0,3.059
Spring 2020,IDNS,2197,4,Top-Natrl Sci & Mth,Pattison,Donna,23,4,0,0,0,7,0,3.059
Spring 2020,IDNS,2197,10,Top-Natrl Sci & Mth,Cerna,Eduardo,24,4,1,0,0,3,1,3.448
Spring 2020,IDNS,2197,10,Top-Natrl Sci & Mth,Pattison,Donna,24,4,1,0,0,3,1,3.448
Spring 2020,IDNS,2197,21,Top-Natrl Sci & Mth,Cerna,Eduardo,24,5,0,0,0,4,1,3.334
Spring 2020,IDNS,2197,21,Top-Natrl Sci & Mth,Pattison,Donna,24,5,0,0,0,4,1,3.334
Spring 2020,IDNS,2197,11,Top-Natrl Sci & Mth,Pattison,Donna,25,2,1,0,0,6,0,3.138
Spring 2020,IDNS,2197,11,Top-Natrl Sci & Mth,Cerna,Eduardo,25,2,1,0,0,6,0,3.138
Spring 2020,IDNS,2197,12,Top-Natrl Sci & Mth,Pattison,Donna,25,3,0,0,0,4,1,3.375
Spring 2020,IDNS,2197,12,Top-Natrl Sci & Mth,Cerna,Eduardo,25,3,0,0,0,4,1,3.375
Spring 2020,IDNS,2197,7,Top-Natrl Sci & Mth,Pattison,Donna,27,1,1,0,0,3,1,3.511
Spring 2020,IDNS,2197,7,Top-Natrl Sci & Mth,Cerna,Eduardo,27,1,1,0,0,3,1,3.511
Spring 2020,IDNS,2197,9,Top-Natrl Sci & Mth,Pattison,Donna,28,1,0,0,0,6,0,3.229
Spring 2020,IDNS,2197,9,Top-Natrl Sci & Mth,Cerna,Eduardo,28,1,0,0,0,6,0,3.229
Spring 2020,IDNS,1111,1,Physics 1321 Workshop,Cerna,Eduardo,29,1,0,0,0,2,1,3.698
Spring 2020,IDNS,1111,1,Physics 1321 Workshop,Pattison,Donna,29,1,0,0,0,2,1,3.698
Spring 2020,IDNS,2197,1,Top-Natrl Sci & Mth,Pattison,Donna,29,5,0,0,0,0,1,3.824
Spring 2020,IDNS,2197,1,Top-Natrl Sci & Mth,Cerna,Eduardo,29,5,0,0,0,0,1,3.824
Spring 2020,IDNS,1111,2,Physics 1321 Workshop,Pattison,Donna,32,1,0,0,0,2,0,3.724
Spring 2020,IDNS,1111,2,Physics 1321 Workshop,Cerna,Eduardo,32,1,0,0,0,2,0,3.724
Spring 2020,IEEM,6330,1,Managing Engineering Functions,Kamrani,Ali K,17,2,0,0,0,0,0,3.756
Spring 2020,ILAS,3350,1,Power Writing,Cowen,Peace,7,11,3,0,0,5,1,2.06
Spring 2020,ILAS,3350,2,Power Writing,Cowen,Peace,10,8,1,0,0,3,0,2.895
Spring 2020,ILAS,2350,2,Introductn to Liberal Studies,Oliva,Luca,21,5,0,0,0,72,0,0.903
Spring 2020,ILAS,4350,2,Liberal Studies Senior Seminar,Oliva,Luca,29,7,0,0,0,3,0,3.194
Spring 2020,INAR,4501,1,Interior Arch Studio VIII,Bruton,Alan P,7,4,0,0,0,0,0,3.516
Spring 2020,INAR,4360,1,Practice of Interior Arch,Yu,Maria H,11,0,0,0,0,0,0,3.88
Spring 2020,INDE,6370,1,Operation Research-Digital Sim,Khator,Suresh K,4,7,0,0,0,5,0,2.215
Spring 2020,INDE,6363,1,Statistical Process Control,Keedy,Elias,5,12,0,0,0,8,1,2.28
Spring 2020,INDE,6372,1,Advanced Linear Optimization,Peng PhD,Jiming Ouyang,7,8,0,0,0,6,0,2.476
Spring 2020,INDE,3381,1,Linear Optimization,Lim,Gino Jinho,9,6,0,0,0,9,0,2.173
Spring 2020,INDE,6336,1,Reliability Engineering,Feng,Qianmei,10,5,0,0,0,1,0,3.355
Spring 2020,INDE,2333,3,Egr Statistics I,Chung,Christopher,10,8,0,0,0,2,1,3.217
Spring 2020,INDE,4369,1,Facilities Planning & Design,Wang,Yaping,12,13,0,0,0,2,0,3.259
Spring 2020,INDE,4111,1,Industrial Engr Seminar,Peng PhD,Jiming Ouyang,13,0,0,0,0,0,0,4
Spring 2020,INDE,4331,1,Anlysis-Ind Activties I,Schulze,Lawrence John Henry,13,11,0,0,0,4,0,3.048
Spring 2020,INDE,3333,1,Engineering Economy I,Chang,Feng-Chang Roger,14,9,1,0,0,14,1,2.237
Spring 2020,INDE,4337,1,Human Factors & Ergonomics,Schulze,Lawrence John Henry,17,18,0,0,0,3,0,3.254
Spring 2020,INDE,7397,2,Selected Topics,Irani,Shahrukh A,18,0,0,0,0,0,0,4
Spring 2020,INDE,6333,1,Probability Stat For Engineers,Sitton,Randal W.,21,7,0,0,0,0,1,3.726
Spring 2020,INDE,2333,2,Egr Statistics I,Wang,Yaping,22,8,2,0,0,14,0,2.503
Spring 2020,INDE,3362,1,Cad/Cam,Kamrani,Ali K,24,3,1,0,0,2,0,3.391
Spring 2020,INDE,4372,1,Operation Control,Sitton,Randal W.,25,13,0,0,0,2,0,3.5
Spring 2020,INDE,6361,1,Prod Planning & Invent Control,Chang,Feng-Chang Roger,30,9,0,0,0,12,1,2.863
Spring 2020,INDE,6332,1,Egr Project Mgt,Chung,Christopher,35,0,0,0,0,0,0,3.991
Spring 2020,INDE,2333,1,Egr Statistics I,Feng,Qianmei,40,30,1,0,0,10,2,2.984
Spring 2020,INDE,4334,1,Engineering Systems Design,Sitton,Randal W.,44,1,0,0,0,0,0,3.985
Spring 2020,INDI,3372,1,Bollywood and Beyond,Tiwari,Bhavya,5,8,0,0,0,1,0,2.709
Spring 2020,INDS,3501,1,Industrial Design Studio VI,Kwon,Eunsook,1,17,2,0,0,3,0,2.537
Spring 2020,INDS,3365,1,Design Research Methods,Wells,Adam C,5,16,0,0,0,4,0,2.575
Spring 2020,INDS,2160,1,Materials and Manufac Methods,Wells,Adam C,5,17,2,0,0,0,0,2.988
Spring 2020,INDS,2341,1,Computer Aided Indus Design I,Chow,George K,6,8,0,0,0,2,0,2.843
Spring 2020,INDS,2501,1,Industrial Design Studio IV,Wells,Adam C,6,19,1,0,0,1,0,3.037
Spring 2020,INDS,1360,1,Visual Thinking,Kimbrough,Mark S,8,6,2,0,0,5,0,2.524
Spring 2020,INDS,1501,1,Industrial Design Studio II,Feng,Feng,9,14,4,0,0,4,0,2.729
Spring 2020,INDS,2165,1,Design Research Methods I,Baker,Lauren Marie,11,10,2,0,0,3,0,2.911
Spring 2020,INDS,2356,1,Design History II,Orto,Luisa,25,2,0,0,0,1,0,3.656
Spring 2020,INTB,3355,1,Global Environment of Business,Miljanic,Andra Olivia,21,0,0,0,0,5,0,3.142
Spring 2020,INTB,3354,1,Business Prin in Global Econ,Thompson,Joseph Lee,23,1,0,0,0,0,0,3.945
Spring 2020,INTB,3355,3,Global Environment of Business,Carvalho,Diogo,152,64,5,0,0,47,4,2.916
Spring 2020,INTB,3355,2,Global Environment of Business,Miljanic,Andra Olivia,231,16,1,0,0,23,1,3.548
Spring 2020,INTB,3354,4,Business Prin in Global Econ,Thompson,Joseph Lee,242,44,1,0,0,16,1,3.59
Spring 2020,INTB,3355,4,Global Environment of Business,Thompson,Joseph Lee,243,20,1,0,0,8,2,3.783
Spring 2020,INTB,3354,2,Business Prin in Global Econ,Thompson,Joseph Lee,270,14,2,0,0,10,2,3.785
Spring 2020,ITAL,2302,2,Second-Year Italian II,Nicosia,Alda,4,6,1,0,0,3,0,2.666
Spring 2020,ITAL,1502,3,Elementary Italian II,Ercolani,Monica,7,5,0,0,0,0,0,3.048
Spring 2020,ITAL,1502,1,Elementary Italian II,Ercolani,Monica,10,3,0,0,0,1,0,3.406
Spring 2020,ITEC,1301,3,Intro To Computer Appl Tech,Bostic,Kyhia,16,14,2,0,0,5,1,2.109
