TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,TOTAL DROPPED,AVG GPA
Spring 2020,POLS,4391,1,Internships in Intl Affairs,Zwald,Zachary J,11,0,0,0,0,0,0,4
Spring 2020,POLS,4398,1,Independent Study,Cross,Renee D,11,1,0,0,0,2,0,3.133
Spring 2020,POLS,1336,14,US and Texas Const/Politics,LeVeaux,Christine,11,3,0,0,0,6,0,2.667
Spring 2020,POLS,3311,6,Intro Compar Politics,Vardy,Ronald V,11,11,3,5,0,0,8,2.867
Spring 2020,POLS,3358,1,Judicial Behavior,Badas,Alex,11,15,1,0,0,8,2,2.464
Spring 2020,POLS,1336,19,US and Texas Const/Politics,Abbott Jr,Kenneth Wayne,11,28,12,0,0,42,5,1.508
Spring 2020,POLS,1337,7,"US Govt: Congress,Pres & Crts",Davis,Sharon M,11,44,8,0,0,61,6,1.34
Spring 2020,POLS,3349,1,American Political Thought,Gish,Dustin,12,1,0,0,0,0,1,3.847
Spring 2020,POLS,6396,1,Topics: Comp Pol & Intl Reltns,Marinov,Nikolay,12,1,0,0,0,0,0,3.898
Spring 2020,POLS,3331,2,American Foreign Policy,Hallmark,Terrell L,12,2,2,0,0,3,0,2.983
Spring 2020,POLS,3310,5,Intro to Political Theory,Bailey,Jeremy D,12,4,0,0,0,2,1,3.242
Spring 2020,POLS,3313,2,Intro Internatl Relatns,Shea,Patrick,12,9,2,0,0,17,2,1.795
Spring 2020,POLS,3316,3,Stats for Political Scientists,Kennedy,Ryan P,12,12,1,0,0,3,2,3.095
Spring 2020,POLS,1336,24,US and Texas Const/Politics,Tedin,Kent L,12,19,1,0,0,49,4,1.147
Spring 2020,POLS,4345,1,Capstone-NSS,Vardy,Ronald V,13,2,0,0,0,1,2,3.354
Spring 2020,POLS,1336,16,US and Texas Const/Politics,Leland,Alison W,13,4,0,0,0,5,0,2.849
Spring 2020,POLS,1337,16,"US Govt: Congress,Pres & Crts",Abbott Jr,Kenneth Wayne,13,9,5,0,0,24,1,1.718
Spring 2020,POLS,3311,3,Intro Compar Politics,Bagashka,Tanya G,13,10,2,0,0,3,0,2.416
Spring 2020,POLS,1337,13,"US Govt: Congress,Pres & Crts",Contractor,Cyrus Ali,13,16,6,0,0,42,6,1.295
Spring 2020,POLS,4390,1,Government Internship,Cross,Renee D,14,1,0,0,0,2,0,3.471
Spring 2020,POLS,3397,2,Selected Topics in Public Law,Belco,Michelle Helene,14,2,1,0,0,1,0,3.403
Spring 2020,POLS,3311,5,Intro Compar Politics,Cantu,Francisco,14,7,1,0,0,11,5,2.108
Spring 2020,POLS,3312,2,"Arguments, Data, Politics",Marinov,Nikolay,14,9,0,0,0,10,3,2.334
Spring 2020,POLS,3311,2,Intro Compar Politics,Aleman,Eduardo,14,11,2,0,0,12,0,2.317
Spring 2020,POLS,3316,1,Stats for Political Scientists,Kim,Yongkwang,15,4,0,0,0,6,1,2.63
Spring 2020,POLS,3326,1,Gov-Pol the Middle East,Contractor,Cyrus Ali,15,6,1,0,0,1,2,2.951
Spring 2020,POLS,3381,1,Political Psychology,Jenke,Elizabeth,15,8,2,0,0,12,0,2.016
Spring 2020,POLS,1337,10,"US Govt: Congress,Pres & Crts",Davis,Sharon M,15,41,12,1,0,69,14,1.263
Spring 2020,POLS,1337,19,"US Govt: Congress,Pres & Crts",Rottinghaus,Brandon J,15,41,3,0,0,38,0,1.929
Spring 2020,POLS,3309,1,Democratization,Kennedy,Ryan P,16,10,2,0,0,5,3,2.873
Spring 2020,POLS,3322,1,Intro Latin-Am Politics,Aleman,Eduardo,16,16,2,0,1,9,1,2.576
Spring 2020,POLS,1336,15,US and Texas Const/Politics,Belco,Michelle Helene,17,0,0,0,0,2,0,3.579
Spring 2020,POLS,3360,1,Politics & Mass Media,Archer,Allison Michelle Nam,17,22,0,0,0,5,0,2.925
Spring 2020,POLS,1337,5,"US Govt: Congress,Pres & Crts",Davis,Sharon M,17,51,11,0,0,53,13,1.655
Spring 2020,POLS,1337,14,"US Govt: Congress,Pres & Crts",Belco,Michelle Helene,18,0,0,0,0,1,0,3.772
Spring 2020,POLS,3333,1,Comparative Elections,Kharmats,Polina G,18,4,0,0,0,1,1,3.609
Spring 2020,POLS,4365,1,National Defense Policy,Vardy,Ronald V,19,4,1,0,0,14,4,2.171
Spring 2020,POLS,3345,1,National Security Law,Abbott Jr,Kenneth Wayne,19,8,0,0,0,2,1,2.95
Spring 2020,POLS,3376,1,Black Political Thought,LeVeaux,Christine,19,8,0,0,0,1,0,3.334
Spring 2020,POLS,3319,1,Politics of Social Policy,Davis,Sharon M,19,9,1,0,0,8,2,2.521
Spring 2020,POLS,3313,1,Intro Internatl Relatns,Chatagnier,John Tyson,19,14,2,0,1,6,0,2.822
Spring 2020,POLS,3367,1,Campaings and Elections,Cole,Jeffrey Bryan,19,14,1,0,0,6,2,2.865
Spring 2020,POLS,3331,1,American Foreign Policy,Chatagnier,John Tyson,19,20,1,0,0,5,0,3.074
Spring 2020,POLS,1336,22,US and Texas Const/Politics,Belco,Michelle Helene,20,1,0,0,0,1,0,3.788
Spring 2020,POLS,3312,1,"Arguments, Data, Politics",Kim,Yongkwang,20,8,1,0,0,10,0,2.684
Spring 2020,POLS,3386,1,Criminal Law,Martinez,Elizabeth Stukes,20,12,1,0,0,9,0,2.682
Spring 2020,POLS,3316,2,Stats for Political Scientists,Basinger,Scott J,21,7,2,0,0,4,1,3.167
Spring 2020,POLS,3366,1,Political Parties,Murray,Richard W,21,8,0,0,0,1,1,3.354
Spring 2020,POLS,3310,1,Intro to Political Theory,Cooper,Carol B,21,11,1,0,0,4,0,2.744
Spring 2020,POLS,3310,2,Intro to Political Theory,Cooper,Carol B,21,11,0,0,0,8,2,2.821
Spring 2020,POLS,3348,1,"Left, Right, and Center",Mallams,Sarah Arlene,21,17,0,0,0,4,1,3.031
Spring 2020,POLS,3312,4,"Arguments, Data, Politics",Marcinek,Elizabeth Nicole Simas,22,7,2,0,0,4,0,2.897
Spring 2020,POLS,3311,4,Intro Compar Politics,Farah,Elena,23,2,0,0,0,0,1,3.744
Spring 2020,POLS,1337,15,"US Govt: Congress,Pres & Crts",Williamson,Jonathan Lyle,23,2,0,0,0,0,0,3.775
Spring 2020,POLS,1336,13,US and Texas Const/Politics,Murray,Richard W,24,26,14,0,0,16,1,2.579
Spring 2020,POLS,1336,21,US and Texas Const/Politics,Abbott Jr,Kenneth Wayne,25,18,3,1,0,0,3,3.397
Spring 2020,POLS,3385,1,Introduction to Law,Jackson,Jerald W,26,13,0,0,0,20,2,2.295
Spring 2020,POLS,3351,1,Law in Literature and Film,Jackson,Jerald W,27,14,0,0,0,3,0,3.149
Spring 2020,POLS,3362,1,Political Campaign Management,Sims,Nancy Lou,28,1,0,0,0,3,1,3.435
Spring 2020,POLS,1336,20,US and Texas Const/Politics,Abbott Jr,Kenneth Wayne,29,23,4,0,0,43,0,1.933
Spring 2020,POLS,1337,12,"US Govt: Congress,Pres & Crts",Mallams,Sarah Arlene,32,48,6,0,0,82,1,1.589
Spring 2020,POLS,1337,20,"US Govt: Congress,Pres & Crts",Davis,Sharon M,33,10,2,0,1,0,2,3.587
Spring 2020,POLS,1336,1,US and Texas Const/Politics,Cole,Jeffrey Bryan,43,32,3,0,0,19,1,2.694
Spring 2020,POLS,1336,8,US and Texas Const/Politics,Littlepage,Kelley G,47,61,8,0,0,74,9,1.862
Spring 2020,POLS,1336,10,US and Texas Const/Politics,Littlepage,Kelley G,48,62,10,0,0,90,7,1.645
Spring 2020,POLS,1337,9,"US Govt: Congress,Pres & Crts",Abbott Jr,Kenneth Wayne,56,79,10,0,0,100,1,1.942
Spring 2020,POLS,1336,2,US and Texas Const/Politics,Casellas,Jason,68,62,10,1,0,69,4,1.99
Spring 2020,POLS,1337,18,"US Govt: Congress,Pres & Crts",Davis,Sharon M,74,10,0,1,0,12,0,3.221
Spring 2020,POLS,1336,11,US and Texas Const/Politics,McDonald,John Terrence George,77,87,12,1,0,69,0,2.365
Spring 2020,POLS,1336,9,US and Texas Const/Politics,McDonald,John Terrence George,79,76,8,0,0,77,1,2.243
Spring 2020,POLS,1336,4,US and Texas Const/Politics,Cole,Jeffrey Bryan,83,59,3,0,0,52,3,2.355
Spring 2020,POLS,1337,17,"US Govt: Congress,Pres & Crts",Clark,Jennifer H,85,7,0,0,0,8,0,3.603
Spring 2020,POLS,1336,3,US and Texas Const/Politics,Contractor,Cyrus Ali,93,28,6,0,0,13,5,3.044
Spring 2020,POLS,1336,3,US and Texas Const/Politics,Murdoch,Douglas,93,28,6,0,0,13,5,3.044
Spring 2020,POLS,1337,1,"US Govt: Congress,Pres & Crts",Cole,Jeffrey Bryan,96,61,13,0,0,57,4,2.44
Spring 2020,POLS,2341,1,Renaissance Classics,Morrison,Iain P D,124,53,0,0,0,38,0,3.018
Spring 2020,POLS,2341,2,Renaissance Classics,Rainbow,Jesse J.,157,28,0,0,0,38,2,3.126
Spring 2020,PSYC,4371,1,Organizational Psychology,Eisenberger,Robert W,4,8,2,0,0,16,0,1.434
Spring 2020,PSYC,3301,9,Intro Psych Stats,Sun,Lichao,4,9,1,0,0,10,3,1.667
Spring 2020,PSYC,4321,3,Abnormal Psychology,Raines,Elizabeth,4,12,2,0,0,21,0,1.295
Spring 2020,PSYC,2344,3,Cultural Psychology,Eisenberger,Robert W,5,6,2,0,0,17,0,1.367
Spring 2020,PSYC,3310,5,Indstrl-Orgnztnl Psy,Snyder,Galen,5,7,0,0,0,11,3,1.59
Spring 2020,PSYC,7305,1,Structural Equations,Mehta,Paras D,5,7,0,0,0,0,0,3.472
Spring 2020,PSYC,4321,6,Abnormal Psychology,Gonzalez,Rogelio David,5,10,3,0,0,7,1,2.012
Spring 2020,PSYC,3341,9,Physiological Psychology,Lipschutz,Rebecca Sara,5,10,1,0,0,4,1,2.567
Spring 2020,PSYC,3301,2,Intro Psych Stats,Rodgers,Shaefali Pillai,5,11,3,0,0,10,5,1.111
Spring 2020,PSYC,1300,11,Intro To Psychology,Manning,Kara F,5,12,0,0,0,12,1,1.92
Spring 2020,PSYC,3350,11,Intro to Cognitive Psychology,Forouzan,Shadab,6,9,0,0,0,8,1,2.146
Spring 2020,PSYC,6302,1,Expermental Dsgn,Francis,David J,6,12,0,0,0,2,0,2.967
Spring 2020,PSYC,3301,7,Intro Psych Stats,Sun,Lichao,6,14,1,0,0,19,5,1.511
Spring 2020,PSYC,1300,9,Intro To Psychology,So,Christine J,6,18,5,0,0,14,2,1.813
Spring 2020,PSYC,3310,3,Indstrl-Orgnztnl Psy,Lewis,Blaine A,7,12,0,0,0,9,0,2.067
Spring 2020,PSYC,3341,7,Physiological Psychology,Halverson,Kelly K,8,3,0,0,0,1,0,3.279
Spring 2020,PSYC,3341,12,Physiological Psychology,Smith,Lia J,8,4,0,0,0,3,0,2.867
Spring 2020,PSYC,3341,4,Physiological Psychology,Sullivan,Kelli Lynn,8,7,1,0,0,5,1,2.54
Spring 2020,PSYC,3350,10,Intro to Cognitive Psychology,Claussenius-Kalman,Hannah,8,8,1,0,0,4,0,2.389
Spring 2020,PSYC,2380,4,Intro To Social Psy,Bartlett,Brooke A,8,13,1,0,0,7,0,2.378
Spring 2020,PSYC,3301,3,Intro Psych Stats,Mehta,Paras D,9,2,0,0,0,8,4,1.226
Spring 2020,PSYC,4397,3,Selected Topics in Psychology,Derrick,Jaye L,9,7,1,0,0,12,1,1.893
Spring 2020,PSYC,2351,4,Psychology of Adolescence,Viana,Andres G,9,12,3,0,0,20,3,1.66
Spring 2020,PSYC,3301,15,Intro Psych Stats,Alonso,Nicole Ashley,9,14,1,0,0,11,1,2.119
Spring 2020,PSYC,3350,4,Intro to Cognitive Psychology,Santacroce,Lindsay,10,3,3,0,0,5,0,2.319
Spring 2020,PSYC,4397,5,Selected Topics in Psychology,Alfano,Candice A,10,8,1,0,0,5,1,2.383
Spring 2020,PSYC,3350,9,Intro to Cognitive Psychology,Claussenius-Kalman,Hannah,10,9,0,0,0,5,0,2.733
Spring 2020,PSYC,4321,9,Abnormal Psychology,Richardson,Angela L,10,9,2,0,0,6,0,2.471
Spring 2020,PSYC,2344,2,Cultural Psychology,Madubata,Ijeoma J,10,10,2,0,0,4,0,2.643
Spring 2020,PSYC,3310,4,Indstrl-Orgnztnl Psy,Snyder,Galen,10,14,5,0,0,15,1,1.891
Spring 2020,PSYC,4397,6,Selected Topics in Psychology,Leasure,Jennifer Leigh,10,15,2,0,0,2,0,3.069
Spring 2020,PSYC,6357,1,Clinical Assessment II,Williams,Michael W,11,2,0,0,0,0,0,3.77
Spring 2020,PSYC,3341,3,Physiological Psychology,Sullivan,Kelli Lynn,11,10,1,0,0,6,0,2.575
Spring 2020,PSYC,3350,12,Intro to Cognitive Psychology,Forouzan,Shadab,11,12,1,1,0,4,0,2.412
Spring 2020,PSYC,3325,5,Psychology of Personality,Anderson,Jill Annette,11,15,3,0,0,6,1,2.743
Spring 2020,PSYC,2301,21,Intro To Methods in Psychology,Mariotto,Marco J,12,9,2,0,0,23,0,1.58
Spring 2020,PSYC,3301,14,Intro Psych Stats,Alonso,Nicole Ashley,12,11,2,0,0,7,2,2.343
Spring 2020,PSYC,3325,3,Psychology of Personality,Wall,Kiana Ellen,12,11,0,0,0,3,0,2.939
Spring 2020,PSYC,1300,4,Intro To Psychology,Woodward,Emma C,12,17,1,0,0,10,2,2.303
Spring 2020,PSYC,4397,1,Selected Topics in Psychology,Hernandez,Arturo E,13,0,0,0,0,0,0,3.714
Spring 2020,PSYC,3350,3,Intro to Cognitive Psychology,Santacroce,Lindsay,13,4,1,0,0,1,1,3
Spring 2020,PSYC,3341,5,Physiological Psychology,Bodet,Jean Philippe,13,4,2,0,0,4,0,2.746
Spring 2020,PSYC,3339,3,Intro To Clinical Psychology,Bennett,Victoria Elizabeth,13,5,1,0,0,7,2,2.654
Spring 2020,PSYC,3325,6,Psychology of Personality,Anderson,Jill Annette,13,7,5,0,0,6,0,2.431
Spring 2020,PSYC,2301,4,Intro To Methods in Psychology,Harlan,Pamela Kay,13,25,5,0,0,21,0,1.985
Spring 2020,PSYC,4310,1,Positive Psychology,Gallagher,Matthew Ward,14,8,1,0,0,2,0,3.254
Spring 2020,PSYC,2301,15,Intro To Methods in Psychology,Tamber-Rosenau,Benjamin J,14,10,1,0,0,12,2,2.197
Spring 2020,PSYC,4321,1,Abnormal Psychology,Babcock,Julia,14,11,2,0,0,9,3,2.46
Spring 2020,PSYC,4321,7,Abnormal Psychology,Long,Laura J,14,12,0,0,0,3,1,3.116
Spring 2020,PSYC,2301,6,Intro To Methods in Psychology,Foss,Donald J,14,14,5,0,0,8,0,2.459
Spring 2020,PSYC,2350,2,Child Development,Yoshida,Hanako,14,27,0,0,0,4,1,3.088
Spring 2020,PSYC,1300,10,Intro To Psychology,So,Christine J,15,9,0,0,0,4,2,3.084
Spring 2020,PSYC,2301,11,Intro To Methods in Psychology,Mariotto,Marco J,15,20,0,0,0,34,6,1.667
Spring 2020,PSYC,3301,4,Intro Psych Stats,Mehta,Paras D,16,4,2,0,0,4,1,2.259
Spring 2020,PSYC,3301,5,Intro Psych Stats,Britton,Megan K,16,5,1,0,0,4,1,2.793
Spring 2020,PSYC,6337,1,Grant Writing,Neighbors,Clayton T,17,1,0,0,0,0,0,3.889
Spring 2020,PSYC,3341,6,Physiological Psychology,Bodet,Jean Philippe,17,6,1,0,0,6,4,2.617
Spring 2020,PSYC,8397,1,Selected Topics in Psychology,Damian,Rodica Ioana,18,0,0,0,0,0,0,3.908
Spring 2020,PSYC,2301,17,Intro To Methods in Psychology,Tamber-Rosenau,Benjamin J,18,8,1,0,0,6,2,2.686
Spring 2020,PSYC,3301,11,Intro Psych Stats,Penner,Francesca,18,8,0,0,0,1,2,3.346
Spring 2020,PSYC,2350,5,Child Development,Meers,Jessica Michelle,18,9,0,0,0,2,0,3.459
Spring 2020,PSYC,3301,13,Intro Psych Stats,Samaniego,Charissa Alexandra,18,10,1,0,0,2,2,3.198
Spring 2020,PSYC,3325,2,Psychology of Personality,Wall,Kiana Ellen,18,11,1,0,0,3,0,3.272
Spring 2020,PSYC,3341,1,Physiological Psychology,Kosten,Therese A,19,2,1,0,0,0,0,3.552
Spring 2020,PSYC,3301,12,Intro Psych Stats,Samaniego,Charissa Alexandra,19,12,2,0,0,8,1,2.599
Spring 2020,PSYC,3350,6,Intro to Cognitive Psychology,Anderson,Jill Annette,19,13,1,0,0,6,0,2.892
Spring 2020,PSYC,4321,4,Abnormal Psychology,Raines,Elizabeth,19,13,0,0,0,5,0,3.028
Spring 2020,PSYC,4397,2,Selected Topics in Psychology,Derrick,Jaye L,19,14,1,0,0,6,0,2.83
Spring 2020,PSYC,4321,2,Abnormal Psychology,Babcock,Julia,19,14,1,0,0,0,2,3.163
Spring 2020,PSYC,4321,5,Abnormal Psychology,Gonzalez,Rogelio David,19,17,0,0,0,11,1,2.547
Spring 2020,PSYC,3341,10,Physiological Psychology,Lipschutz,Rebecca Sara,20,5,0,0,0,3,0,3.196
Spring 2020,PSYC,2301,1,Intro To Methods in Psychology,Foss,Donald J,20,10,2,0,0,12,1,2.546
Spring 2020,PSYC,2380,2,Intro To Social Psy,Fetterman,Adam Kent,20,13,3,0,0,4,0,3.175
Spring 2020,PSYC,2380,3,Intro To Social Psy,Bartlett,Brooke A,21,7,0,0,0,13,1,2.181
Spring 2020,PSYC,1300,8,Intro To Psychology,Kieffer,Suzanne C,22,2,1,0,0,4,0,3.189
Spring 2020,PSYC,1300,7,Intro To Psychology,Capuozzo,Kristen Irene,22,3,0,0,0,7,0,2.939
Spring 2020,PSYC,2301,19,Intro To Methods in Psychology,Harlan,Pamela Kay,22,25,8,0,0,7,3,2.732
Spring 2020,PSYC,2380,5,Intro To Social Psy,Serrano Aguirre,Surizaday,23,3,0,0,0,2,1,3.414
Spring 2020,PSYC,3341,11,Physiological Psychology,Smith,Lia J,23,10,0,0,0,1,0,3.549
Spring 2020,PSYC,3350,5,Intro to Cognitive Psychology,Anderson,Jill Annette,23,10,5,0,0,2,0,3.292
Spring 2020,PSYC,1300,3,Intro To Psychology,Woodward,Emma C,24,5,0,0,0,4,2,3.216
Spring 2020,PSYC,3301,10,Intro Psych Stats,Britton,Megan K,24,8,2,0,0,6,3,2.992
Spring 2020,PSYC,2344,8,Cultural Psychology,Wen,Xueqi,24,10,0,0,0,2,1,3.29
Spring 2020,PSYC,4321,10,Abnormal Psychology,Richardson,Angela L,24,13,3,0,0,7,0,2.754
Spring 2020,PSYC,3337,1,Psychology of Human Sexuality,Keo-Meier,Colton Lawrence,24,15,4,0,0,20,3,2.056
Spring 2020,PSYC,3331,1,Psychology of Gender,Snead,Alexandra,25,18,3,0,0,23,4,2.173
Spring 2020,PSYC,3350,8,Intro to Cognitive Psychology,Carlos,Brandon J,26,6,0,0,0,1,0,3.667
Spring 2020,PSYC,3325,4,Psychology of Personality,Najjar,Laian,26,9,1,0,0,1,0,3.559
Spring 2020,PSYC,2344,1,Cultural Psychology,Madubata,Ijeoma J,26,14,1,0,0,4,2,3.145
Spring 2020,PSYC,3301,1,Intro Psych Stats,Deleanu,Evelina,26,20,9,0,0,28,2,2.182
Spring 2020,PSYC,2301,2,Intro To Methods in Psychology,Harlan,Pamela Kay,26,23,4,0,0,14,2,2.657
Spring 2020,PSYC,3325,9,Psychology of Personality,Sutu,Andreea Emanuela,27,0,1,0,0,0,0,3.634
Spring 2020,PSYC,1300,12,Intro To Psychology,Manning,Kara F,28,15,0,0,0,3,1,3.25
Spring 2020,PSYC,3337,3,Psychology of Human Sexuality,Lorenz,Whitney Petit,29,7,1,0,1,3,0,3.262
Spring 2020,PSYC,3341,8,Physiological Psychology,Halverson,Kelly K,29,10,3,0,0,5,2,3.095
Spring 2020,PSYC,1300,6,Intro To Psychology,Jeff-Eke,Evonzia G,30,2,0,0,0,0,0,3.778
Spring 2020,PSYC,1300,5,Intro To Psychology,Jeff-Eke,Evonzia G,30,11,1,0,0,5,0,3.054
Spring 2020,PSYC,2344,9,Cultural Psychology,Wen,Xueqi,31,4,0,0,0,2,1,3.527
Spring 2020,PSYC,3325,10,Psychology of Personality,Sutu,Andreea Emanuela,32,8,0,0,0,6,0,3.139
Spring 2020,PSYC,4321,8,Abnormal Psychology,Long,Laura J,32,8,2,0,0,8,0,3.026
Spring 2020,PSYC,2344,5,Cultural Psychology,Agan,Herb W,32,9,0,0,0,0,0,3.772
Spring 2020,PSYC,3301,6,Intro Psych Stats,Lewis,Blaine A,32,10,3,0,0,3,1,3.355
Spring 2020,PSYC,3301,8,Intro Psych Stats,Penner,Francesca,32,11,0,0,0,7,0,3.161
Spring 2020,PSYC,2344,4,Cultural Psychology,Agan,Herb W,33,6,3,0,0,0,0,3.515
Spring 2020,PSYC,3341,2,Physiological Psychology,Jacob,Jane,33,11,2,0,0,4,1,3.42
Spring 2020,PSYC,3310,7,Indstrl-Orgnztnl Psy,Ingels,Daniel J,34,1,0,0,0,0,0,3.953
Spring 2020,PSYC,3337,2,Psychology of Human Sexuality,Lorenz,Whitney Petit,34,6,1,0,0,7,1,3.163
Spring 2020,PSYC,2350,4,Child Development,Meers,Jessica Michelle,34,8,0,0,0,7,0,3.211
Spring 2020,PSYC,3350,7,Intro to Cognitive Psychology,Carlos,Brandon J,34,10,1,0,0,2,0,3.539
Spring 2020,PSYC,3325,1,Psychology of Personality,Inman,Tonya N,37,12,2,0,0,5,3,3.043
Spring 2020,PSYC,3347,1,Problems of Normal Life,Agan,Herb W,38,2,0,0,0,2,0,3.738
Spring 2020,PSYC,3339,2,Intro To Clinical Psychology,Vujanovic,Anka Anna,38,12,0,0,0,5,0,3.418
Spring 2020,PSYC,3310,6,Indstrl-Orgnztnl Psy,Ingels,Daniel J,39,4,0,0,0,0,2,3.876
Spring 2020,PSYC,3339,4,Intro To Clinical Psychology,Bennett,Victoria Elizabeth,39,6,3,0,0,6,0,3.267
Spring 2020,PSYC,2344,10,Cultural Psychology,Obasare,Ricardo Ejovi,43,9,1,0,0,8,2,3.206
Spring 2020,PSYC,3325,8,Psychology of Personality,Olson,Michael Edward,43,20,0,0,0,9,1,3.089
Spring 2020,PSYC,2380,6,Intro To Social Psy,Serrano Aguirre,Surizaday,44,3,1,0,0,2,0,3.733
Spring 2020,PSYC,2380,1,Intro To Social Psy,Osika,Matylda Maria,46,14,2,0,0,5,3,3.11
Spring 2020,PSYC,2350,1,Child Development,Brandt,Charles P,49,21,0,0,0,8,0,3.27
Spring 2020,PSYC,2344,6,Cultural Psychology,Haddad,Sana,54,6,0,0,0,17,0,2.888
Spring 2020,PSYC,1300,2,Intro To Psychology,Agan,Herb W,59,66,3,0,0,46,1,2.425
Spring 2020,PSYC,3339,1,Intro To Clinical Psychology,Szafranski,Derek D,60,8,2,0,0,10,4,3.329
Spring 2020,PSYC,2351,1,Psychology of Adolescence,Martin,Rebecca B,61,10,1,0,0,4,0,3.496
Spring 2020,PSYC,2351,2,Psychology of Adolescence,Candelari,Abigail E,64,11,0,0,0,3,0,3.612
Spring 2020,PSYC,1300,1,Intro To Psychology,Agan,Herb W,65,70,6,1,0,29,1,2.721
Spring 2020,PSYC,3350,1,Intro to Cognitive Psychology,Deleanu,Evelina,67,8,1,0,0,1,0,3.795
Spring 2020,PSYC,2380,7,Intro To Social Psy,Harlan,Pamela Kay,72,4,0,0,0,3,0,3.734
Spring 2020,RELS,2372,2,Bible and Modern Pop Culture,Tamber-Rosenau,Caryn M,9,2,1,0,0,1,0,3.359
Spring 2020,RELS,3380,1,Intro to Asian Religions,Huynh,Trung,11,5,3,0,0,4,1,2.139
Spring 2020,RELS,3355,1,Yoga and Philosophy,Borkataky-Varma,Sravana,12,1,3,0,0,1,4,3.13
Spring 2020,RELS,3375,1,Christianity and Ethics,Rainbow,Jesse J.,14,5,0,0,0,1,0,3.567
Spring 2020,RELS,3370,1,The Bible and Modern Science,Ott,Aaron Frederick,15,5,0,0,0,14,2,1.948
Spring 2020,RELS,3396,3,Sel Topics Religious Studies,Allen,Paul J,16,0,0,0,0,0,1,3.765
Spring 2020,RELS,2330,1,Judaism,Weiss,Kenneth Scott,16,9,0,0,0,4,0,2.904
Spring 2020,RELS,1301,1,Intro To Religious Studies,Blackwell-Eagleson,Guinn,16,11,1,0,0,9,3,2.31
Spring 2020,RELS,1301,3,Intro To Religious Studies,Blackwell-Eagleson,Guinn,16,15,0,0,0,8,2,2.333
Spring 2020,RELS,2311,1,Bible and Western Culture II,Schmidt,Charles,17,2,0,0,0,0,0,3.912
Spring 2020,RELS,2360,1,Introduction to Buddhism,Huynh,Trung,18,4,0,0,0,6,2,2.72
Spring 2020,RELS,3360,1,Muslim-Christian Relations,Eberhart,Christian,18,6,1,0,0,1,0,3.262
Spring 2020,RELS,2310,2,Bible and Western Culture I,Tamber-Rosenau,Caryn M,24,9,2,0,0,2,0,3.333
Spring 2020,RELS,3366,1,Magic and Occult,Allen,Paul J,27,0,1,0,0,2,1,3.678
Spring 2020,RELS,1301,2,Intro To Religious Studies,Borkataky-Varma,Sravana,37,4,0,0,0,4,1,3.46
Spring 2020,RUSS,1502,1,Beginning Russian II,McGee,Elena V,9,6,1,0,0,1,0,3.294
Spring 2020,SAER,8320,1,Ethnog Mthds Educ,Zou,Yali,11,0,0,0,0,0,0,4
Spring 2020,SAER,8370,1,Program Eval Research,Zhang,Jie,12,0,0,0,0,0,0,3.945
Spring 2020,SCLT,3387,1,Procurement,Hanssen,Byron Ernst,4,15,4,0,0,14,0,1.786
Spring 2020,SCLT,3381,31,Industrial and Consumer Sales,Cassler,Daniel,5,26,0,0,0,24,0,1.633
Spring 2020,SCLT,3381,33,Industrial and Consumer Sales,Cassler,Daniel,9,25,0,0,0,20,0,1.881
Spring 2020,SCLT,2362,32,Intro To Logistics Technology,Cassler,Daniel,9,26,1,0,0,19,0,1.994
Spring 2020,SCLT,2362,30,Intro To Logistics Technology,Cassler,Daniel,9,31,0,0,0,18,0,2.186
Spring 2020,SCLT,2380,1,Distribution Channels,Elliott,Stephen Dwight,10,23,0,0,0,3,0,2.964
Spring 2020,SCLT,4389,32,Practicum in Supply Chain,Kidd,Margaret A,14,11,0,0,0,6,0,2.839
Spring 2020,SCLT,3384,31,Logistics Tech and Processes,Jankovic,James,14,21,0,0,0,2,2,3.279
Spring 2020,SCLT,3389,1,Transportation Law,Melasky,David Hillel,15,14,2,0,0,10,1,2.516
Spring 2020,SCLT,2380,30,Distribution Channels,Elliott,Stephen Dwight,16,15,0,0,0,3,0,2.954
Spring 2020,SCLT,4389,31,Practicum in Supply Chain,Kidd,Margaret A,19,7,0,0,0,5,0,3.055
Spring 2020,SCLT,4389,30,Practicum in Supply Chain,Sugawara,Junko,24,3,0,0,0,1,0,3.585
Spring 2020,SCLT,4380,1,Quality Systems,Burton,Christopher E,24,8,2,0,0,1,2,3.334
Spring 2020,SCLT,4312,30,Inventory & Materials Handling,Henderson,Mary E.,24,13,4,0,0,11,0,2.424
Spring 2020,SCLT,3376,30,Global Trade Intermediaries,Kidd,Margaret A,26,21,2,0,0,3,0,2.983
Spring 2020,SCLT,4375,1,Global Supply Chain,Butler Jr,Bobby Dwight,28,7,1,0,0,4,0,3.334
Spring 2020,SCLT,2362,1,Intro To Logistics Technology,Butler Jr,Bobby Dwight,29,6,0,0,0,3,1,3.483
Spring 2020,SCLT,4375,30,Global Supply Chain,Henderson,Mary E.,29,11,3,0,0,4,2,3.033
Spring 2020,SCLT,3381,32,Industrial and Consumer Sales,Kidd,Margaret A,32,12,0,0,0,4,0,3.355
Spring 2020,SCLT,2380,32,Distribution Channels,Khan-Hill,Keziah Cyline,33,7,2,0,0,4,0,3.427
