TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,NOT REPORTED,TOTAL DROPPED,AVG GPA
Fall 2020,PHCA,7299,5,Master Thesis,Fernandez,Julianna M,1,0,0,0,0,0,0,0,4
Fall 2020,WGSS,4360,1,Capstone Internship Course,De Los Reyes Heredia,Jose Guillermo,4,0,0,0,0,0,0,0,4
Fall 2020,HRMA,8188,2,Ph.D. Colloquium,Back,KiJoon,0,0,0,0,0,1,0,0,0
Fall 2020,MECE,3399,2,Senior Honors Thesis,Yang,Di,0,0,0,0,0,0,0,0,0
Fall 2020,BIOL,6798,6,Special Problems,Meisel,Richard P,0,0,0,0,0,1,0,0,0
Fall 2020,COSC,8698,117,Doctoral Research,Merchant,Fatima Aziz,0,0,0,0,0,1,0,0,0
Fall 2020,MUSA,1334,1,Applied Clarinet,Griffin,Randall S,1,0,0,0,0,0,0,0,3.67
Fall 2020,HON,4398,1,Independent Study,Rhoden,Brenda,4,0,0,0,0,0,0,0,3.918
Fall 2020,PHLS,8699,8,Doctoral Dissertation,de Dios,Marcel A,0,0,0,0,0,0,0,0,0
Fall 2020,COSC,8699,124,Doctoral Dissertation,Shah,Shishir,1,0,0,0,0,0,0,0,4
Fall 2020,PSYC,8399,28,Doctoral Dissertation,Campion,James E,0,0,0,0,0,1,0,0,0
Fall 2020,BIOE,8198,14,Doctoral Research,Das,Mini,0,0,0,0,0,1,0,0,0
Fall 2020,FINA,8398,5,Special Problems,Yerramilli,Vijay,1,0,0,0,0,0,0,0,3.67
Fall 2020,CNST,6396,11,Master's Project,Din,Zia Ud,1,0,0,0,0,0,0,0,4
Fall 2020,PHCA,8698,3,Doctoral Dissertation Research,Abughosh,Susan M,1,0,0,0,0,0,0,0,4
Fall 2020,MUSA,6430,2,Applied Flute,Dorough,Aralee,1,0,0,0,0,0,0,0,4
Fall 2020,CHEM,6998,23,Special Problems,Teets,Thomas,0,0,0,0,0,1,0,0,0
Fall 2020,ART,4398,6,Independent Study,Barbee,Robert N,1,0,0,0,0,0,0,0,4
Fall 2020,PETR,2311,2,Reservoir Petrophysics,Myers,Michael Tolbert,0,0,0,0,0,0,0,0,0
Fall 2020,MUSI,4114,4,Chamber Music - Brass,Bertman,David Garry,1,0,0,0,0,0,0,0,4
Fall 2020,PHOP,6198,8,Spec Prob-Physio Optics,Porter,Jason,1,0,0,0,0,0,0,0,4
Fall 2020,MATH,1330,7,Precalculus,Almus,Melahat,147,79,9,0,0,34,0,31,2.807
Fall 2020,CHEM,3331,4,Fund of Organic Chemistry I,Gilbertson,Scott R,9,6,1,0,0,9,0,0,2
Fall 2020,HIST,1378,8,The U S Since 1877,Wilson,Ezell Lamont,39,5,1,0,0,5,0,0,3.314
Fall 2020,COSC,3360,2,Operating Systems,Rincon Castro,Carlos Alberto,24,19,0,0,0,26,0,4,1.761
Fall 2020,IDNS,1132,3,Calculus II SEP Workshop,Pattison,Donna,14,4,0,0,0,3,0,1,2.899
Fall 2020,ART,3304,1,Intermediate Painting,Willis,William H,17,0,0,0,0,0,0,0,3.778
Fall 2020,PHAR,5158,2,Module Related Skills Lab I,Surati,Dhara Divyang,56,5,0,0,0,0,0,0,3.918
Fall 2020,POLS,3318,1,Intro To Public Policy,Davis,Sharon M,16,11,2,0,0,7,0,1,2.303
Fall 2020,CHEE,3369,1,Chemical Engr Transport Proc,Economou,Demetre J,4,0,0,0,0,6,0,2,0.715
Fall 2020,ENGL,3318,1,The British Novel Since 1832,Lecourt,Sebastian Joseph,6,9,0,0,0,1,0,2,3
Fall 2020,ART,1304,4,Fundamntls-Painting,Stern,Lindsey Rose,16,6,1,0,0,1,0,0,3.473
Fall 2020,CHEM,1111,33,Fundamentals of Chm Lab,Zaitsev,Vladimir G,2,12,2,0,0,2,0,2,2.667
Fall 2020,PHYS,1101,4,General Physics Laboratory I,Wood,Lowell T,6,6,0,0,0,6,0,2,1.952
Fall 2020,GEOL,6397,1,Selected Topics in Geology,Colli,Lorenzo,9,2,0,0,0,0,0,0,3.788
Fall 2020,SCM,4330,3,Bus Modeling and Dec Analysis,Cossick,Kathy L,13,17,0,0,0,19,0,8,1.891
Fall 2020,ARCH,2500,35,Arc/Int Arc Design Studio III,Wienert,Ross George,4,4,1,0,0,1,0,0,2.934
Fall 2020,MATH,3340,1,Intro To Fixed Income Math,Auchmuty,James F G,9,12,3,0,0,10,0,4,2.158
Fall 2020,OPTO,6291,1,General Clinic II,Knowles,Julianne Renee,0,0,0,0,0,1,0,0,0
Fall 2020,BIOL,3396,4,Senior Research Project,Frankino,William A,9,0,0,0,0,0,0,0,4
Fall 2020,CIS,3367,2,Cloud Computing Architecture,Martinez,Jose C,2,0,1,0,0,2,0,0,2.066
Fall 2020,HRMA,7353,2,Services Management in Hosp.,Boger Jr,Carl A,12,0,0,0,0,0,0,0,3.973
Fall 2020,PSYC,2301,27,Intro To Methods in Psychology,Foss,Donald J,15,12,3,0,0,12,0,1,2.17
Fall 2020,FINA,7397,3,Selected Topics in Finance,Susmel,Raul,4,1,0,0,0,0,0,1,3.734
Fall 2020,ELCS,6338,2,American Higher Education,Carales,Vincent D,8,0,0,0,0,0,0,1,3.794
Fall 2020,PEB,4197,1,Selected Topics,Ferrell,Carla Denise,8,3,0,0,0,0,0,0,3.607
Fall 2020,MUSI,1102,4,Wind Ensemble,Kollar,Jamey Aaron,29,0,0,0,0,1,0,0,3.867
Fall 2020,CUIN,4361,1,Second Language Methodology,Elshafie,Marwa,43,3,1,0,0,3,0,0,3.66
Fall 2020,PSYC,4398,5,Independent Study,Alward,Beau Andrew,1,0,0,0,0,0,0,0,4
Fall 2020,BIOL,1153,8,Pre-Nursing Microbio Lab,Knapp,Richard D,8,5,4,0,0,3,0,1,2.5
Fall 2020,AAMS,4397,1,Selected Topics in AAMS,Nguyen,An,1,0,0,0,0,0,0,0,4
Fall 2020,ELCS,8395,8,Doctoral Thesis,Rangel,Virginia,2,0,0,0,0,5,0,0,1.143
Fall 2020,ECE,6397,5,Selected Topics,Shih,Wei-Chuan,6,0,0,0,0,0,0,0,4
Fall 2020,MUSA,6310,5,Applied Piano,Hester,Timothy E,2,0,0,0,0,0,0,0,4
Fall 2020,ENGL,8323,1,Master Workshop: Narrative,Nelson,Antonya,10,0,0,0,0,0,0,0,4
Fall 2020,CHEM,1111,35,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,8,0,0,0,3,0,2,2.499
Fall 2020,CHEM,1111,37,Fundamentals of Chm Lab,Zaitsev,Vladimir G,5,10,0,0,0,3,0,1,2.649
Fall 2020,CHEM,1111,11,Fundamentals of Chm Lab,Zaitsev,Vladimir G,6,6,0,0,0,4,0,0,2.051
Fall 2020,CHEM,1111,13,Fundamentals of Chm Lab,Zaitsev,Vladimir G,4,7,1,0,0,6,0,1,2.122
Fall 2020,ARCH,3380,1,Architecture Plus Film,Froehlich,Dietmar,12,13,0,0,0,0,0,2,3.454
Fall 2020,MUSI,3300,2,Listening To Music Masterworks,Wheeler,Lawrence B,24,10,0,0,0,3,0,1,3.146
Fall 2020,LAW,5104,1,Houston Business/Tax Journal,Wells,Douglas,0,0,0,0,0,5,0,0,0
Fall 2020,MUSA,1334,2,Applied Clarinet,Rowell,Chester D,3,0,0,0,0,0,0,0,4
Fall 2020,MATH,3339,3,Statistics for the Sciences,Papadakis,Emanuel Ioannis,2,14,3,0,0,9,0,3,1.845
Fall 2020,LAW,5418,2,Torts,Mantel,Jessica,19,43,4,0,0,0,0,1,3.267
Fall 2020,CHEE,3333,1,Chem Engr Thermodyn II,Orman,Mehmet,19,17,1,0,0,15,0,0,1.912
Fall 2020,CHEM,3222,7,Fund of Organic Chem. Lab II,Bean,Mary B,9,5,2,0,0,7,0,0,2.319
Fall 2020,MATH,1431,30,Calculus I,Sosa,Moses,98,44,11,0,0,48,0,16,2.195
Fall 2020,POLS,6311,1,Comp Pol Analysis,Aleman,Eduardo,9,1,0,0,0,0,0,1,3.768
Fall 2020,CUIN,8398,4,Independent Study,Lee,Mimi Miyoung,1,0,0,0,0,0,0,0,4
Fall 2020,BIOL,1161,2,Intro To Biol Science Lab 1,Medrano,Ana I,17,2,0,0,0,1,0,1,3.524
Fall 2020,INDS,2500,3,Industrial Design Studio III,Chow,George K,5,6,0,0,0,3,0,0,2.667
Fall 2020,ART,4301,2,Senior Painting Major I,Faseler,Shannon Hayes,5,0,0,0,0,1,0,0,3.278
Fall 2020,ENGI,1100,22,Introduction To Engineering,Kota,Venkata Krishna Tulasi,11,9,3,0,0,4,0,0,2.505
Fall 2020,ELET,2300,1,Introductn To C++ Programming,Malki,Heidar A,5,24,4,0,0,29,0,6,1.454
Fall 2020,ECON,2304,9,Microeconomic Principles,Melendez Lugo,Joel,191,146,25,0,0,181,0,23,2.09
Fall 2020,ELET,4327,1,Optical Circuits,Maida Jr,John Laureto,14,6,0,0,0,0,0,0,3.535
Fall 2020,ACCT,3371,5,Accounting Information Systems,Miles,Carolyn A,7,12,2,0,0,25,0,0,1.271
Fall 2020,BUSI,4350,4,Business Law and Ethics,Currie,Daniel David,137,59,1,0,0,46,0,1,2.909
Fall 2020,ENGL,1370,30,Composition II-Honors,Rainbow,David,2,0,0,0,0,2,0,0,1.918
Fall 2020,MATH,1330,6,Precalculus,May,Jennifer Ruhnow,34,19,2,0,0,8,0,8,2.534
Fall 2020,PHYS,1102,8,General Physics Laboratory II,Maric,Sladjana,1,17,2,0,0,4,0,0,2.486
Fall 2020,PSYC,4321,7,Abnormal Psychology,Lebeaut,Antoine M,23,17,2,0,0,3,0,0,2.973
Fall 2020,COMM,6310,1,Mass Comm Theory and Research,Olson,Beth M,10,3,0,0,0,0,0,0,3.693
Fall 2020,TECH,4310,1,Future of Energy & Environment,Breaux,James William,32,2,1,0,0,1,0,2,3.579
Fall 2020,ELCS,6304,1,Law & Policy for School Leader,Goree,Tonya,11,1,0,0,0,0,0,0,3.834
Fall 2020,BIOE,2331,1,Biomedical Processes,Shevkoplyas,Sergey,13,11,1,0,0,6,0,0,2.698
Fall 2020,SOCW,7324,2,Clinical Apps of DSM in SW,Parks,Steven Lee,16,5,0,0,0,0,0,3,3.62
Fall 2020,ART,3383,1,Digital Fabrication,Calderon,Daniel,13,1,0,0,0,0,0,0,3.929
Fall 2020,ENGL,3302,1,Medieval Literature,Stock,Lorraine K,9,9,5,0,0,3,0,1,2.54
Fall 2020,CIS,3347,2,IS Infrastructure and Networks,Martinez,Jose C,12,20,1,0,0,8,0,1,2.354
Fall 2020,MECE,3345,1,Materials Science,Yu,Cunjiang,17,13,3,0,0,16,0,1,2.148
Fall 2020,ENGL,1370,18,Composition II-Honors,Wallace,Daniel,2,3,0,0,0,0,0,0,3.466
Fall 2020,PSYC,6352,4,Directed Rsch in I/O Psyc,Witt,Lawrence A,0,0,0,0,0,0,5,0,0
Fall 2020,ENGL,1303,93,First Year Writing I,Brandt,Rhianna,5,6,0,0,0,2,0,1,1.844
Fall 2020,COMM,1301,3,Media and Society,Leydon,Joseph P,20,6,2,0,0,1,0,0,3.422
Fall 2020,MARK,4365,2,Intro to Digital Marketing,Tirunillai,Seshadri N,30,5,0,0,0,3,0,0,3.483
Fall 2020,ENGL,3399,4,Senior Honors Thesis,Stock,Lorraine K,0,0,0,0,0,0,0,0,0
Fall 2020,CIVE,8699,14,Doctoral Dissertation,Rodrigues,Debora Frigi,2,0,0,0,0,0,0,0,4
Fall 2020,MUSA,4189,3,Senior Recital,Griffin,Randall S,1,0,0,0,0,0,0,0,4
Fall 2020,BIOL,6998,3,Special Problems,Chung,Sang-Hyuk,0,0,0,0,0,1,0,0,0
Fall 2020,CUIN,4397,1,Selected Topics in C&I,Harlow,Laura Michelle,14,0,0,0,0,0,0,0,3.216
Fall 2020,MUSA,8320,10,Doctoral Applied Music,Vassallo,Jim Cates,1,0,0,0,0,0,0,0,4
Fall 2020,PHYS,7337,1,Solid State Physics I,Ting,Chin Sen,10,2,0,0,0,0,0,0,3.723
Fall 2020,OPTO,6250,1,Decision Making:Optometrc Prac,Quintero,Sam,0,0,0,0,0,20,0,0,0
Fall 2020,PCOL,7180,1,Pharmacology Seminar,McConnell,Bradley K,0,0,0,0,0,1,0,0,0
Fall 2020,ECE,6373,1,Adv Computer Arch,Fu,Xin,8,8,1,0,0,0,0,1,3.451
Fall 2020,MARK,8999,6,Doctoral Dissertation,Hess,James D,0,0,0,0,0,1,0,0,0
Fall 2020,MUSI,4220,2,Choral Conducting I,Weber,Mary E,10,2,0,0,0,0,0,0,3.806
Fall 2020,LAW,5109,1,Advocates-Negotiation-Curr. Yr,Lawrence,Jim E,0,0,0,0,0,1,0,0,0
Fall 2020,ECE,8398,5,Doctoral Research,Reddy,Rohith Krishna,0,0,0,0,0,0,3,0,0
Fall 2020,INDE,8699,4,Doctoral Dissertation,Lim,Gino Jinho,0,0,0,0,0,0,0,0,0
Fall 2020,ARCH,6600,1,Architecture Design Studio I,Logan,Jason,2,3,0,0,0,0,0,0,3.4
Fall 2020,CIVE,8399,12,Doctoral Dissertation,Rifai,Hanadi S,0,1,0,0,0,0,0,0,3
Fall 2020,BIOE,8598,4,Doctoral Research,Akay,Yasemin M,0,0,0,0,0,1,0,0,0
Fall 2020,PHCA,8698,6,Doctoral Dissertation Research,Thornton,James D,0,0,0,0,0,2,0,0,0
Fall 2020,PSYC,6359,2,Directed Rsch in Clinical Psyc,Gallagher,Matthew Ward,2,0,0,0,0,0,0,0,4
Fall 2020,ENGL,3365,1,Postcolonial Literature,Majumder,Auritro,14,12,0,0,0,1,0,1,3.274
Fall 2020,NUTR,6316,1,ADV Diabetes Management & Edu,Scott,Claudia W,3,4,0,0,0,0,0,0,3.429
Fall 2020,WGSS,6398,2,Special Probs in Women's Study,Nordmarken,Sonny,2,0,0,0,0,0,0,0,4
Fall 2020,MUSA,1300,14,Applied Voice,Evans,Joseph,1,0,0,0,0,0,0,0,4
Fall 2020,ANTH,7399,4,Masters Thesis,Widmer,Randolph J,0,0,0,0,0,1,0,0,0
Fall 2020,MUSA,6446,2,Applied Tuba,Barton,Mark,0,0,0,0,0,0,0,0,0
Fall 2020,PSYC,6598,9,Special Problems,Tamber-Rosenau,Benjamin J,2,0,0,0,0,0,0,0,4
Fall 2020,MATH,8698,24,Doctoral Research,Heier,Gordon,0,0,0,0,0,2,0,0,0
Fall 2020,PHCA,6398,6,SP- Outcomes Research,Essien,Ekere James,1,0,0,0,0,0,0,0,4
Fall 2020,PETR,6332,1,Deterministic Reserves Est,Kabir,Chowdhury Shahjahan,1,0,0,0,0,0,0,0,4
Fall 2020,PHYS,4360,3,Space and Atmospheric Physics,Bering,Edgar A,4,0,0,0,0,0,0,0,4
Fall 2020,MARK,7393,2,Business Consulting Lab I,Randazzo,Gary W,3,0,1,0,0,0,0,0,3.5
Fall 2020,INDS,6397,1,Selected Topics,Chow,George K,1,0,0,0,0,0,0,0,4
Fall 2020,ECE,8598,28,Doctoral Research,Mayerich,David Matthew,0,0,0,0,0,2,0,0,0
Fall 2020,PHOP,6198,14,Spec Prob-Physio Optics,Coulson-Thomas,Vivien J,1,0,0,0,0,0,0,0,4
Fall 2020,SOCW,7397,2,Selected Topics in Social Work,Robbins,Susan P,1,0,0,0,0,0,0,0,4
Fall 2020,HON,4198,1,Independent Study,Rayder,Benjamin Taylor,1,0,0,0,0,0,0,0,4
Fall 2020,MUSA,8320,20,Doctoral Applied Music,Nuccio,Mark E,1,0,0,0,0,0,0,0,4
Fall 2020,BIOE,8298,9,Doctoral Research,May,Elebeoba E,0,0,0,0,0,1,0,0,0
Fall 2020,GEOL,8999,32,Doctoral Dissertation,Rappenglueck,Bernhard,0,0,0,0,0,1,0,0,0
Fall 2020,MECE,8399,13,Doctoral Dissertation,Ardebili,Haleh,2,0,0,0,0,0,0,0,4
Fall 2020,MUSA,8320,39,Doctoral Applied Music,Fischer,Jonathan,1,0,0,0,0,0,0,0,4
Fall 2020,HIST,8388,1,Dissertation Proposal,Schafer Jr,James A,1,0,0,0,0,0,0,0,4
Fall 2020,CHEM,8998,31,Doctoral Research,Ren,Zhifeng,0,0,0,0,0,1,0,0,0
Fall 2020,EGRP,1140,2,Engineering Applications III,Henderson,Jerrod A,0,0,0,0,0,5,0,0,0
Fall 2020,COSC,4311,3,Computer Scientists & Society,Leiss,Ernst L,10,5,0,0,0,1,0,0,2.946
Fall 2020,SPAN,4374,2,Teach Span Heritage Learner,Fairclough,Marta A,11,6,0,0,0,1,0,0,3.001
Fall 2020,BZAN,6310,4,Quant Analysis for Busn Dec,Hou,Jinghui,21,1,1,2,0,0,0,0,3.64
Fall 2020,ENGI,1100,25,Introduction To Engineering,Luna Singh,Jennifer Austin,13,12,3,0,0,8,0,1,2.217
Fall 2020,BCHS,3201,3,Biochemistry I Laboratory,Pattison,Donna,13,12,0,0,0,0,0,0,3.507
Fall 2020,COMM,3360,2,Strategic Comm. Principles,Choi,Ho Joon,20,6,0,0,0,2,0,0,3.212
Fall 2020,CHEE,4321,2,Chemical Engineering Design I,Fleischer,Miguel T,15,15,0,0,0,10,0,0,2.609
Fall 2020,CHEM,3131,12,Problem Solving in Org Chem I,Lee,T Randall,0,0,0,0,0,10,0,2,0
Fall 2020,BIOL,1161,43,Intro To Biol Science Lab 1,Medrano,Ana I,14,6,0,0,0,2,0,1,3.203
Fall 2020,ECON,4389,2,Tops-Contemporary Economics II,Cubas Norando,German,1,10,0,0,0,6,0,2,1.889
Fall 2020,ENGL,4373,2,"Film, Text, and Politics",Mikics,David,5,7,1,0,0,3,0,0,2.228
Fall 2020,WCL,6352,1,Postmodernity & Globalization,Nguyen,Duy,2,0,0,0,1,0,0,0,2.557
Fall 2020,PSYC,2344,6,Cultural Psychology,Wang,Carol,18,11,2,0,0,5,0,0,2.829
Fall 2020,SOC,3350,1,Sociology of the Body,Kwan,Samantha S,12,12,3,0,0,16,0,0,1.868
Fall 2020,DIGM,4371,30,3D Modeling and Animation,Snyder,Philip Charles,14,7,1,0,0,3,0,2,3
Fall 2020,THEA,2320,2,Acting III,Kershaw,Philip Brian,11,0,0,0,0,0,0,0,3.91
Fall 2020,SOCW,7304,9,Brief Targeted Interventions,Parks,Steven Lee,12,3,0,0,0,0,0,1,3.778
Fall 2020,PHYS,3327,1,Thermal Physics,Cheung-Wyker,Margaret S,5,2,0,0,0,1,0,0,3.126
Fall 2020,CUIN,4397,2,Selected Topics in C&I,Manuel,Mariam A,24,2,0,0,0,0,0,0,3.936
Fall 2020,MIS,7397,1,Selected Topics in MIS,Cooper,Randolph B,6,2,1,0,0,0,0,5,3.556
Fall 2020,HIST,1378,2,The U S Since 1877,Young,Nancy Beck,60,39,10,0,0,56,0,12,2.09
Fall 2020,KIN,4330,1,Child and Adolescent Obesity,Johnston,Craig Allen,31,9,1,0,0,13,0,0,2.534
Fall 2020,TLIM,3330,4,Innovation Principles,Crawley,David L,0,0,0,0,0,2,0,1,0
Fall 2020,ELED,7320,5,Foundations of Literacy Instru,Winton,Stephen Joel,10,1,1,0,0,0,0,0,3.778
Fall 2020,COMM,2310,17,Writing for Print and Digital,Andre,Jennifer A,6,8,0,0,0,7,0,0,2.317
Fall 2020,ENGL,1370,50,Composition II-Honors,Bland,Laura Elizabeth,12,10,0,0,0,5,0,0,2.84
Fall 2020,MUSI,2188,1,Keybd Skills & Collab Technqs,Hester,Timothy E,3,1,0,0,0,0,0,0,3.833
Fall 2020,GEOL,7324,1,Rock Physics,Chesnokov,Evgeni M,8,1,0,0,0,0,0,0,3.779
Fall 2020,CIS,2334,7,Information Systems Applicatns,Brown,Houghton Gregory,15,17,0,0,0,2,0,2,2.566
Fall 2020,ELED,4310,4,Reading/Language in Elementary,Tyson,Eleanore S,23,1,0,0,0,3,0,1,3.506
Fall 2020,ARTH,6394,2,Sel Top in Art History,Harren,Natilee O,8,0,0,0,0,0,0,0,3.918
Fall 2020,ENGL,8699,11,Doctoral Dissertation,Tejada,Roberto Jose,2,0,0,0,0,0,0,0,4
Fall 2020,FINA,4371,2,Energy Value Chain,Slaughter,Andrew Jeremy,1,4,0,0,0,4,0,0,1.6
Fall 2020,MARK,3337,1,Professional Selling,Gullo,Kristen Keilmann,148,57,4,0,0,22,0,7,3.175
Fall 2020,MUSA,1312,1,Applied Organ,Robinson,Daryl Allen,0,0,0,0,0,0,0,0,0
Fall 2020,HISP,2374,2,Spanish American Culture & Civ,Ruisanchez Serra,Jose Ramon,5,10,0,1,0,4,0,0,2.098
Fall 2020,ENGL,2360,2,Western World Lit I--Honors,Rayneard,Max James Anthony,81,48,3,0,0,29,1,1,2.846
Fall 2020,MUSA,3432,4,Applied Oboe,Fischer,Jonathan,1,0,0,0,0,0,0,0,3.67
Fall 2020,COSC,4355,1,Intro to Ubiquitous Computing,Pavlidis,Ioannis T,9,9,4,0,0,1,0,1,2.932
Fall 2020,HIST,4395,1,Sel Tops-European Hist,Neumann,Kristina Marie,6,3,0,0,0,1,0,1,3.333
Fall 2020,ENGL,2360,50,Western World Lit I--Honors,Barnes,Michael,30,17,0,0,0,3,0,1,3.244
Fall 2020,ENGL,2360,60,Western World Lit I--Honors,Trninic,Marina,24,13,0,0,0,2,0,0,3.293
Fall 2020,SOC,3371,1,Sociology of Family,Salinas,Luis L,21,23,4,0,0,12,0,0,2.65
Fall 2020,MATH,8399,16,Doctoral Dissertation,Azencott,Robert Guy,1,0,0,0,0,0,0,0,4
Fall 2020,COMD,2339,3,Language Development,Ivey,Michelle L,4,2,0,0,0,0,0,0,3.612
Fall 2020,BIOL,1161,10,Intro To Biol Science Lab 1,Medrano,Ana I,13,4,0,0,0,4,0,0,2.849
Fall 2020,ELCS,6393,1,Practicum,Davis,Tiffany J,1,1,0,0,0,0,0,0,3.665
Fall 2020,CHEE,8398,6,Doctoral Research,Harold,Michael P,0,0,0,0,0,5,0,0,0
Fall 2020,INDE,4111,1,Industrial Engr Seminar,Peng PhD,Jiming Ouyang,20,0,0,0,0,0,0,0,4
Fall 2020,POLS,3313,2,Intro Internatl Relatns,Zwald,Zachary J,4,10,0,0,0,15,0,4,1.106
Fall 2020,ENGL,1303,89,First Year Writing I,Burns,William,12,6,0,0,0,0,0,0,3.491
Fall 2020,MATH,3303,1,Elts Algebra & Numb Thy,Hollyer,Virginia Leigh,15,7,3,0,0,13,0,1,2.056
Fall 2020,LAW,5386,1,Trial Advocacy,Kasprzak,Daniel,9,9,1,0,0,5,0,0,2.653
Fall 2020,PHAR,5337,2,Integrated ID I Module,Williams,Louis,16,24,6,0,1,0,0,0,3.149
Fall 2020,SPAN,2301,18,Intermediate Spanish I,Martinez,Carlos David,5,8,1,0,0,6,0,3,1.893
Fall 2020,SPAN,3307,3,Public Speaking in Spanish,Quintanilla,Guadalupe C,21,0,0,0,0,1,0,0,3.552
Fall 2020,DAN,3302,1,Int. Technique and Theory,Lorenzo-Lasa,Riolama Mercedes,11,3,0,0,0,2,0,0,3.271
Fall 2020,LAW,5314,16,Lawyering Skills & Strategy I,Gomez,Alissa R,5,12,1,0,0,0,0,0,3.241
Fall 2020,ENGL,1303,74,First Year Writing I,Cedilnik,Laurie Ann,13,2,0,0,0,0,0,0,3.035
Fall 2020,CNST,4345,1,Reinforced Concrete Structures,Chang,Chi Chung,13,24,1,0,0,2,0,1,3.073
Fall 2020,MECE,6397,4,Selected Topics,Prosperetti,Andrea,5,2,0,0,0,0,0,0,3.667
Fall 2020,MATH,8698,19,Doctoral Research,Climenhaga,Vaughn,0,0,0,0,0,3,0,0,0
Fall 2020,PETR,8399,9,Doctoral Dissertation,Wong,George K,0,0,0,0,0,4,0,0,0
Fall 2020,PHLA,6100,1,Leadership Seminar,Garey,Kevin W,15,0,0,0,0,0,0,0,4
Fall 2020,BIOL,1134,24,Hum Anat Physiol Lab I,Gill,Tejendra,6,9,1,0,0,3,0,1,2.477
Fall 2020,HLT,4310,2,Program Planning for Health,Nicholson,Vanessa Janel,29,5,0,0,0,0,0,0,3.756
Fall 2020,BIOL,1153,5,Pre-Nursing Microbio Lab,Knapp,Richard D,11,7,1,0,0,2,0,0,2.75
Fall 2020,ELCS,8199,1,Dissertation,Zou,Yali,0,0,0,0,0,1,0,0,0
Fall 2020,PHOP,8199,5,Doctoral Dissertation,Das,Vallabh E,1,0,0,0,0,0,0,0,4
Fall 2020,CUIN,3111,3,Educational Tech Elem Teachers,Nguyen,Phuong Thi Mai,22,0,0,0,0,0,0,2,3.97
Fall 2020,CUIN,4350,1,Multiple Teaching Strategies,Segura,Perri F,11,1,0,0,0,0,0,0,3.862
Fall 2020,DAN,4305,1,Senior Project with Career Mgt,Valle,Toni Leago,8,0,0,0,0,0,0,0,4
Fall 2020,POLS,3310,4,Intro to Political Theory,Choi,Naomi,12,14,0,0,0,14,0,2,2.104
Fall 2020,MECT,3118,1,Fluid Mechanic Application Lab,Singh,Navdeep,16,5,0,0,0,0,0,1,3.73
Fall 2020,THEA,7221,1,Graduate Voice I,Ward,Rebecca Rose,8,0,0,0,0,0,0,0,4
Fall 2020,COMD,5441,1,SLPA Externship I,Eckert,Janet F,11,3,0,0,0,0,0,0,3.809
Fall 2020,COMM,3369,2,Strategic Comm. Writing,Taylor,Kris A,4,9,2,0,0,2,0,0,2.684
Fall 2020,PSYC,8399,4,Doctoral Dissertation,Walker-Obasi,Rheeda Lynette,1,0,0,0,0,0,0,0,4
Fall 2020,CIVE,6353,1,Beh-Dsn Prestress Concr,Kalliontzis,Dimitrios,8,5,1,1,0,0,0,2,3.333
Fall 2020,PHYS,1101,27,General Physics Laboratory I,Wood,Lowell T,3,5,5,0,0,6,0,1,1.9
Fall 2020,SOCW,7367,8,Policy Analysis,Patrick,Rhonda G,25,0,0,0,0,0,0,0,4
Fall 2020,THEA,3387,1,Lighting Design,Rigdon,Kevin L,8,2,0,0,0,2,0,0,2.691
Fall 2020,COMM,3306,1,End of Life Communication,Hudson-Gillan,Gail,23,8,0,0,0,2,0,0,3.363
Fall 2020,SPEC,7341,1,Assessment of Learning Diff,Hassett,Kristen Spring,3,2,0,0,1,0,0,1,3
Fall 2020,LAW,5332,1,Patent Law,Michaels,Andrew Charles,6,16,0,0,0,2,0,0,3.11
Fall 2020,ECON,2305,2,Macroeconomic Principles,Clarke,Christopher Arthur,37,81,30,0,0,203,0,30,0.958
Fall 2020,LAW,5409,10,Contracts,Dow,David R,14,51,1,0,0,0,0,0,3.277
Fall 2020,MUSI,8399,1,Doctoral Document,Maroney,Marcus K,0,0,0,0,0,1,0,0,0
Fall 2020,COMM,4303,2,Communication Law & Ethics,Lindenberger,Michael A,20,7,1,0,0,5,0,0,3.071
Fall 2020,ECE,6343,1,Renewable Energy,Rajashekara,Kaushik,14,8,0,0,0,0,0,0,3.546
Fall 2020,PSYC,1300,7,Intro To Psychology,Dsouza,Johann Mark,16,7,1,0,0,4,0,0,2.966
Fall 2020,NUTR,2133,3,Comm Food Prod I Lab,Svendsen-Sanchez,Ann Carol,5,6,0,0,0,3,0,0,2.177
Fall 2020,PEP,7306,1,Adm Princs of Sprts/Exer Prgms,Pearson,Demetrius W,7,11,3,0,0,0,0,0,3.238
Fall 2020,PHLS,8393,1,Doctoral Practicum in Psy,Winderman,Katherine,0,0,0,0,0,14,0,0,0
Fall 2020,ART,1371,5,Fundamentals of Photo/DM,Amadou,Haoua Zouga,7,6,0,0,0,1,0,0,2.957
Fall 2020,ARCH,2331,1,Digital Vocabularies,Gonzales,Michael A,7,5,0,0,0,0,0,2,2.954
Fall 2020,POLS,1337,52,"US Govt: Congress,Pres & Crts",Belco,Michelle Helene,11,1,0,0,0,0,0,0,3.641
Fall 2020,ENGL,8398,5,Graduate English Resrch,Wingard,Jennifer L,0,0,0,0,0,1,0,0,0
