TERM,SUBJECT,CATALOG NBR,CLASS SECTION,COURSE DESCR,INSTR LAST NAME,INSTR FIRST NAME,A,B,C,D,F,SATISFACTORY,NOT REPORTED,TOTAL DROPPED,AVG GPA
Fall 2020,ARCH,3397,4,Selected Topics,Noldt,Peter,14,6,0,0,0,2,0,0,2.932
Fall 2020,LAW,5314,13,Lawyering Skills & Strategy I,Simpson,Lauren J,3,13,2,0,0,0,0,0,3.184
Fall 2020,ARLD,6370,1,Intro to Museum & Gallery Mgmt,DeHoyos,Ashley Delara,5,1,1,0,0,0,0,0,3.571
Fall 2020,ACCT,7360,2,Partnership Taxation,Nowicki,Laura D,1,1,0,0,0,0,0,0,3.335
Fall 2020,ECON,8399,7,Doctoral Dissertation,Cubas Norando,German,0,0,0,0,0,2,0,0,0
Fall 2020,ECE,8198,28,Doctoral Research,Shan,Xiaonan,0,0,0,0,0,4,0,0,0
Fall 2020,CHEM,1331,1,Fundamentals of Chemistry,Larsen,Russell Gene,209,121,22,0,0,127,0,10,2.323
Fall 2020,IDNS,1131,5,Calculus I SEP Workshop,Pattison,Donna,11,1,0,0,0,0,0,0,3.917
Fall 2020,LAW,5386,1,Trial Advocacy,Hill,Belinda J,9,9,1,0,0,5,0,0,2.653
Fall 2020,ART,1301,5,Fundamentls of Drawing,Hart,Jamey Joseph,23,2,0,0,0,0,0,0,3.854
Fall 2020,SPAN,1502,11,Elementary Spanish II,Pena Loyola,Jose Francisco,7,8,2,0,0,9,0,1,2.086
Fall 2020,CIS,3365,1,Database Management,Detillier,Bret James,1,10,3,0,0,26,0,2,0.939
Fall 2020,HDFS,4315,1,Culture and Diversity,Rab,Saira,39,4,0,0,0,2,0,1,3.422
Fall 2020,PHYS,1101,15,General Physics Laboratory I,Wood,Lowell T,2,10,1,0,0,6,0,1,2.105
Fall 2020,PHAR,5226,2,Integrated Respiratory Module,Sherer,Jeffrey T,17,30,6,1,0,0,0,0,3.167
Fall 2020,PHAR,5226,2,Integrated Respiratory Module,Eriksen,Jason,17,30,6,1,0,0,0,0,3.167
Fall 2020,HIST,1378,1,The U S Since 1877,Tillery,Tyrone,149,2,1,0,0,1,0,3,3.797
Fall 2020,ECE,6351,1,Microwave Engineering,Chen,Ji,6,4,0,0,0,0,0,1,3.699
Fall 2020,CNST,3372,1,Soil Mechanics & Foundations,Meyer,Joseph Ray,22,26,1,0,0,5,1,0,2.976
Fall 2020,CHEM,6698,25,Special Problems,Brgoch,Jakoah,0,0,0,0,0,3,0,0,0
Fall 2020,PSYC,6338,1,Fndtns of Social Psyc,Derrick,Jaye L,26,1,0,0,0,0,0,1,3.816
Fall 2020,HON,3307,1,Narrative Medicine,Vollrath,Lesli A,21,1,0,0,0,1,0,1,3.668
Fall 2020,KIN,1304,3,Public Hlt Issues in Phys/Obes,Graham,Marilynn Hadassah,164,25,2,0,0,15,0,2,3.302
Fall 2020,LAW,6365,1,U.S. Health System: An Intro,Mantel,Jessica,8,8,1,0,0,2,0,1,2.931
Fall 2020,CHEM,1111,76,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,9,0,0,0,2,0,1,2.895
Fall 2020,POLS,1337,10,"US Govt: Congress,Pres & Crts",Davis,Sharon M,14,25,7,0,0,35,0,3,1.58
Fall 2020,SOCW,8335,1,Teaching in Higher Education,Gearing,Robin Edward,6,0,0,0,0,0,0,0,4
Fall 2020,PHIL,1334,1,Minds and Machines,Weisberg,Joshua,28,52,4,0,0,21,0,3,2.319
Fall 2020,KIN,4301,1,Workplace Wellness,Alastuey,Lisa L,21,13,5,0,0,3,0,0,2.912
Fall 2020,PHCA,8298,5,Doctoral Dissertation Research,Thornton,James D,1,0,0,0,0,2,0,0,1.333
Fall 2020,GEOL,1130,6,Physical Geology Lab,Sisson,Virginia B,5,3,1,0,0,1,0,0,2.638
Fall 2020,PETR,4312,1,Petroleum Capstone Project II,Kabir,Chowdhury Shahjahan,12,3,0,0,0,0,0,0,3.536
Fall 2020,COMM,3369,3,Strategic Comm. Writing,Ashley,Laura B,19,4,0,0,0,0,0,0,3.543
Fall 2020,MIS,7397,2,Selected Topics in MIS,Pena,Juan F,30,0,0,0,0,0,0,0,4
Fall 2020,ACCT,2301,18,Prin of Financial Accounting,Goble,Samuel,15,13,1,0,0,22,0,3,1.74
Fall 2020,NUTR,6302,1,Adv Medical Nutrition Therapy,Ferrell,Carla Denise,19,1,0,0,0,0,0,0,3.884
Fall 2020,ASLI,4210,1,ASL Literature,Gietz,Merrilee Ruth,12,0,0,0,0,0,0,0,3.973
Fall 2020,ELET,4325,1,Advanced Microcomputer Netwrks,Gurkan,Deniz,25,2,0,0,0,0,0,0,3.798
Fall 2020,BCHS,4304,1,Biophysics,Fox,Robert O,31,7,2,0,0,2,0,2,3.461
Fall 2020,PHYS,1122,7,University Phys Laboratory II,Wood,Lowell T,3,13,0,0,0,6,0,0,2.153
Fall 2020,SOCW,6306,1,Social Work Practice Skills,Mayer,Margaret,30,1,0,0,0,0,0,0,3.957
Fall 2020,FREN,3317,1,Business French,Giacchetti,Claudine A,3,6,1,0,0,5,0,0,1.824
Fall 2020,ACCT,2302,4,Prin of Managerial Accounting,Seltz,Joe D,21,18,3,0,0,20,0,4,2.104
Fall 2020,ACCT,2302,8,Prin of Managerial Accounting,Weber,Catherine K,12,19,5,0,0,24,0,1,1.848
Fall 2020,BIOL,3132,1,Elementary Microbiology Lab,Knapp,Richard D,11,6,3,0,0,3,0,0,2.806
Fall 2020,FINA,4330,2,Corporate Finance,Roshak,Kevin T,31,13,1,0,0,9,0,1,3.031
Fall 2020,COMM,3353,3,Information & Comm Tech I,McCombs,Shawn,2,0,0,0,0,0,0,0,4
Fall 2020,PETR,6332,2,Deterministic Reserves Est,Kabir,Chowdhury Shahjahan,0,2,0,0,0,0,0,2,3.33
Fall 2020,CIS,4375,4,Project Management & Practice,Detillier,Bret James,0,2,1,0,0,1,0,0,2.083
Fall 2020,PHLS,6324,2,Addictions Counseling,Lukingbeal,Patrick Livingston,10,0,0,0,0,0,0,0,3.835
Fall 2020,BIOL,4398,2,Independent Study,Farmer,Lisa M,1,0,0,0,0,0,0,0,4
Fall 2020,GEOL,7399,41,Masters Thesis,Khan,Shuhab D.,1,0,0,0,0,0,0,0,4
Fall 2020,ARTH,6394,5,Sel Top in Art History,Koontz,Rex A,2,0,0,0,0,0,0,0,4
Fall 2020,CHEE,8298,5,Doctoral Research,Harold,Michael P,0,0,0,0,0,4,0,0,0
Fall 2020,MUSI,4112,2,Chamber Music - Woodwind,Dinitz,Adam L,3,0,0,0,0,0,0,0,4
Fall 2020,ECE,6325,3,State-Space Control Systems,Provence,Robert S,0,3,0,0,0,0,0,0,3.22
Fall 2020,PHYS,3316,2,Quantum Mechanics,Miller,John H,1,5,0,0,0,0,0,0,3.002
Fall 2020,ECE,8399,6,Doctoral Dissertation,Becker,Aaron T,1,0,0,0,0,0,0,0,4
Fall 2020,PHCA,6398,2,Special Problems,Abughosh,Susan M,1,0,0,0,0,0,0,0,4
Fall 2020,PSYC,6352,3,Directed Rsch in I/O Psyc,Spitzmuller,Christiane,9,0,0,0,0,0,0,0,4
Fall 2020,MUSA,4400,9,Applied Voice,Clayton Vasquez,Cynthia L,2,0,0,0,0,0,0,0,3.835
Fall 2020,PHAR,5226,3,Integrated Respiratory Module,Eriksen,Jason,7,10,0,0,0,0,0,0,3.412
Fall 2020,SOCW,8395,9,Pre-Dissertation Research,Jennings,Sheara Williams,0,0,0,0,0,1,0,0,0
Fall 2020,ECE,6398,34,Research,Contreras-Vidal,Jose Luis,0,0,0,0,0,1,0,0,0
Fall 2020,MECE,8298,11,Doctoral Research,Ghasemi,Hadi,0,0,0,0,0,1,0,0,0
Fall 2020,THEA,4398,1,Independent Study,Niederer,Barbara,1,0,0,0,0,0,0,0,4
Fall 2020,CIVE,6298,22,Research,Hu,Xie,0,0,0,0,0,1,0,0,0
Fall 2020,MUSA,1332,3,Applied Oboe,Dinitz,Adam L,1,0,0,0,0,0,0,0,4
Fall 2020,MECE,8298,9,Doctoral Research,Yang,Di,0,0,0,0,0,1,0,0,0
Fall 2020,HON,4399,3,Senior Honors Thesis,Price,Daniel M,2,0,0,0,0,0,0,0,4
Fall 2020,MUSA,1330,3,Applied Flute,Suhr,Melissa D,3,0,0,0,0,0,0,0,4
Fall 2020,PEP,7398,4,Adv Special Problem Human Perf,Arellano,Christopher,0,0,0,0,0,1,0,0,0
Fall 2020,MUSA,2320,4,Applied Violin,Yon,Kirsten A,1,0,0,0,0,0,0,0,4
Fall 2020,MANA,8999,6,Doctoral Dissertation,Vera,Dusya M,1,0,0,0,0,0,0,0,4
Fall 2020,FINA,8396,1,Research Practicum,Susmel,Raul,2,0,0,0,0,0,0,0,4
Fall 2020,ECE,8298,17,Doctoral Research,Litvinov,Dmitri,0,0,0,0,0,1,0,0,0
Fall 2020,MUSA,4189,4,Senior Recital,Rowell,Chester D,1,0,0,0,0,0,0,0,4
Fall 2020,PETR,5352,1,Shale Reservoirs,Hathon,Lori A,2,1,0,0,0,0,0,0,3.777
Fall 2020,HIST,4327,1,Europe 1930-1945,Boyd,Sarah Fishman,5,2,0,0,0,3,0,0,2.304
Fall 2020,ECE,5319,1,Introduction to Nanotechnology,Litvinov,Dmitri,2,2,0,0,0,3,0,0,2.094
Fall 2020,MUSA,6322,4,Applied Viola,Brooks,Wayne A,1,0,0,0,0,0,0,0,4
Fall 2020,ECE,6011,2,Colloquium,Roysam,Badrinath,0,0,0,0,0,104,0,0,0
Fall 2020,IDNS,1101,1,Physics 1301 Workshop,Pattison,Donna,18,6,0,0,0,1,0,0,3.574
Fall 2020,ENGI,2304,5,Technical Communications,Wilson,Chad A,25,7,0,0,0,4,0,5,2.532
Fall 2020,PHLS,6325,2,Theories of Counseling,Lee,Jungeun,17,1,0,0,0,0,0,0,3.908
Fall 2020,HON,2301,24,Human Situation: Antiquity,Cooper,Carol B,12,2,0,0,0,0,0,0,3.578
Fall 2020,CHEM,1111,21,Fundamentals of Chm Lab,Zaitsev,Vladimir G,7,8,0,0,0,0,0,3,3.078
Fall 2020,PHYS,1101,5,General Physics Laboratory I,Wood,Lowell T,0,14,1,0,0,6,0,1,1.97
Fall 2020,ACCT,4331,1,Federal Income Tax-Individual,Meade,Janet,4,7,2,0,0,30,0,6,0.762
Fall 2020,MUSI,4220,3,Choral Conducting I,Weber,Mary E,15,1,0,0,0,0,0,0,3.896
Fall 2020,RELS,3381,1,Global Hinduism,Menon-Chembottil,Sarath Kumar,14,3,0,0,0,0,0,1,2.955
Fall 2020,HIST,1378,19,The U S Since 1877,Quevillon,Timothy R,18,8,0,0,0,8,0,6,2.256
Fall 2020,MUED,3101,1,Woodwinds,Bertman,David Garry,13,0,0,0,0,0,0,0,4
Fall 2020,MUSI,4114,5,Chamber Music - Brass,Dinitz,Adam L,5,0,0,0,0,0,0,0,4
Fall 2020,HRMA,3327,1,Restaurant Layout and Design,Graves,Nancy,10,6,0,0,0,6,0,0,2.636
Fall 2020,PSYC,2301,17,Intro To Methods in Psychology,Mariotto PhD,Marco J,25,17,14,0,0,10,0,1,2.57
Fall 2020,BUSI,4350,10,Business Law and Ethics,Williams,John M,17,25,0,0,0,2,0,0,3.066
Fall 2020,ART,4332,3,Senior Graphic Design Major I,McGettigan,Fiona,4,3,0,0,0,1,0,0,3.166
Fall 2020,MATH,1431,60,Calculus I,Perepelitsa,Irina,31,25,4,0,0,29,0,7,1.713
Fall 2020,ENGL,1303,55,First Year Writing I,Jones,Philip R,13,2,0,0,0,2,0,2,3.412
Fall 2020,ENGL,2360,1,Western World Lit I--Honors,Wallace,Daniel,97,57,3,0,0,6,0,2,3.306
Fall 2020,ECE,6111,10,Graduate Seminar,Contreras-Vidal,Jose Luis,0,0,0,0,0,1,0,0,0
Fall 2020,MUSI,6102,3,Acting for Opera,Ross,Arnold C,4,2,0,0,0,0,0,0,3.667
Fall 2020,POLS,3373,2,Inside Texas Politics,Rottinghaus,Brandon J,12,11,1,0,0,8,0,1,1.976
Fall 2020,CHEM,1111,28,Fundamentals of Chm Lab,Zaitsev,Vladimir G,8,7,1,0,0,3,0,1,2.912
Fall 2020,PHCA,6297,4,Selected Topics,Varkey,Divya A,5,0,0,0,0,0,0,0,4
Fall 2020,BZAN,3310,1,Intro to Business Analytics,Cossick,Kathy L,4,3,0,0,0,2,0,2,2.083
Fall 2020,BIOL,1334,1,Human Anatomy and Physiology 1,Wayne,Chad M,21,113,41,0,1,124,0,45,1.445
Fall 2020,ENGL,1303,21,First Year Writing I,Mitchell,Josephine Margaret,14,3,0,0,0,1,0,0,3.184
Fall 2020,POLS,3321,1,Politics of Mexico,Cantu,Francisco,5,6,1,0,0,6,0,4,1.936
Fall 2020,CIVE,2332,1,Mechanics of Solids,Mansour,Mohamad Y,0,9,3,0,0,19,0,0,1.033
Fall 2020,ENTR,7336,1,Entrepreneurship Overview,Wilbur,Stephen,7,6,2,0,0,0,0,0,3.289
Fall 2020,INDE,6111,1,Graduate Seminar,Peng PhD,Jiming Ouyang,0,0,0,0,0,18,0,0,0
Fall 2020,BZAN,6310,1,Quant Analysis for Busn Dec,Aron,Ravi,9,47,0,0,0,0,0,0,3.155
Fall 2020,HLT,4306,1,Women's Health Issues,Solari Williams,Kayce D.,47,18,2,0,0,7,0,1,3.156
Fall 2020,LAW,6211,1,Houston Buiness/Tax Journal,Wells,Douglas,0,0,0,0,0,5,0,0,0
Fall 2020,PHAR,5268,3,Module Related Skills Lab III,Surati,Dhara Divyang,17,4,0,0,0,0,0,0,3.81
Fall 2020,ECON,2305,5,Macroeconomic Principles,Hardee,Polly,16,23,2,0,0,32,0,0,1.748
Fall 2020,THEA,1331,5,Introduction To Theatre,Hinkel,Heidi Anne,35,5,0,0,0,7,0,0,3.209
Fall 2020,NURS,6320,1,Healthcare Informatics,Moss,Edtrina Latrice,29,0,0,0,0,0,0,0,4
Fall 2020,ENGL,2360,1,Western World Lit I--Honors,Barnes,Michael,97,57,3,0,0,6,0,2,3.306
Fall 2020,MECT,3358,3,Dynamics of Mechanisms,Fan,Zheng,7,9,0,0,0,9,0,2,1.817
Fall 2020,MANA,4338,1,Performance Management Systems,Bozeman,Dennis,37,7,0,0,0,5,0,1,3.449
Fall 2020,DAN,3310,1,Dance History I,Valls,Rebecca B,11,2,2,0,0,1,0,0,2.825
Fall 2020,CHEM,1111,61,Fundamentals of Chm Lab,Zaitsev,Vladimir G,10,5,0,0,0,4,0,0,2.684
Fall 2020,PHAR,5675,1,Disease State Management,Tolleson,Shane Russell,42,4,1,0,0,0,0,0,3.872
Fall 2020,POLS,4395,1,Sel Top-Am Govt/Urb Pol,Murray,Richard W,20,2,0,0,0,0,0,0,3.729
Fall 2020,HRMA,2115,1,Dean's Leadership Series,Reynolds,Dennis Edward,21,4,1,0,0,3,0,0,3.042
Fall 2020,PETR,4301,2,Resvr Character and Modeling,Lee,Kyung Jae,7,1,0,0,0,0,0,0,3.875
Fall 2020,ENGI,2304,9,Technical Communications,Anderson,Roshawnda M,21,5,3,0,0,7,0,0,2.551
Fall 2020,GEOL,1150,3,Introductn to Meteorology Lab,Rappenglueck,Bernhard,4,2,0,0,0,3,0,0,2.101
Fall 2020,MATH,3339,2,Statistics for the Sciences,Wang,Wenshuang,50,24,0,0,0,16,0,6,2.416
Fall 2020,FINA,4343,2,Credit Analysis,Lara,Alexander J,5,1,0,0,0,3,0,0,2.556
Fall 2020,MARK,3339,5,Marketing Strategy & Planning,Koch,Steven F.,30,1,0,0,0,0,0,0,3.957
Fall 2020,PHYS,1321,3,University Physics I,Chu,Ching Wu,12,25,0,0,0,14,0,10,2.457
Fall 2020,DIGM,3353,30,Visual Communications Tech,Bravo,Gina C,21,7,2,0,0,1,0,1,3.484
Fall 2020,SOC,3311,1,Sociology of Law,Gallo,Joseph Ralph,38,4,0,0,0,8,0,1,3.28
Fall 2020,MATH,3331,2,Differential Equations,Climenhaga,Vaughn,17,18,2,0,0,21,0,8,1.938
Fall 2020,PHYS,1101,25,General Physics Laboratory I,Wood,Lowell T,4,6,1,0,0,7,0,1,1.908
Fall 2020,ENGL,1303,143,First Year Writing I,Lowe,Jennifer Samantha Anne,8,4,1,0,0,0,0,3,2.706
Fall 2020,NUTR,6303,1,Nutrition Mgmt & Leadership,Haubrick,Kevin,15,4,0,0,0,0,0,0,3.668
Fall 2020,TLIM,3365,30,Team Leadership,Smith,John E,38,1,0,0,0,1,0,0,3.768
Fall 2020,HON,2301,32,Human Situation: Antiquity,Rayneard,Max James Anthony,15,3,0,0,0,1,0,0,3.458
Fall 2020,SOCW,7304,1,Brief Targeted Interventions,Walton,Quenette,31,0,0,0,0,0,0,0,3.989
Fall 2020,THEA,7141,1,Grad Direct/Design Collaboratn,Rigdon,Kevin L,7,0,0,0,0,0,0,0,4
Fall 2020,PSYC,8399,5,Doctoral Dissertation,Vincent,John P,0,0,0,0,0,1,0,0,0
Fall 2020,RELS,2310,1,Bible and Western Culture I,Tamber-Rosenau,Caryn M,14,15,2,0,0,14,0,0,2.297
Fall 2020,BIOE,6307,1,Cell Biology for BME,Al-Ubaidi,Muayyad,3,3,0,0,1,0,0,0,3.047
Fall 2020,PHYS,1122,8,University Phys Laboratory II,Maric,Sladjana,5,8,2,0,0,8,0,0,2.058
Fall 2020,TLIM,3330,1,Innovation Principles,Crawley,David L,1,5,0,0,0,3,0,1,0.834
Fall 2020,GEOL,1176,2,Historical Geology Laboratory,Hauptvogel,Daniel William,7,2,1,0,0,1,0,0,3.243
Fall 2020,NUTR,4334,1,Community Nutrition,Ledoux,Tracey A,97,27,2,0,0,17,0,1,3.197
Fall 2020,WCL,2351,4,World Cultures Thru Lit & Arts,Centeno,Daniel,10,12,1,0,0,6,0,0,2.567
Fall 2020,POLS,1336,14,US and Texas Const/Politics,Abbott Jr,Kenneth Wayne,46,107,16,0,0,62,0,4,2.198
Fall 2020,CIS,2332,2,Info Tech Hdwr & Systems Sftwr,Greenfield,Brandon Scott,12,23,5,0,0,21,0,7,1.934
Fall 2020,ARCH,4351,1,Readings & Criticism in Arch,Turner,Drexel,7,0,0,0,0,0,0,0,4
Fall 2020,BIOL,8998,6,Doctoral Research,Lin,Chin-Yo,0,0,0,0,0,1,0,0,0
Fall 2020,LAW,5103,1,Health Law Journal,Chandler,Seth J,0,0,0,0,0,2,0,0,0
Fall 2020,CHEM,6351,2,Organic Structure Detrm,Cai,Chengzhi,0,3,0,0,0,0,0,0,2.89
Fall 2020,ENGL,1370,10,Composition II-Honors,Gish,Dustin,2,2,0,0,0,1,0,0,2.8
Fall 2020,GEOL,1130,12,Physical Geology Lab,Hauptvogel,Daniel William,8,3,0,0,0,6,0,1,2.296
Fall 2020,COSC,6399,125,Masters Thesis,Shi,Weidong,0,0,0,0,0,1,0,0,0
Fall 2020,PSYC,6399,1,Masters Thesis,Babcock,Julia,1,0,0,0,0,0,0,0,4
Fall 2020,COSC,6398,103,Special Problems,Cheng,Albert M K,0,0,0,0,0,1,0,0,0
Fall 2020,HON,3397,7,Honors Selected Topics,Nash,Michael W,2,1,0,0,0,0,0,0,3.447
Fall 2020,GEOL,8998,2,Doctoral Research,Murphy,Michael,0,0,0,0,0,1,0,0,0
Fall 2020,SEDE,7335,1,Literature for Adolescents,Jimerson,Lanette Valena,4,1,0,0,1,0,0,0,3.222
Fall 2020,PSYC,3301,17,Intro Psych Stats,Rigby,James,10,13,3,0,0,6,0,1,2.213
Fall 2020,HRMA,4397,1,Selected Topics Hosp Mgt,Mills,Ashley D.,0,1,0,0,0,0,0,0,3
Fall 2020,ANTH,7399,7,Masters Thesis,Rasmussen,Susan J,1,0,0,0,0,0,0,0,4
Fall 2020,MANA,8999,1,Doctoral Dissertation,Miller,Carl Chet,0,0,0,0,0,1,0,0,0
Fall 2020,MECE,8298,10,Doctoral Research,Yu,Cunjiang,0,0,0,0,0,2,0,0,0
Fall 2020,BIOE,6398,14,Research,Majd,Sheereen,0,0,0,0,0,3,0,0,0
Fall 2020,MATH,8698,25,Doctoral Research,Kalantar,Mehrdad,0,0,0,0,0,3,0,0,0
Fall 2020,LAW,5221,1,Int'l Commercial Arbitration,Russell,William W,2,2,1,0,0,0,0,0,3.068
Fall 2020,BIOL,6397,1,Selected Topics in Biology,Pennings,Steven C,3,0,0,0,0,0,0,0,4
Fall 2020,ART,7398,2,Independent Graduate Study,Mayer,Anna W,1,0,0,0,0,0,0,0,4
Fall 2020,MUSA,4440,3,Applied Trumpet,Vassallo,Jim Cates,1,1,0,0,0,0,0,0,3.5
Fall 2020,MUSA,1346,2,Applied Tuba,Barton,Mark,2,0,0,0,0,0,0,0,4
Fall 2020,ENGL,8399,16,Doctoral Dissertation,Gonzalez,Maria C,0,0,0,0,0,1,0,0,0
Fall 2020,CHEE,8398,21,Doctoral Research,Orman,Mehmet,0,0,0,0,0,2,0,0,0
Fall 2020,ELCS,8399,3,Doctoral Dissertation,Zou,Yali,0,0,0,0,0,1,0,0,0
Fall 2020,PEP,7398,5,Adv Special Problem Human Perf,Gorniak,Stacey,0,0,0,0,0,1,0,0,0
Fall 2020,ARCH,6397,18,Sel Tpcs-Arc/Urbn Desgn,Bell,Larry S,2,0,0,0,0,0,0,0,4
Fall 2020,GEOL,8698,51,Doctoral Research,Jiang,Xun,0,0,0,0,0,1,0,0,0
Fall 2020,COSC,8398,114,Doctoral Research,Kakadiaris,Ioannis A.,0,0,0,0,0,2,0,0,0
Fall 2020,DIGM,4396,30,Internship in Digital Media,Waite,Jerry J,1,0,0,0,0,0,0,0,4
Fall 2020,ENGL,8398,10,Graduate English Resrch,Aboul-Ela,Hosam,0,0,0,0,0,1,0,0,0
Fall 2020,CIVE,8399,2,Doctoral Dissertation,Belarbi,Abdeldjelil,0,0,0,0,0,1,0,0,0
Fall 2020,PETR,8298,12,Doctoral Research,Sakhaee Pour,Ahmad,0,0,0,0,0,1,0,0,0
Fall 2020,GEOL,7398,2,Masters Research,Wellner,Julia S,0,0,0,0,0,1,0,0,0
Fall 2020,HIST,1378,7,The U S Since 1877,Reed,Linda,28,2,0,0,0,2,0,1,3.48
Fall 2020,POLS,3311,5,Intro Compar Politics,Cantu,Francisco,5,7,1,0,0,1,0,0,2.407
Fall 2020,BIOL,4103,2,Integration Biol Knowledge,Wayne,Chad M,67,14,0,0,0,2,0,1,3.687
Fall 2020,ELCS,7330,1,Admin of Higher Educ I,Davis,Tiffany J,11,3,0,0,0,0,0,1,3.809
Fall 2020,ARCH,3500,15,Architecture Design Studio V,Homeyer,Paul George,4,2,1,0,0,6,0,0,1.795
Fall 2020,ITAL,3303,1,Italian Convers&Compos,Nicosia,Alda,2,1,0,0,0,0,0,0,2.75
Fall 2020,GENB,7303,4,Prof Accounting Communication,Newman,Michael Ray,15,6,0,0,0,0,0,0,3.777
Fall 2020,IDNS,3131,13,Organic Chem I SEP Workshop,Pattison,Donna,7,2,0,0,0,3,0,0,2.723
Fall 2020,PSYC,4315,1,Human Motivation,Knee,Clifford R,15,0,0,0,0,0,0,0,3.956
Fall 2020,COMD,4489,1,Clinical Procedures,Cizek,Laura S,15,0,0,0,0,0,0,0,4
Fall 2020,COMM,3317,1,Multimedia Journalism,Madrid-Morales,Daniel,9,6,1,0,0,1,0,2,2.93
Fall 2020,MECT,3318,1,Fluid Mechanics Applications,Alba,Kamran,6,13,4,0,0,10,0,7,1.265
Fall 2020,FINA,6387,2,Managerial Analysis,Basu,Swati,15,3,0,0,0,0,0,0,3.833
Fall 2020,ECE,4115,1,Control Systems Laboratory I,Provence,Robert S,12,11,0,0,0,1,0,1,3.253
Fall 2020,MECE,5397,4,Selected Topics,Ostilla Monico,Rodolfo,5,4,0,0,0,12,0,0,1.32
Fall 2020,DIGM,1350,31,Graphics for Digital Media,Hargrove,Mark Stephen,10,4,3,0,0,6,0,5,2.18
Fall 2020,PHOP,8798,1,Doctoral Research,Burns,Alan R,1,0,0,0,0,0,0,0,4
Fall 2020,POLS,1337,8,"US Govt: Congress,Pres & Crts",Cole,Jeffrey Bryan,60,44,7,0,0,30,0,3,2.468
Fall 2020,PHAR,5337,1,Integrated ID I Module,Williams,Louis,22,29,8,0,0,0,0,0,3.237
Fall 2020,LAW,5397,1,Selected Topics,Parras,John Moreno,4,7,0,0,0,0,0,0,3.394
Fall 2020,LAW,5312,1,First Amendment,Turner,Ronald,12,20,0,0,0,7,1,0,2.769
Fall 2020,MUSI,4114,1,Chamber Music - Brass,Dinitz,Adam L,4,0,0,0,0,0,0,0,4
Fall 2020,LAW,5390,3,Environmental Law,Flatt,Victor B,14,22,0,0,0,0,0,1,3.426
Fall 2020,COSC,6335,1,Data Mining,Eick,Christoph F,15,13,1,0,0,1,0,0,3.345
Fall 2020,ENGL,2360,1,Western World Lit I--Honors,Garner,Richard A,97,57,3,0,0,6,0,2,3.306
Fall 2020,COSC,7336,1,Advanced NLP,Solorio Martinez,Thamar Ivette,3,0,0,1,0,0,0,0,3.25
Fall 2020,ELED,4314,1,Mathematics in Elem School I,Cutler,Carrie Sybil,26,2,0,0,0,0,0,0,3.725
Fall 2020,ELED,4314,7,Mathematics in Elem School I,Cutler,Carrie Sybil,28,2,0,0,0,1,0,0,3.711
Fall 2020,CIS,3365,6,Database Management,Wu,Xuqing,0,2,0,0,0,3,0,0,1.2
Fall 2020,ENGL,1370,60,Composition II-Honors,Apicella,Brian Anthony,6,9,1,0,0,1,0,1,2.853
Fall 2020,LAW,5379,1,Copyright Law,Fagundes,Dave,7,16,1,0,0,10,0,0,2.238
Fall 2020,ARCH,3397,8,Selected Topics,Smith,Joshua S,4,2,1,0,0,0,0,0,3.429
Fall 2020,GEOL,3370,1,Mineralogy,Fu,Qi,8,17,1,0,0,8,0,2,1.931
Fall 2020,ENGL,2360,50,Western World Lit I--Honors,Vollrath,Lesli A,30,17,0,0,0,3,0,1,3.244
Fall 2020,ENGL,2360,60,Western World Lit I--Honors,Ferguson,Jamie H,24,13,0,0,0,2,0,0,3.293
Fall 2020,OPTO,5133,3,Adv Human Anat/Hist Lab,Coulson-Thomas,Vivien J,16,5,2,0,1,0,0,0,3.431
Fall 2020,FINA,   7A40,1,Fixed Income I,Doshi,Hitesh B,23,9,0,0,0,0,0,2,3.719
Fall 2020,ENGL,1303,7,First Year Writing I,Alcorn,Charles William,12,3,0,0,0,3,0,0,2.768
Fall 2020,CHEM,6115,1,Sem in Chm Lab Instruct,Zaitsev,Vladimir G,0,0,0,0,0,12,0,0,0
Fall 2020,CHEE,8399,11,Doctoral Dissertation,Grabow,Lars C,0,0,0,0,0,5,0,0,0
Fall 2020,BCIS,1305,1,Business Computer Applications,Felvegi,Emese,24,0,0,0,0,0,0,0,3.986
Fall 2020,BCIS,1305,2,Business Computer Applications,Felvegi,Emese,202,57,8,0,0,34,0,8,3.17
Fall 2020,COSC,8698,131,Doctoral Research,Wu,Panruo,0,0,0,0,0,2,0,0,0
Fall 2020,MATH,1330,2,Precalculus,Hong,Yuqi,36,30,5,0,0,26,0,11,1.911
Fall 2020,LAW,5414,1,Immigration Clinic II,Vega,Rosemary,1,2,0,0,0,0,0,0,3.553
Fall 2020,CHEM,3221,18,Fund of Organic Chem. Lab I,Bean,Mary B,8,4,1,0,0,7,0,3,2.218
Fall 2020,ASLI,2301,2,Interm. American Sign Lang I,Pott,Scot A,5,4,1,0,0,9,0,2,1.634
Fall 2020,SCM,7380,1,Analytics & Enterprise Opertns,Murray,Michael J,10,14,0,0,0,0,0,0,3.444
Fall 2020,KIN,1352,3,"Foundations of KIN, HLT, FIT",Gray,Jon Phillip,75,15,1,0,0,5,0,0,3.424
Fall 2020,TLIM,4341,3,Production & Service Operation,Lattier,Gregory Jeff,25,6,1,0,0,5,0,3,3.123
